@relation 'HTS data set-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 118'

@attribute feature7 numeric
@attribute feature236 numeric
@attribute feature10 numeric
@attribute feature239 numeric
@attribute feature124 numeric
@attribute feature2 numeric
@attribute feature241 numeric
@attribute feature9 numeric
@attribute feature3 numeric
@attribute feature125 numeric
@attribute feature244 numeric
@attribute feature165 numeric
@attribute feature195 numeric
@attribute feature242 numeric
@attribute feature4 numeric
@attribute feature225 numeric
@attribute feature132 numeric
@attribute feature237 numeric
@attribute feature5 numeric
@attribute feature128 numeric
@attribute feature6 numeric
@attribute feature129 numeric
@attribute feature127 numeric
@attribute feature130 numeric
@attribute feature162 numeric
@attribute feature171 numeric
@attribute feature240 numeric
@attribute feature122 numeric
@attribute feature60 numeric
@attribute feature172 numeric
@attribute feature223 numeric
@attribute feature193 numeric
@attribute feature54 numeric
@attribute feature346 numeric
@attribute feature111 numeric
@attribute feature8 numeric
@attribute feature196 numeric
@attribute feature166 numeric
@attribute feature235 numeric
@attribute feature164 numeric
@attribute feature121 numeric
@attribute feature226 numeric
@attribute feature345 numeric
@attribute feature163 numeric
@attribute feature14 numeric
@attribute feature136 numeric
@attribute feature202 numeric
@attribute feature113 numeric
@attribute feature234 numeric
@attribute feature83 numeric
@attribute feature51 numeric
@attribute feature84 numeric
@attribute feature201 numeric
@attribute feature81 numeric
@attribute feature138 numeric
@attribute feature16 numeric
@attribute feature233 numeric
@attribute feature114 numeric
@attribute feature59 numeric
@attribute feature315 numeric
@attribute feature13 numeric
@attribute feature53 numeric
@attribute feature50 numeric
@attribute feature91 numeric
@attribute feature316 numeric
@attribute feature92 numeric
@attribute feature232 numeric
@attribute feature203 numeric
@attribute feature161 numeric
@attribute feature192 numeric
@attribute feature126 numeric
@attribute feature168 numeric
@attribute feature238 numeric
@attribute feature107 numeric
@attribute feature150 numeric
@attribute feature38 numeric
@attribute feature167 numeric
@attribute feature231 numeric
@attribute feature131 numeric
@attribute feature135 numeric
@attribute feature243 numeric
@attribute feature331 numeric
@attribute feature115 numeric
@attribute feature204 numeric
@attribute feature229 numeric
@attribute feature170 numeric
@attribute feature180 numeric
@attribute feature55 numeric
@attribute feature85 numeric
@attribute feature210 numeric
@attribute feature68 numeric
@attribute feature160 numeric
@attribute feature227 numeric
@attribute feature198 numeric
@attribute feature197 numeric
@attribute feature98 numeric
@attribute feature175 numeric
@attribute feature66 numeric
@attribute feature194 numeric
@attribute feature90 numeric
@attribute feature145 numeric
@attribute feature96 numeric
@attribute feature221 numeric
@attribute feature205 numeric
@attribute feature89 numeric
@attribute feature120 numeric
@attribute feature152 numeric
@attribute feature285 numeric
@attribute feature228 numeric
@attribute feature173 numeric
@attribute feature61 numeric
@attribute feature219 numeric
@attribute feature119 numeric
@attribute feature190 numeric
@attribute feature191 numeric
@attribute feature182 numeric
@attribute feature36 numeric
@attribute feature52 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.007306,0.006707,0.009049,0.009094,0.008021,0.00915,0.006675,0.00621,0.001202,0.001634,0.008972,8.371784,8.561323,0.000941,0.00621,8.742388,0.008637,0.000858,0.011704,1.539742,1.351537,0.006184,0.011704,0.000829,0.944014,-0.523917,2.870252,0.083032,0.875871,0.935288,3.74335,3.7484,10.643793,0.082433,3.044163,0.000626,13.756005,14.673783,20.557748,0.805364,0.11316,12.662922,0.107463,3.801306,0.001196,0.001698,0.858297,10.367898,0.048695,10.17856,2.955762,8.860251,-0.336965,2.932584,0.008621,0.008621,0.098381,7.508827,-0.380734,0.039876,0.006397,9.905325,0.871116,0.044435,0.013341,0.012002,0.764291,0.023438,0.423575,0.861427,0.00502,2.9205,0.00502,0.106435,6.820918,10.233261,2.600913,-0.222143,0.00502,0.005087,0.00502,0.100708,2.358982,0.020176,0.80855,0.725338,7.044871,2.529513,2.446018,7.290644,10.525058,0.068648,2.575862,3.278924,2.607417,10.621449,0.143193,2.839264,0.667183,0.734735,0.193298,2.843215,1.91456,0.101719,-0.204291,0.564954,2.088453,0.007113,3.498582,0.001173,0.00553,0.087149,-0.101244,0.046609,1.027978,2.222,3.121556,0.710308,5
0.014067,0.012316,0.015656,0.015686,0.012786,0.013439,0.011558,0.011353,0.000833,0.00183,0.015381,12.832118,12.942543,0.002854,0.011353,12.992559,0.014008,0.002244,0.015656,2.262516,2.447593,0.00971,0.015686,0.002368,0.862067,-0.366501,4.65803,0.011787,0.771974,0.809793,1.312724,1.460185,8.378267,0.009288,2.18504,0.000748,5.519412,6.378121,36.308217,0.793044,0.050968,4.765539,0.057579,1.635268,0.002167,0.002379,0.651837,8.085014,0.001909,8.286853,2.307814,6.724267,-0.194287,2.21919,0.013077,0.013077,0.040179,5.170006,-0.251308,0.03803,0.007102,8.528595,0.775636,0.040248,0.018074,0.023868,0.543243,0.022877,0.475862,0.706597,0.00499,2.367969,0.00499,0.138261,4.75665,7.067402,2.0376,-0.124004,0.00499,0.00527,0.00499,0.124376,2.184063,0.014813,0.741705,0.768158,4.901888,2.400306,2.291135,5.061939,7.329349,0.146664,1.873412,2.560428,1.961772,7.443324,0.202014,3.320191,0.697754,0.53224,0.262784,3.441654,1.442548,0.150211,-0.094178,0.29978,1.924039,0.01172,2.637991,0.010183,0.011479,0.048792,-0.026822,0.119611,0.962456,2.038822,3.309416,0.653023,8
0.005841,0.00574,0.006241,0.006607,0.005704,0.005676,0.005715,0.005325,0.000182,0.000269,0.006394,8.093009,8.088761,0.000303,0.00528,8.074971,0.006394,0.000325,0.006378,1.271641,0.957931,0.005627,0.006607,0.000334,0.801469,-0.312254,2.206012,0.012148,0.631908,0.807873,1.566374,1.699154,5.35274,0.012676,1.043602,0.000209,5.873773,6.460172,15.62562,0.715662,0.012285,5.217662,0.012528,1.805128,0.001716,0.002326,0.744407,6.422055,0.011387,6.467406,1.433186,4.478249,-0.242696,1.154954,0.010986,0.010986,0.013119,3.947183,-0.152487,0.005026,0.007531,6.619906,0.627209,0.004342,0.004968,0.005835,0.671436,0.006189,0.732941,0.729734,0.00499,2.852034,0.00499,0.110758,6.083561,9.658516,2.30352,-0.184176,0.005066,0.005551,0.005066,0.107153,2.038234,0.004291,0.589791,0.895606,6.294546,2.174889,2.105474,6.528522,9.949145,0.077158,2.199619,2.921057,2.256406,10.084712,0.17862,2.943592,0.662852,0.490508,0.237226,2.959658,1.367637,0.128093,-0.082018,0.411627,2.008845,0.000817,2.954244,0.000956,0.00129,0.136814,-0.055031,0.072391,1.015235,2.163135,3.160625,0.627676,9
0.005081,0.004986,0.005615,0.005631,0.005026,0.005083,0.004999,0.004685,0.000139,0.000209,0.005539,8.588305,8.613552,0.000227,0.004685,8.636672,0.005539,0.000243,0.005615,1.05095,0.757092,0.004934,0.005631,0.000232,0.777922,-0.260827,1.789624,0.007007,0.575663,0.779379,1.998524,2.086946,4.437141,0.006677,1.466311,0.000188,7.207074,7.658395,12.758465,0.671297,0.009507,6.68359,0.0092,2.156873,0.00092,0.001182,0.72579,7.824052,0.008084,7.82259,1.463568,3.98836,-0.210395,1.484641,0.007187,0.007187,0.007469,3.624848,-0.126042,0.002237,0.005364,7.854424,0.554998,0.002665,0.001632,0.001308,0.652719,0.001423,0.961884,0.722205,0.004486,3.114077,0.004486,0.047105,5.821023,9.364197,2.418047,-0.157029,0.004532,0.004303,0.004532,0.049671,2.045064,0.00261,0.679689,0.989497,6.005957,2.139372,2.09262,6.209703,9.678237,0.056398,2.356685,3.181173,2.391107,9.854858,0.202737,3.655833,0.64533,0.481234,0.255239,3.745665,1.492697,0.154829,-0.082042,0.433273,1.983664,0.002221,3.247238,0.002087,0.00249,0.044495,-0.065012,0.053505,1.185902,2.114937,3.718619,0.61857,9
0.005196,0.005117,0.00557,0.00557,0.005138,0.005168,0.00507,0.004791,0.000126,0.00015,0.005524,10.374487,10.459064,0.000171,0.004791,10.505584,0.005371,0.000166,0.00557,1.073655,0.789807,0.004994,0.00557,0.000145,0.572179,-0.12867,1.840436,0.011877,0.47687,0.580838,1.051847,1.131464,4.945972,0.011589,1.504264,0.000143,3.834879,4.351787,13.226917,0.639116,0.010156,3.47941,0.00902,1.285803,0.000628,0.000984,0.476456,8.767363,0.008319,8.723404,1.719579,4.268591,-0.079934,1.631247,0.00647,0.00647,0.006573,3.755027,-0.07679,0.006762,0.005148,8.728537,0.45285,0.007212,0.006101,0.006583,0.39792,0.004341,1.194533,0.450711,0.004547,2.93123,0.004547,0.058795,6.439635,10.102638,2.129003,-0.053192,0.004547,0.004245,0.004547,0.056932,2.073119,0.003562,0.754113,1.075292,6.679472,2.203472,2.134847,6.946701,10.329528,0.073308,2.017258,2.959318,2.067136,10.404856,0.143487,2.760729,0.59854,0.357438,0.19962,2.894226,1.782741,0.095916,-0.04129,0.298457,2.101109,0.003348,2.974777,0.003084,0.003293,0.061417,-0.028624,0.070317,1.494838,2.259414,2.722588,0.561284,9
0.006015,0.005875,0.006699,0.00679,0.006041,0.006173,0.005986,0.005447,0.000326,0.000347,0.00679,6.209866,6.266591,0.000327,0.005447,6.329805,0.00679,0.00029,0.007691,1.426581,1.064653,0.005969,0.007691,0.000356,0.811803,-0.345273,2.460411,0.099216,0.752867,0.808409,1.359385,1.353885,5.130778,0.073862,1.54423,0.00029,4.652857,4.973817,13.806424,0.784129,0.024098,4.330247,0.026302,1.357979,0.000866,0.001376,0.729237,6.436833,0.056309,6.341344,1.451899,4.731549,-0.247636,1.483715,0.008148,0.008148,0.021178,4.359889,-0.277705,0.020512,0.006144,6.240421,0.768933,0.031548,0.003873,0.005938,0.648193,0.012808,0.519456,0.704026,0.005249,2.518785,0.005249,0.132441,7.193281,9.589782,2.127581,-0.177847,0.005341,0.005117,0.005341,0.08995,2.050395,0.009225,0.599897,0.796495,7.435892,2.094819,2.072525,7.674284,9.824847,0.119605,2.094088,2.655736,2.117468,9.907918,0.08382,2.300247,0.726623,0.631099,0.121659,2.334076,1.157806,0.056884,-0.166322,0.536937,2.32747,0.002398,2.754472,0.002344,0.003837,0.065457,-0.109544,0.103818,0.819639,2.416092,2.455599,0.741772,9
0.006136,0.005815,0.007019,0.007126,0.006495,0.007199,0.00582,0.005463,0.001252,0.001173,0.007126,5.263224,5.354511,0.00051,0.005463,5.453742,0.006592,0.000427,0.011734,1.242008,0.975677,0.00557,0.011734,0.000451,0.897089,-0.500649,2.200107,0.110411,0.858379,0.879583,2.008738,1.931835,10.092172,0.091802,3.058866,0.000352,6.606508,6.969756,15.787747,0.857275,0.295117,6.176266,0.293443,1.862299,0.000783,0.001148,0.811209,5.913989,0.030472,5.759505,2.750945,9.168456,-0.35524,2.889893,0.007248,0.007248,0.20931,8.122113,-0.405578,0.117345,0.005416,5.588235,0.868642,0.121572,0.040068,0.039434,0.738383,0.052686,0.379093,0.767373,0.004654,2.198154,0.004654,0.030345,6.129723,9.393009,1.968851,-0.255812,0.004654,0.004421,0.004654,0.026809,2.296343,0.025275,0.928495,0.686311,6.340172,2.216564,2.288421,6.573222,9.647274,0.205099,2.099736,2.417997,2.062869,9.756797,0.150042,2.581614,0.776825,0.745535,0.20374,2.686893,1.449093,0.104308,-0.240884,0.633178,2.087082,0.002879,2.570652,0.003775,0.002364,0.04437,-0.148965,0.166839,0.875358,2.212016,2.607454,0.775533,7
0.007557,0.007475,0.008423,0.008484,0.007404,0.007357,0.007297,0.006912,0.000576,0.000523,0.008255,7.912635,7.908841,0.000497,0.006271,7.889259,0.00824,0.000424,0.009445,1.973648,1.609552,0.007125,0.009445,0.000545,0.807253,-0.322263,3.546548,0.142027,0.820087,0.79911,1.544814,1.509132,8.537956,0.142751,2.537762,0.000297,4.741329,5.196957,26.133959,0.760271,0.043854,4.241897,0.042322,1.485058,0.001006,0.001393,0.640952,6.535211,0.097919,6.475932,2.321127,8.156771,-0.167191,2.428864,0.007599,0.007599,0.024941,7.572704,-0.328762,0.003502,0.00587,6.46691,0.848896,0.004678,0.028101,0.023968,0.461267,0.001218,0.55875,0.638016,0.005859,2.605614,0.005859,0.128092,7.279237,10.409732,2.179018,-0.075293,0.005859,0.004876,0.005859,0.123329,2.294887,0.021943,0.759675,0.808608,7.517192,2.30939,2.307577,7.777458,10.758282,0.104283,2.089914,2.848516,2.139747,10.878487,0.099937,3.413844,0.666204,0.672383,0.143075,3.469708,1.674433,0.066737,-0.174276,0.528263,2.266133,0.006448,3.004793,0.00526,0.00678,0.082359,-0.093126,0.082294,1.059376,2.366756,3.703888,0.735401,3
0.006431,0.005868,0.008057,0.008057,0.006166,0.006517,0.005801,0.004807,0.000472,0.000773,0.008026,8.660441,8.834526,0.000911,0.004807,8.969282,0.007095,0.000867,0.008209,1.212573,1.048173,0.005342,0.008209,0.000641,0.893407,-0.429582,2.239109,0.060666,0.765027,0.884495,2.961571,2.827398,3.913553,0.060337,1.469103,0.000845,8.595606,9.860082,15.920333,0.762649,0.019065,7.182894,0.019622,2.750845,0.000889,0.001104,0.75516,9.06346,0.05558,9.104,1.343773,3.231066,-0.242648,1.402961,0.00705,0.00705,0.021128,2.817877,-0.296256,0.01072,0.005189,9.089721,0.754903,0.010795,0.016619,0.017757,0.614781,0.006237,0.565365,0.732669,0.004395,2.783357,0.004395,0.05216,5.85017,9.034843,2.380783,-0.136943,0.004395,0.004281,0.004395,0.049292,1.890619,0.000876,1.047708,0.818765,6.056798,1.989006,1.936642,6.286862,9.401412,0.095759,2.296437,3.05245,2.346025,9.56653,0.16657,3.459299,0.624847,0.586686,0.223527,3.589945,2.444707,0.116247,-0.139755,0.465381,2.037252,0.002158,3.171158,0.002253,0.002153,0.058041,-0.079461,0.075848,1.379696,2.171321,3.608776,0.766202,3
0.007502,0.006863,0.008637,0.008743,0.007883,0.008794,0.006874,0.005982,0.001556,0.001689,0.008652,6.361168,6.528255,0.001162,0.005982,6.681126,0.008606,0.001064,0.014084,1.291951,1.147814,0.006364,0.014084,0.001166,0.911764,-0.498162,2.419791,0.366199,0.874256,0.898377,2.262214,2.234375,9.247633,0.296009,2.710283,0.000725,7.665374,8.326919,12.510964,0.831986,0.235138,6.937061,0.186809,2.231093,0.001126,0.001503,0.816685,7.065781,0.172627,6.918427,2.494403,8.560834,-0.332357,2.581387,0.007904,0.007904,0.091291,7.746463,-0.462972,0.061483,0.005976,6.746587,0.902078,0.075904,0.059219,0.031646,0.714954,0.048097,0.387725,0.796634,0.004913,2.458264,0.004913,0.162084,6.928592,10.202075,2.208026,-0.21556,0.004913,0.004851,0.004913,0.268413,2.187578,0.025173,0.738193,0.706638,7.176085,2.070837,2.14901,7.438411,10.558685,0.136784,2.257611,2.703911,2.271043,10.70778,0.131378,3.805598,0.714103,0.747255,0.177893,3.81773,1.55596,0.094341,-0.259077,0.612969,2.165016,0.010099,2.86821,0.003041,0.012105,0.1712,-0.145936,0.10532,0.8798,2.260534,4.044101,0.821464,7
0.007059,0.006489,0.008148,0.008331,0.007746,0.00877,0.006587,0.006134,0.001236,0.001521,0.008331,7.158622,7.325342,0.000657,0.006134,7.489289,0.007156,0.000534,0.012085,1.665278,1.447074,0.006191,0.012085,0.000465,0.938047,-0.527445,3.096117,0.08039,0.892846,0.929434,3.276129,3.221937,10.049087,0.076595,2.975552,0.000467,11.622982,12.202969,21.950637,0.813204,0.075855,10.837293,0.072147,3.188438,0.001281,0.001784,0.860186,8.770969,0.039142,8.609109,2.793085,8.714313,-0.353366,2.851556,0.0094,0.0094,0.057362,7.554478,-0.421087,0.009683,0.00672,8.365229,0.88967,0.010442,0.016932,0.017583,0.77626,0.008748,0.391059,0.857957,0.005142,2.766415,0.005142,0.037405,6.750037,9.575472,2.484393,-0.240398,0.005142,0.005397,0.005142,0.034129,2.38816,0.015419,0.583552,0.694324,6.978518,2.523046,2.458486,7.229272,9.892476,0.088918,2.515587,3.102296,2.525686,10.055401,0.101281,2.750337,0.668337,0.765216,0.146824,2.774083,1.664268,0.066553,-0.231989,0.66204,2.278336,0.003839,3.327999,0.005846,0.004046,0.008893,-0.150508,0.058931,0.893836,2.376704,3.029161,0.737008,6
0.008773,0.008492,0.009888,0.01059,0.01015,0.011584,0.008413,0.008057,0.002323,0.002358,0.010452,6.593815,6.751098,0.000755,0.008057,6.903348,0.010452,0.000689,0.016907,1.929671,1.517678,0.008142,0.016907,0.000837,0.945041,-0.525406,3.415793,0.078731,0.907445,0.920452,3.483482,3.455629,16.734007,0.066288,4.23615,0.000386,13.158607,13.626515,23.692561,0.825991,0.055123,12.497923,0.084784,3.463809,0.00196,0.002647,0.839767,8.33195,0.029561,8.071483,4.332798,14.808111,-0.338232,4.181158,0.012345,0.012345,0.068477,13.061593,-0.435373,0.053218,0.008146,7.728346,0.918739,0.042078,0.051022,0.051491,0.748365,0.026071,0.386264,0.859703,0.006714,2.622036,0.006714,0.2145,6.253462,9.321761,2.340721,-0.224243,0.006714,0.006101,0.006714,0.233852,2.556498,0.023924,0.940998,0.704259,6.47505,2.61132,2.58107,6.719099,9.656802,0.130627,2.451421,2.969456,2.40706,9.779253,0.156339,2.545151,0.699153,0.783058,0.213206,2.546435,1.927985,0.109572,-0.238191,0.648206,2.034975,0.018167,3.215684,0.012204,0.023464,0.117652,-0.136443,0.093106,0.997804,2.19483,3.031774,0.712062,6
0.008051,0.007341,0.008896,0.008942,0.008065,0.00889,0.007194,0.007202,0.001059,0.001205,0.008896,7.638101,7.758432,0.000901,0.007202,7.861359,0.008057,0.000715,0.012222,1.525887,1.360632,0.006577,0.012222,0.000623,0.89811,-0.479713,2.856123,0.241524,0.840871,0.88964,1.931019,1.912231,11.181014,0.238517,3.121778,0.000361,6.716722,7.259703,20.296849,0.828208,0.169589,6.199035,0.153618,1.937681,0.000863,0.00131,0.809022,6.86693,0.140662,6.706673,2.98331,10.23231,-0.327661,3.03524,0.00766,0.00766,0.099072,9.118813,-0.36726,0.0508,0.005827,6.540245,0.871774,0.056222,0.122035,0.125935,0.70424,0.034958,0.390464,0.787663,0.005219,2.467973,0.005219,0.084343,6.26465,9.755031,2.2024,-0.210542,0.005219,0.004641,0.005219,0.101424,2.307207,0.083548,0.683008,0.708038,6.446781,2.275405,2.31139,6.645161,9.937442,0.144721,2.229563,2.688965,2.228042,10.012321,0.167211,2.558781,0.730954,0.711539,0.213495,2.577832,1.320522,0.126433,-0.208885,0.576214,2.079867,0.000458,2.869419,0.002791,0.001214,0.069588,-0.117283,0.116701,0.799606,2.189066,2.694113,0.751554,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0.015378,0.01312,0.022156,0.022583,0.016161,0.018698,0.013567,0.008164,0.002517,0.005092,0.022156,11.18924,11.382931,0.004819,0.008164,11.575263,0.020539,0.005599,0.022187,2.630823,2.491173,0.012013,0.022583,0.004631,0.952053,-0.503901,5.114885,0.13205,0.807969,0.910456,6.032704,5.893195,5.891202,0.114998,2.334707,0.004449,19.426143,21.411569,28.34023,0.797074,0.076054,16.88802,0.055909,5.784583,0.003469,0.003807,0.826292,13.46402,0.137461,13.412357,2.157539,4.548039,-0.330483,2.234382,0.017746,0.017746,0.052631,3.943991,-0.358755,0.114772,0.009308,13.27978,0.850169,0.075455,0.058571,0.068861,0.730182,0.0641,0.57008,0.867085,0.005585,2.608595,0.005585,0.471086,5.342142,7.323018,2.289961,-0.219907,0.005585,0.006897,0.005585,0.442468,1.8218,0.071941,1.802625,0.837517,5.52426,1.925444,1.881616,5.724737,7.677803,0.138665,2.325887,2.857902,2.321901,7.95335,0.152699,3.987807,0.689008,0.608372,0.209887,4.067658,3.045263,0.106181,-0.154328,0.477528,2.090575,0.004388,2.981364,0.013301,0.019534,0.244719,-0.084939,0.114317,1.609356,2.190853,4.082261,0.783535,8
0.016666,0.013671,0.022065,0.022248,0.015562,0.01763,0.012663,0.006226,0.002719,0.00445,0.022065,10.535134,10.754617,0.005315,0.006226,10.920742,0.018235,0.004913,0.022797,2.130602,2.699947,0.009685,0.022797,0.003818,0.927383,-0.460364,4.786465,0.114056,0.860253,0.910906,4.290664,4.284674,5.828876,0.160301,1.885719,0.004337,13.12218,15.371137,32.19588,0.749355,0.412598,10.76454,0.384417,4.275216,0.004377,0.004263,0.784156,12.014196,0.110063,12.040996,1.791763,4.807349,-0.248569,1.825829,0.02118,0.02118,0.337165,4.045795,-0.422738,0.132668,0.009375,12.04,0.869655,0.162206,0.057385,0.052529,0.642964,0.115791,0.621176,0.78841,0.005554,2.931079,0.005554,0.29262,4.387667,6.414286,2.535272,-0.139753,0.005661,0.006594,0.005661,0.361182,1.976673,0.051578,1.355006,0.851635,4.527195,2.151519,2.084622,4.684041,6.756098,0.073358,2.41802,3.27913,2.498985,7.006814,0.248084,3.965664,0.584942,0.720139,0.316635,4.044917,3.220043,0.186126,-0.226707,0.628505,1.779625,0.01602,3.409231,0.012079,0.013685,0.218285,-0.153077,0.051833,1.753352,1.912446,4.034711,0.789333,8
0.010353,0.010089,0.013428,0.014237,0.010178,0.010278,0.009976,0.007904,0.001025,0.001378,0.013428,8.704579,8.754249,0.001619,0.007904,8.781815,0.013367,0.001664,0.013474,2.546502,2.060166,0.009683,0.014237,0.001806,0.891261,-0.446567,4.56878,0.182685,0.865415,0.892621,2.063876,2.105402,8.290261,0.17218,2.10826,0.001258,6.715949,7.547737,32.929595,0.781184,0.123075,5.893866,0.12166,2.113207,0.001294,0.002061,0.78753,7.812701,0.104816,7.771108,2.144076,7.87439,-0.271729,2.09779,0.009873,0.009873,0.098791,7.492925,-0.396817,0.026111,0.007213,7.792216,0.873451,0.03145,0.02026,0.017308,0.681079,0.002901,0.464812,0.778057,0.006455,2.717944,0.006455,0.111878,6.837405,10.368679,2.402385,-0.176139,0.006455,0.005526,0.006455,0.109914,2.301873,0.02139,0.635427,0.735933,7.081577,2.362161,2.330581,7.351709,10.58872,0.086775,2.279999,2.970907,2.355518,10.683197,0.134644,2.173859,0.659075,0.767839,0.190819,2.221777,1.528548,0.089849,-0.253069,0.699812,2.106699,0.008504,3.077265,0.007635,0.009191,0.071835,-0.189875,0.065689,0.96533,2.262468,2.29387,0.749556,3
0.009585,0.009511,0.011719,0.013153,0.009622,0.009721,0.0095,0.00679,0.001152,0.001443,0.013077,8.933802,8.965746,0.001491,0.00679,8.993833,0.013077,0.001684,0.013352,2.331243,1.792447,0.009438,0.013352,0.001695,0.889337,-0.435392,4.084886,0.13522,0.838043,0.895023,2.467138,2.480741,7.632785,0.139989,2.213878,0.001187,8.112197,9.153251,24.129351,0.770832,0.234884,7.097685,0.205148,2.498109,0.000806,0.001394,0.781111,8.211908,0.096291,8.188369,2.162618,6.886135,-0.254565,2.234106,0.008515,0.008515,0.10675,5.876333,-0.345706,0.059216,0.006067,8.173364,0.828716,0.01874,0.071461,0.071001,0.685314,0.025415,0.565577,0.746636,0.005982,2.870897,0.005982,0.062414,6.499379,8.956755,2.470123,-0.1717,0.006012,0.004946,0.006012,0.072723,2.252416,0.054656,0.865945,0.827986,6.760442,2.348353,2.325818,7.002372,9.06279,0.076312,2.360349,3.159094,2.430487,9.080638,0.106081,1.585372,0.63838,0.705474,0.160213,1.66762,2.051233,0.0696,-0.194972,0.625389,2.124922,0.02357,3.256572,0.016735,0.021319,0.038991,-0.141078,0.055168,1.29768,2.282701,1.53861,0.739495,3
0.006717,0.007343,0.007858,0.010407,0.006676,0.006121,0.007251,0.005768,0.000504,0.001014,0.010224,4.872556,4.725032,0.001096,0.005386,4.586057,0.010224,0.001032,0.007858,1.654856,1.114977,0.007697,0.010407,0.001139,0.933563,-0.515095,2.661051,0.001843,0.83033,0.900471,2.527253,2.578151,8.82581,0.008926,3.050889,0.000639,9.170048,10.142877,14.972107,0.838258,0.012107,8.166886,0.009185,2.661211,0.00125,0.001755,0.820388,5.199294,0.021635,5.326923,2.833858,7.172202,-0.350881,2.948253,0.009155,0.009155,0.011856,5.743834,-0.362966,0.005403,0.006527,5.499562,0.883137,0.001334,0.008294,0.005432,0.718851,0.006242,0.351398,0.850785,0.005386,2.378013,0.005722,0.05835,6.725315,9.32603,2.121766,-0.231333,0.006043,0.005262,0.005783,0.030779,2.039865,0.005004,0.748483,0.674046,6.927367,2.134971,2.098464,7.136983,9.603189,0.159471,2.085555,2.576033,2.111871,9.76892,0.113231,3.03889,0.748457,0.740227,0.15762,2.992815,1.317538,0.078338,-0.244528,0.629152,2.269295,0.003362,2.694417,0.003316,0.003791,0.019043,-0.154879,0.140669,0.754604,2.382292,3.244155,0.742733,9
0.006948,0.006422,0.007965,0.008072,0.006861,0.007367,0.006407,0.005035,0.000542,0.000909,0.007965,10.074609,10.237901,0.000952,0.005035,10.378169,0.007843,0.000927,0.008453,1.41323,1.19501,0.005988,0.008453,0.000864,0.91666,-0.425596,2.588357,0.014585,0.782701,0.896292,4.668433,4.493218,5.646502,0.017299,1.900953,0.000743,13.970936,15.524216,18.496254,0.730453,0.085674,12.277176,0.080687,4.331377,0.001391,0.001667,0.806865,12.030944,0.008298,12.057396,1.743253,4.837116,-0.274726,1.821096,0.009308,0.009308,0.067732,4.265159,-0.294837,0.033692,0.006118,12.03366,0.789439,0.034093,0.005258,0.003322,0.718762,0.024734,0.725961,0.800414,0.004868,2.977863,0.004868,0.062742,5.449075,8.509161,2.509972,-0.188416,0.004868,0.004746,0.004868,0.045239,2.035763,0.005119,1.55282,0.909299,5.649387,2.181864,2.109567,5.874401,8.85581,0.068363,2.426434,3.219108,2.470238,9.057246,0.171957,3.504092,0.606361,0.650296,0.236833,3.639312,3.174241,0.116309,-0.16946,0.561486,2.035487,0.004015,3.329255,0.005741,0.003965,0.019055,-0.116023,0.054529,1.78404,2.188561,3.543718,0.723775,3
