@relation 'HTS data set-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 118'

@attribute feature7 numeric
@attribute feature236 numeric
@attribute feature10 numeric
@attribute feature239 numeric
@attribute feature124 numeric
@attribute feature2 numeric
@attribute feature241 numeric
@attribute feature9 numeric
@attribute feature3 numeric
@attribute feature125 numeric
@attribute feature244 numeric
@attribute feature165 numeric
@attribute feature195 numeric
@attribute feature242 numeric
@attribute feature4 numeric
@attribute feature225 numeric
@attribute feature132 numeric
@attribute feature237 numeric
@attribute feature5 numeric
@attribute feature128 numeric
@attribute feature6 numeric
@attribute feature129 numeric
@attribute feature127 numeric
@attribute feature130 numeric
@attribute feature162 numeric
@attribute feature171 numeric
@attribute feature240 numeric
@attribute feature122 numeric
@attribute feature60 numeric
@attribute feature172 numeric
@attribute feature223 numeric
@attribute feature193 numeric
@attribute feature54 numeric
@attribute feature346 numeric
@attribute feature111 numeric
@attribute feature8 numeric
@attribute feature196 numeric
@attribute feature166 numeric
@attribute feature235 numeric
@attribute feature164 numeric
@attribute feature121 numeric
@attribute feature226 numeric
@attribute feature345 numeric
@attribute feature163 numeric
@attribute feature14 numeric
@attribute feature136 numeric
@attribute feature202 numeric
@attribute feature113 numeric
@attribute feature234 numeric
@attribute feature83 numeric
@attribute feature51 numeric
@attribute feature84 numeric
@attribute feature201 numeric
@attribute feature81 numeric
@attribute feature138 numeric
@attribute feature16 numeric
@attribute feature233 numeric
@attribute feature114 numeric
@attribute feature59 numeric
@attribute feature315 numeric
@attribute feature13 numeric
@attribute feature53 numeric
@attribute feature50 numeric
@attribute feature91 numeric
@attribute feature316 numeric
@attribute feature92 numeric
@attribute feature232 numeric
@attribute feature203 numeric
@attribute feature161 numeric
@attribute feature192 numeric
@attribute feature126 numeric
@attribute feature168 numeric
@attribute feature238 numeric
@attribute feature107 numeric
@attribute feature150 numeric
@attribute feature38 numeric
@attribute feature167 numeric
@attribute feature231 numeric
@attribute feature131 numeric
@attribute feature135 numeric
@attribute feature243 numeric
@attribute feature331 numeric
@attribute feature115 numeric
@attribute feature204 numeric
@attribute feature229 numeric
@attribute feature170 numeric
@attribute feature180 numeric
@attribute feature55 numeric
@attribute feature85 numeric
@attribute feature210 numeric
@attribute feature68 numeric
@attribute feature160 numeric
@attribute feature227 numeric
@attribute feature198 numeric
@attribute feature197 numeric
@attribute feature98 numeric
@attribute feature175 numeric
@attribute feature66 numeric
@attribute feature194 numeric
@attribute feature90 numeric
@attribute feature145 numeric
@attribute feature96 numeric
@attribute feature221 numeric
@attribute feature205 numeric
@attribute feature89 numeric
@attribute feature120 numeric
@attribute feature152 numeric
@attribute feature285 numeric
@attribute feature228 numeric
@attribute feature173 numeric
@attribute feature61 numeric
@attribute feature219 numeric
@attribute feature119 numeric
@attribute feature190 numeric
@attribute feature191 numeric
@attribute feature182 numeric
@attribute feature36 numeric
@attribute feature52 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.00732,0.00688,0.008316,0.008667,0.007676,0.008354,0.006455,0.005783,0.001083,0.001309,0.00827,7.712677,7.81851,0.001283,0.005783,7.908027,0.008179,0.001018,0.012863,1.314183,1.1785,0.005841,0.012863,0.001314,0.876871,-0.478683,2.465889,0.170565,0.823524,0.877524,1.415991,1.394815,5.829911,0.115204,1.729994,0.000499,4.772939,5.225816,14.59855,0.843123,0.023038,4.324058,0.083865,1.403768,0.001049,0.001286,0.783466,7.278103,0.078433,7.142787,1.607425,5.089636,-0.311943,1.643189,0.007416,0.007416,0.042165,4.289201,-0.364205,0.028507,0.005481,6.986444,0.820663,0.025772,0.039778,0.065517,0.678559,0.017992,0.343123,0.738385,0.004044,2.332567,0.004044,0.111293,6.651493,9.512427,2.091653,-0.203004,0.004044,0.004569,0.004044,0.114513,2.113955,0.089757,0.60203,0.667598,6.899716,2.137874,2.165445,7.170884,9.946699,0.170506,2.091163,2.567197,2.123864,10.116143,0.101804,3.504243,0.744316,0.628461,0.150516,3.55441,1.18585,0.065146,-0.15922,0.466831,2.265632,0.010003,2.723077,0.005062,0.010255,0.086907,-0.076009,0.133982,0.719258,2.362128,4.090189,0.782241,3
0.005596,0.005701,0.005966,0.006989,0.005589,0.005481,0.00575,0.005173,0.000147,0.000225,0.006989,5.110621,5.046291,0.000277,0.005097,4.993857,0.006989,0.000234,0.006104,1.435081,1.018387,0.005857,0.006989,0.00028,0.708011,-0.265257,2.432059,0.007368,0.526856,0.713615,0.843886,0.898002,3.961546,0.007086,0.84778,0.0002,2.866538,3.184749,16.822583,0.764351,0.005161,2.577767,0.004534,0.945108,0.001132,0.001364,0.618397,6.790532,0.006935,6.869615,1.168574,3.137231,-0.180741,0.913891,0.007614,0.007614,0.003876,2.73283,-0.103202,0.001178,0.005648,7.007821,0.506236,0.001367,0.002623,0.0029,0.538652,0.001616,0.545388,0.585018,0.005097,2.326055,0.005097,0.001553,6.361632,9.735869,1.91351,-0.128778,0.005325,0.004625,0.005173,0.001757,1.890716,0.003139,0.507874,0.799202,6.597327,2.050016,1.954733,6.859746,10.176923,0.136032,1.826762,2.404484,1.870048,10.409719,0.146177,3.953981,0.720609,0.325961,0.20188,3.929503,0.961097,0.09755,-0.035308,0.188464,2.119258,0.002728,2.436136,0.002165,0.00267,0.001967,-0.011239,0.126046,0.758474,2.249483,4.478562,0.625016,9
0.008383,0.008379,0.009445,0.00972,0.008399,0.008416,0.008216,0.007477,0.000667,0.000623,0.009522,7.834286,7.846945,0.000617,0.007416,7.824187,0.009522,0.000559,0.011093,1.964126,1.492134,0.008116,0.011093,0.000705,0.728578,-0.263054,3.418006,0.176097,0.740938,0.731392,1.301101,1.277662,7.993576,0.167702,2.413891,0.00043,3.392945,4.136825,25.154665,0.767231,0.060419,2.871285,0.060685,1.255593,0.00063,0.001039,0.489046,5.474219,0.133757,5.370438,2.279649,6.950732,-0.093849,2.356423,0.006714,0.006714,0.075606,5.961054,-0.247907,0.053388,0.005395,5.316096,0.75969,0.056234,0.029156,0.025214,0.32329,0.037209,0.656429,0.431643,0.006409,2.468134,0.006409,0.041345,7.053214,10.269521,2.000538,-0.037866,0.006439,0.004523,0.006439,0.041041,2.187764,0.048301,1.005791,0.882675,7.288357,2.205775,2.213195,7.54214,10.489781,0.137066,1.875376,2.676994,1.940219,10.573438,0.102905,2.135388,0.673352,0.522567,0.144504,2.162103,1.930811,0.071505,-0.098212,0.398061,2.251861,0.006029,2.748659,0.004436,0.006498,0.006761,-0.052652,0.11113,1.365165,2.350607,2.331655,0.705147,3
0.009732,0.009551,0.010895,0.011292,0.009273,0.00904,0.009366,0.008728,0.00084,0.000877,0.010849,9.880303,9.879597,0.000904,0.007416,9.848733,0.010849,0.000823,0.011872,2.289937,1.829572,0.009123,0.011872,0.001055,0.790656,-0.307019,4.074266,0.06183,0.783492,0.795426,1.609917,1.600939,8.393944,0.062535,2.442146,0.000492,4.698404,5.425912,28.940459,0.753107,0.103863,4.017888,0.1043,1.586257,0.000827,0.001109,0.589022,6.669536,0.057641,6.654378,2.320864,7.281822,-0.130415,2.376281,0.006836,0.006836,0.103843,6.300599,-0.275293,0.039127,0.005302,6.707842,0.788561,0.039449,0.08615,0.086176,0.411229,0.030503,0.642493,0.555831,0.006073,2.710057,0.006073,0.044571,6.496039,9.876809,2.226532,-0.056694,0.006073,0.004425,0.006073,0.044769,2.261541,0.073811,0.970101,0.868541,6.673742,2.339433,2.304589,6.86607,10.165899,0.089815,2.095348,2.987499,2.16975,10.316617,0.175775,3.345244,0.638999,0.561055,0.219296,3.25904,2.106687,0.137375,-0.10942,0.422516,2.018318,0.003433,3.114247,0.001264,0.003592,0.015029,-0.056578,0.065556,1.361391,2.123327,3.600315,0.702763,3
0.008625,0.008519,0.010697,0.011658,0.008552,0.008588,0.008474,0.007202,0.000771,0.000903,0.010681,8.071537,8.078869,0.000924,0.007202,8.071249,0.010681,0.001006,0.011398,1.98529,1.492119,0.008377,0.011658,0.001008,0.851632,-0.395835,3.440452,0.032473,0.7615,0.854672,1.757069,1.793715,7.907824,0.032906,2.579736,0.000827,5.765538,6.487672,25.182742,0.781006,0.19653,4.994924,0.19342,1.809476,0.000801,0.001216,0.735504,6.435626,0.031607,6.337413,2.285594,6.768649,-0.235253,2.431404,0.007355,0.007355,0.110074,5.649736,-0.265834,0.028147,0.005664,6.309795,0.776398,0.027888,0.031819,0.03271,0.603298,0.029063,0.527704,0.693854,0.006119,2.604711,0.006119,0.041676,6.532827,9.960516,2.240221,-0.137239,0.006271,0.004617,0.006271,0.041283,2.196921,0.008645,0.805283,0.802866,6.757618,2.231322,2.223751,7.005029,10.243982,0.11264,2.179333,2.821556,2.224234,10.347002,0.138015,2.302615,0.685323,0.566102,0.188682,2.345173,1.676446,0.095828,-0.116702,0.426967,2.114951,0.004778,2.942721,0.0065,0.004781,0.0081,-0.059441,0.090754,1.067516,2.241563,2.557141,0.696346,3
0.010263,0.009314,0.012222,0.013764,0.009567,0.009874,0.009028,0.008774,0.000921,0.001333,0.013764,8.844875,8.87775,0.001867,0.007904,8.887372,0.013764,0.001586,0.012406,1.96846,1.82681,0.008134,0.013764,0.001877,0.881166,-0.451309,3.755657,0.306406,0.82535,0.880586,1.430309,1.528965,9.665855,0.304196,2.774298,0.0009,5.671873,6.364937,27.597971,0.811913,0.122074,5.023854,0.112912,1.6499,0.00101,0.001321,0.773954,7.718167,0.238783,7.710506,2.673024,8.195861,-0.275814,2.68035,0.007645,0.007645,0.11534,7.402728,-0.311196,0.043459,0.005705,7.840057,0.820491,0.046668,0.100869,0.105186,0.671827,0.023454,0.408186,0.744604,0.00557,2.548029,0.00557,0.04523,6.429746,9.744161,2.244738,-0.181813,0.00557,0.004665,0.00557,0.043718,2.382715,0.049365,0.594581,0.715324,6.638225,2.466448,2.422374,6.867296,10.088435,0.118809,2.169339,2.799537,2.218569,10.259124,0.147128,3.043662,0.704496,0.628956,0.196036,2.881899,1.282072,0.105153,-0.137084,0.519111,2.086426,0.003599,2.917062,0.001065,0.005633,0.064927,-0.084979,0.091022,0.849053,2.198592,3.514473,0.688889,3
0.008716,0.008627,0.009766,0.010376,0.008431,0.008257,0.008408,0.007553,0.000599,0.000666,0.010178,8.227595,8.212884,0.000667,0.007202,8.156989,0.010178,0.00067,0.010407,2.179766,1.795529,0.008195,0.010407,0.00071,0.785397,-0.266094,3.935042,0.130126,0.687,0.78119,2.040665,2.140197,7.607104,0.133256,2.421922,0.000501,6.743706,8.005471,28.830793,0.68742,0.108417,5.525272,0.091695,2.220645,0.000906,0.001193,0.53507,6.016507,0.083843,5.95666,2.247899,5.727156,-0.094855,2.330152,0.007004,0.007004,0.047444,4.830822,-0.183241,0.065601,0.005476,6.076497,0.674291,0.067599,0.044354,0.056986,0.326627,0.043024,0.965671,0.519699,0.006821,3.069354,0.006821,0.03623,6.673378,10.442057,2.396566,-0.031567,0.006821,0.004521,0.006821,0.035591,2.178477,0.032356,1.352065,1.010466,6.916826,2.344578,2.239563,7.187031,10.80902,0.061115,2.235239,3.36302,2.325238,10.957774,0.122548,3.274634,0.561441,0.381404,0.173706,3.287554,3.298956,0.080312,-0.045226,0.299819,2.205184,0.014212,3.463309,0.008509,0.0156,0.022162,-0.02677,0.044726,2.145859,2.33268,3.76381,0.619717,3
0.009689,0.009448,0.011017,0.0121,0.009064,0.008764,0.009242,0.008392,0.000733,0.000838,0.011597,7.02428,7.028991,0.000881,0.007507,6.986496,0.011597,0.000798,0.011017,2.238926,1.811872,0.00892,0.0121,0.000939,0.837781,-0.34216,4.01088,0.122579,0.786206,0.83087,2.076968,2.068824,10.028894,0.122049,3.031612,0.000548,6.660354,7.295961,29.042008,0.73776,0.023821,6.033029,0.024054,2.03177,0.001032,0.001391,0.662886,6.331355,0.126266,6.416229,2.858883,8.410525,-0.168502,2.949136,0.008133,0.008133,0.024926,7.144045,-0.266349,0.039998,0.005874,6.558002,0.795828,0.040549,0.045465,0.046105,0.51375,0.024555,0.647857,0.661113,0.007263,2.816825,0.007263,0.045164,6.338915,9.311725,2.325873,-0.089384,0.007263,0.004821,0.007263,0.044287,2.3124,0.033353,0.906579,0.858441,6.525323,2.425821,2.371041,6.728467,9.612024,0.08031,2.265253,3.122855,2.30296,9.775838,0.144715,2.974221,0.622909,0.566109,0.189869,3.022758,2.079927,0.106197,-0.106965,0.415036,2.104963,0.003303,3.259679,0.005765,0.003204,0.056673,-0.052003,0.058254,1.37059,2.215984,3.080845,0.656873,3
0.009594,0.0093,0.010544,0.011032,0.009011,0.008783,0.009121,0.008728,0.000634,0.000684,0.010544,8.524903,8.478643,0.000713,0.007645,8.4033,0.010361,0.000634,0.010544,2.229801,1.822797,0.008779,0.011032,0.000696,0.830021,-0.328992,4.013413,0.087251,0.761772,0.828038,2.068929,2.122764,10.282381,0.085395,3.039222,0.000412,7.09609,7.861738,29.118975,0.724177,0.024519,6.134325,0.02366,2.148924,0.001296,0.001823,0.672575,6.864516,0.031689,6.886333,2.949591,8.437012,-0.171267,2.984524,0.008896,0.008896,0.002725,7.208884,-0.233761,0.049355,0.006713,7.039373,0.763735,0.049855,0.042379,0.042786,0.512094,0.032744,0.733581,0.657315,0.007218,2.937711,0.007218,0.042655,6.922505,10.478233,2.392802,-0.086662,0.007218,0.005264,0.007218,0.04323,2.356074,0.028831,1.039259,0.906012,7.124978,2.475973,2.414832,7.344821,10.801759,0.066848,2.302444,3.208468,2.360701,10.989964,0.140807,3.270542,0.621418,0.505554,0.184212,3.24408,2.340238,0.104284,-0.079798,0.339751,2.167815,0.004168,3.341187,0.003615,0.004279,0.043318,-0.033026,0.050591,1.481631,2.26979,3.679163,0.631225,3
0.010725,0.009575,0.011963,0.011994,0.01002,0.010662,0.009221,0.009705,0.001114,0.001492,0.011994,8.771909,8.837661,0.001787,0.008957,8.888565,0.011063,0.001536,0.015274,1.735027,1.58732,0.008184,0.015274,0.001593,0.858991,-0.414097,3.282643,0.239267,0.769609,0.83359,1.536971,1.492,7.775627,0.23467,2.319541,0.000478,4.605862,5.128286,24.503639,0.819424,0.109303,4.095834,0.106076,1.447827,0.001085,0.001551,0.714291,5.466667,0.157794,5.357877,2.191194,6.866787,-0.246938,2.267403,0.008225,0.008225,0.033587,6.188395,-0.272297,0.123542,0.006229,5.328025,0.784361,0.124949,0.040524,0.039437,0.634317,0.072948,0.393998,0.707892,0.005158,2.244415,0.005158,0.132298,6.169988,10.213907,1.969101,-0.176169,0.005158,0.004762,0.005158,0.131981,2.190646,0.022144,0.602943,0.707142,6.37812,2.231533,2.216198,6.608119,10.510845,0.168898,1.870419,2.46717,1.939946,10.656173,0.18913,2.812596,0.718402,0.575967,0.244417,2.784705,1.22181,0.139583,-0.120743,0.464062,1.992154,0.006837,2.550769,0.004241,0.006994,0.096885,-0.071749,0.134755,0.809428,2.140439,3.174314,0.710191,4
0.009024,0.00881,0.010132,0.010285,0.008569,0.008372,0.008697,0.008011,0.000674,0.000699,0.010285,9.656532,9.633592,0.000694,0.00708,9.597373,0.009674,0.00065,0.010666,2.143557,1.705623,0.008473,0.010666,0.000718,0.833106,-0.363738,3.809186,0.172202,0.790032,0.833706,1.643236,1.622148,8.189189,0.169593,2.391604,0.000508,5.485626,5.946137,26.983642,0.771004,0.145972,4.965847,0.143783,1.612073,0.001354,0.002029,0.687932,6.574789,0.079433,6.556137,2.349069,7.004171,-0.196092,2.398414,0.009567,0.009567,0.064731,5.976123,-0.281945,0.034048,0.007123,6.619901,0.802745,0.034602,0.030855,0.031454,0.539001,0.020309,0.542217,0.672128,0.006088,2.669614,0.006088,0.068433,6.857193,10.505804,2.247603,-0.104769,0.006088,0.005454,0.006088,0.068029,2.234298,0.020492,0.775316,0.807346,7.043839,2.342452,2.292972,7.245403,10.753487,0.08671,2.193042,2.947224,2.229982,10.872473,0.164743,2.825649,0.671481,0.560193,0.207787,2.79004,1.66379,0.127888,-0.107881,0.367189,2.045501,0.007154,3.099166,0.004232,0.007189,0.043408,-0.041579,0.065141,1.078658,2.145779,3.094149,0.699204,3
0.009269,0.009254,0.009949,0.010529,0.009339,0.009409,0.009098,0.008392,0.000647,0.000557,0.009949,7.381367,7.421323,0.000396,0.008225,7.440344,0.009873,0.000399,0.011551,2.273762,1.751812,0.008987,0.011551,0.000419,0.780872,-0.275065,3.985138,0.095542,0.784677,0.756395,1.59958,1.575636,9.548133,0.093882,2.683143,0.000299,5.055603,5.557977,28.965789,0.734292,0.126911,4.515162,0.125414,1.559631,0.001287,0.001924,0.581989,6.954094,0.054206,6.827853,2.601424,8.813048,-0.132802,2.648017,0.008972,0.008972,0.066372,7.812898,-0.279911,0.022101,0.006968,6.741484,0.821675,0.022266,0.05079,0.051533,0.410633,0.018304,0.684029,0.594134,0.007904,2.65505,0.007904,0.033284,7.372659,11.104623,2.14763,-0.058695,0.007904,0.005455,0.007904,0.033027,2.251746,0.029036,0.941719,0.881497,7.604731,2.307803,2.283977,7.857757,11.439716,0.108073,2.062822,2.885678,2.111051,11.572114,0.131878,3.184782,0.641523,0.617961,0.176695,3.235533,1.97277,0.0947,-0.139663,0.455314,2.148416,0.012641,3.017866,0.00875,0.012777,0.024959,-0.066446,0.086945,1.287624,2.251495,3.5018,0.695309,3
0.006347,0.006442,0.00676,0.008545,0.006198,0.005964,0.006464,0.005859,0.000252,0.000411,0.008438,4.664047,4.614902,0.00048,0.005478,4.561473,0.008438,0.000387,0.00679,1.613932,1.155184,0.006561,0.008545,0.000591,0.852784,-0.398142,2.740673,0.007767,0.714488,0.820786,1.21346,1.250193,7.862045,0.009288,2.452884,0.000177,4.58388,4.745845,19.189349,0.818296,0.002559,4.366593,0.002867,1.270282,0.001242,0.001891,0.755579,6.468229,0.004071,6.551841,2.366799,6.816058,-0.300613,2.397855,0.009201,0.009201,0.003054,6.016266,-0.211737,0.002629,0.006915,6.703849,0.748507,0.002849,0.001095,0.001594,0.681645,0.001596,0.377445,0.789123,0.005478,2.249225,0.005707,0.043655,6.758545,10.43799,1.972035,-0.221547,0.005844,0.005317,0.005814,0.05658,2.127554,0.006296,0.423367,0.683256,6.948489,2.240264,2.181158,7.154227,10.692712,0.143025,1.956269,2.379696,1.971073,10.797855,0.167442,2.806345,0.774473,0.579713,0.212278,2.835177,0.747575,0.128387,-0.122389,0.453878,2.0484,0.001346,2.48112,0.001371,0.001227,0.077265,-0.068965,0.12659,0.542292,2.165337,3.011295,0.653576,9
0.009847,0.009215,0.011627,0.011704,0.009667,0.010233,0.009013,0.008637,0.000886,0.001098,0.011704,9.221193,9.308077,0.001179,0.008438,9.369755,0.010636,0.001025,0.012711,1.779156,1.447578,0.008432,0.012711,0.00098,0.880048,-0.430173,3.190677,0.103482,0.826963,0.885108,2.094218,2.090134,10.551064,0.101245,2.835812,0.000882,7.331945,7.862454,23.285389,0.781373,0.061746,6.794134,0.061109,2.089956,0.001077,0.001547,0.790298,8.065437,0.048227,7.8895,2.890762,9.441885,-0.275885,2.871969,0.008331,0.008331,0.060084,8.360977,-0.313405,0.053256,0.006239,7.784875,0.835387,0.053608,0.032787,0.033046,0.707114,0.03771,0.502257,0.762801,0.006546,2.79083,0.006546,0.083153,6.194821,10.16556,2.402938,-0.195233,0.006546,0.004817,0.006546,0.083416,2.40054,0.028766,0.677299,0.78112,6.415104,2.446372,2.430846,6.659805,10.460143,0.086369,2.352104,3.056506,2.392082,10.56276,0.177786,2.794818,0.675609,0.673798,0.233456,2.879041,1.485352,0.128549,-0.163129,0.538764,1.986656,0.018615,3.188212,0.012467,0.018847,0.034034,-0.092142,0.064194,0.988997,2.118913,2.957202,0.681532,3
0.01,0.009475,0.01146,0.012207,0.009927,0.010492,0.009224,0.008606,0.000869,0.001131,0.011398,9.514218,9.62962,0.001151,0.008606,9.712373,0.011322,0.001079,0.013169,1.852522,1.490044,0.008697,0.013169,0.001156,0.869096,-0.42274,3.302266,0.033214,0.799803,0.874547,1.903682,1.8804,8.713659,0.033623,2.495544,0.000597,5.842955,6.517096,24.52192,0.789147,0.126673,5.248283,0.124117,1.85316,0.000944,0.001421,0.761901,8.202039,0.029661,7.979885,2.404827,7.662239,-0.253055,2.442444,0.008026,0.008026,0.080254,6.338402,-0.287838,0.073274,0.006051,7.781315,0.799256,0.073899,0.103496,0.104531,0.645072,0.050072,0.470616,0.7312,0.006378,2.637675,0.006378,0.062195,6.206161,10.057411,2.300606,-0.156471,0.006378,0.00471,0.006378,0.062183,2.315762,0.069018,0.655567,0.757657,6.463163,2.387726,2.37099,6.753615,10.339655,0.106364,2.231486,2.889014,2.275889,10.445507,0.142113,2.555359,0.684209,0.611302,0.204228,2.764919,1.489555,0.090504,-0.129209,0.463016,2.101018,0.007579,3.032839,0.005882,0.007712,0.018856,-0.065209,0.080599,0.956248,2.256023,2.570103,0.689049,3
0.009766,0.009887,0.011002,0.011978,0.009695,0.009498,0.009593,0.008591,0.000677,0.000732,0.010712,8.957761,8.97281,0.000642,0.008164,8.935094,0.010651,0.000715,0.011719,2.139818,1.572351,0.00951,0.011978,0.000723,0.758698,-0.254332,3.664683,0.049713,0.734522,0.758364,1.705634,1.704543,8.504671,0.049026,2.254795,0.00051,5.259511,6.149128,27.130373,0.696825,0.27414,4.548053,0.271503,1.717283,0.000733,0.00121,0.524272,7.233253,0.030562,7.067526,2.456312,6.606724,-0.095101,2.380015,0.00737,0.00737,0.189267,4.848726,-0.214402,0.110657,0.005714,6.983525,0.720572,0.112167,0.079511,0.080383,0.360604,0.070372,0.845397,0.495194,0.007462,2.912842,0.007462,0.048656,6.643838,9.861203,2.286234,-0.041176,0.007462,0.004647,0.007462,0.048032,2.175956,0.057884,1.068559,0.949476,6.887354,2.418771,2.319854,7.157595,10.104398,0.069542,2.142124,3.181809,2.209189,10.188916,0.121452,1.956611,0.573253,0.43691,0.172975,2.022121,2.557504,0.079606,-0.058915,0.300757,2.148165,0.014496,3.274705,0.010278,0.014634,0.057906,-0.026001,0.051773,1.783772,2.280103,2.130337,0.61049,3
0.008818,0.008673,0.010773,0.011536,0.008646,0.008632,0.008398,0.007858,0.000631,0.000834,0.010605,8.293567,8.302045,0.000961,0.007462,8.286022,0.010605,0.000982,0.010773,1.870237,1.472633,0.008131,0.011536,0.001063,0.837175,-0.366225,3.300496,0.119018,0.730672,0.834033,1.704108,1.677609,8.175069,0.117886,2.568056,0.000673,5.240671,5.943838,24.743557,0.771189,0.161037,4.509589,0.159771,1.657607,0.000724,0.001155,0.685336,6.754464,0.083337,6.620489,2.495093,6.601306,-0.193989,2.570218,0.007202,0.007202,0.116358,5.367391,-0.21443,0.057404,0.005571,6.595745,0.722017,0.058502,0.046953,0.047425,0.536986,0.034632,0.528265,0.666578,0.006241,2.625427,0.006241,0.078589,6.605458,9.806576,2.230939,-0.103407,0.006378,0.004571,0.006378,0.078124,2.203092,0.035036,0.661091,0.794154,6.831493,2.372968,2.290184,7.08086,10.054749,0.103912,2.133308,2.874598,2.197337,10.130357,0.130954,1.880427,0.663538,0.479863,0.179871,1.938073,1.590968,0.091236,-0.072824,0.364083,2.115089,0.005707,2.984366,0.000413,0.005823,0.023933,-0.039443,0.079472,1.056237,2.231058,2.182348,0.631735,3
0.008527,0.008742,0.010803,0.011322,0.008256,0.007798,0.008516,0.007446,0.000621,0.000839,0.010758,7.379584,7.29835,0.000852,0.006806,7.19476,0.010575,0.000748,0.010803,2.114687,1.560525,0.008561,0.011322,0.000959,0.868642,-0.41094,3.627955,0.130533,0.762943,0.861312,1.924336,1.884311,5.499595,0.129045,1.733412,0.000652,6.125154,6.69495,26.84622,0.789334,0.070061,5.432542,0.068433,1.841001,0.001019,0.001617,0.735686,4.773743,0.089651,4.747609,1.686358,4.591192,-0.236217,1.742346,0.008728,0.008728,0.035542,3.8271,-0.282227,0.008805,0.006419,4.806551,0.783644,0.009141,0.022389,0.022899,0.607966,0.002159,0.477609,0.727732,0.00618,2.603072,0.00618,0.062018,6.608604,9.688843,2.239397,-0.140014,0.00618,0.005065,0.00618,0.061941,1.959631,0.014029,0.670352,0.765533,6.847024,2.104204,2.031651,7.111459,9.908388,0.09596,2.146197,2.866361,2.208027,9.971668,0.124602,2.207367,0.671919,0.565653,0.179241,2.294912,1.593665,0.08094,-0.123134,0.409366,2.15657,0.003809,2.993992,0.002137,0.003802,0.055579,-0.058091,0.07145,0.987206,2.307344,2.310639,0.730624,3
0.01213,0.011309,0.015686,0.018235,0.01164,0.012034,0.011225,0.009018,0.001783,0.00265,0.017838,8.799591,8.842492,0.003163,0.009018,8.861829,0.017838,0.003154,0.016861,2.162326,1.758831,0.010652,0.018235,0.003816,0.921604,-0.508647,3.861372,0.232468,0.874964,0.921833,2.394051,2.540109,12.865132,0.177191,3.925018,0.001612,8.592438,9.957021,25.3664,0.785616,0.121847,7.357396,0.170342,2.690405,0.001341,0.001995,0.834031,7.471464,0.031764,7.313416,3.454801,12.393315,-0.324614,3.677484,0.009476,0.009476,0.067871,11.63132,-0.397548,0.034736,0.007006,7.213326,0.889282,0.045402,0.045461,0.042451,0.725606,0.01197,0.472997,0.817656,0.005509,2.743926,0.005509,0.114746,6.677246,10.399277,2.47763,-0.207916,0.005509,0.005286,0.005509,0.085429,2.465536,0.045264,0.83234,0.755072,6.969804,2.405693,2.44949,7.281277,10.674183,0.089478,2.380532,2.994625,2.443511,10.759926,0.126957,2.782175,0.653237,0.762941,0.189343,2.783373,1.934688,0.08357,-0.235408,0.679981,2.149365,0.011494,3.110497,0.007367,0.008217,0.088054,-0.16559,0.070437,1.130305,2.307966,2.974472,0.748976,3
0.008521,0.00872,0.0094,0.01062,0.008646,0.008554,0.008508,0.007355,0.000781,0.000722,0.01062,8.438258,8.415623,0.000808,0.007355,8.38624,0.01062,0.000626,0.011551,1.989349,1.439979,0.008538,0.011551,0.001004,0.796922,-0.337803,3.386358,0.154888,0.811036,0.791671,1.176889,1.165229,8.82417,0.152644,2.540602,0.000383,3.802809,4.28937,25.716548,0.787992,0.086107,3.382186,0.086014,1.179001,0.000597,0.00105,0.617953,5.833552,0.091448,5.692308,2.379468,8.327188,-0.165305,2.469463,0.006577,0.006577,0.062989,7.728084,-0.327674,0.060379,0.005413,5.588391,0.841603,0.061399,0.065577,0.066709,0.46027,0.03294,0.489015,0.594932,0.006119,2.416012,0.006119,0.036877,7.123864,10.885413,2.048057,-0.082571,0.006119,0.004483,0.006119,0.035944,2.257047,0.038972,0.708785,0.775594,7.37746,2.226159,2.246487,7.657047,11.112955,0.128958,1.972718,2.653198,2.016193,11.160769,0.122461,2.071643,0.687751,0.685428,0.171093,2.098772,1.438519,0.082487,-0.190419,0.607278,2.164437,0.006453,2.759389,0.005626,0.006555,0.038204,-0.136405,0.101708,0.974955,2.303134,2.18434,0.741673,3
