%
@relation Meier500_Normalized.arff

@attribute feature1 REAL
@attribute feature2 REAL
@attribute feature3 REAL
@attribute feature4 REAL
@attribute feature5 REAL
@attribute feature6 REAL
@attribute feature7 REAL
@attribute feature8 REAL
@attribute feature9 REAL
@attribute feature10 REAL
@attribute feature11 REAL
@attribute feature12 REAL
@attribute feature13 REAL
@attribute feature14 REAL
@attribute feature15 REAL
@attribute feature16 REAL
@attribute feature17 REAL
@attribute feature18 REAL
@attribute feature19 REAL
@attribute feature20 REAL
@attribute feature21 REAL
@attribute feature22 REAL
@attribute feature23 REAL
@attribute feature24 REAL
@attribute feature25 REAL
@attribute feature26 REAL
@attribute feature27 REAL
@attribute class {1,2,3,4,5}

@data
-1.0053,-0.74254,-0.88734,-0.70479,-0.92882,-0.71624,-0.88569,-0.80718,-0.70186,-0.86284,-0.86308,-0.89553,-1.0569,1.7665,-0.80162,1.2585,-1.3919,-0.042887,0.40949,1.134,1.7332,1.4603,1.3986,1.0775,-1.0872,-0.66934,-0.74075,1
-0.93529,-0.7026,-0.84328,-0.69482,-0.87935,-0.70136,-1.1576,-0.89003,-1.2633,-1.1934,-1.1945,-1.0962,-0.66606,0.82324,-0.70052,0.49494,-0.94253,0.53011,-0.20762,0.37625,0.74733,0.67754,0.89848,0.34477,0.1136,-0.73335,-0.68727,5
-0.41579,-0.6671,-0.45945,-0.67287,-0.44693,-0.6801,-1.1382,-0.8881,-1.0721,-1.1879,-1.144,-1.0947,-0.91675,1.1798,-0.87956,0.66716,-0.82799,0.25358,-0.16046,0.60656,1.3055,1.4809,1.1942,0.93502,-0.7987,-0.47968,-0.59472,5
-0.62204,-0.67598,-0.61583,-0.68285,-0.62245,-0.69073,-1.1544,-0.89003,-1.2552,-1.1907,-1.1913,-1.0947,-0.16307,0.13761,-0.52173,-0.07168,-0.14131,1.2663,-0.54961,-0.2421,-0.025984,0.47149,0.51148,-0.15258,0.5717,-0.19357,-0.52275,5
-0.88665,-0.69817,-0.80205,-0.68684,-0.83308,-0.69498,-1.1613,-0.88875,-1.3284,-1.1879,-1.2117,-1.0947,-0.33338,0.64053,-0.8715,0.88905,-0.13897,1.1276,-0.55611,-0.15474,-0.25917,1.3188,0.83845,-0.97572,1.3505,-0.62307,-0.74887,5
-0.78353,-0.71592,-0.72102,-0.68684,-0.74213,-0.69711,-1.1314,-0.88939,-1.0314,-1.1824,-1.1332,-1.094,-0.63782,1.971,-1.1666,2.0547,-0.91464,1.3549,0.0029534,0.46692,0.48062,2.7194,1.3852,-1.1479,1.5759,-0.77532,-0.47361,5
3.1137,1.6982,0.17599,0.58002,0.77055,1.1081,2.4725,2.6021,0.53097,1.0407,1.7368,2.4692,-0.51726,-1.9349,2.972,2.8001,1.6594,0.93666,4.4186,3.1073,0.01618,-2.2448,-2.181,-4.4757,2.9773,-0.42077,5.6128,3
0.40917,0.13613,-0.064258,0.64386,0.02538,0.62328,3.0442,3.0466,0.34788,1.3051,1.146,2.4335,-0.086848,-1.6915,2.5083,0.64497,1.0296,-0.37892,1.3827,1.3055,-0.59454,-2.1097,-1.8457,-2.6013,2.183,0.052276,-0.074436,3
-0.77769,-0.7026,-0.72529,-0.68883,-0.74691,-0.69711,-1.1439,-0.88746,-1.1291,-1.1851,-1.159,-1.094,-0.51221,0.40491,-0.44894,0.24933,-0.859,0.60708,-0.21609,0.17588,0.33093,0.015843,0.46096,-0.077102,0.56926,-0.73374,-0.71989,5
-0.69986,-0.68485,-0.67553,-0.67686,-0.68787,-0.68648,0.63602,-0.073041,-0.058997,0.29414,0.56386,0.47056,-0.66481,0.12759,-0.77473,-0.46318,-0.30918,1.1083,-0.84124,-0.10659,0.63647,0.2643,0.50562,1.1673,-1.4351,-0.76593,-0.76399,1
-0.49168,-0.67154,-0.53053,-0.66689,-0.52352,-0.67585,0.56571,-0.22077,0.62455,0.54482,0.41751,0.28517,-0.94477,1.7096,-0.76245,1.2581,-1.1964,0.18591,0.42777,1.1003,1.4566,1.7456,1.478,1.0528,-1.056,-0.68303,-0.49783,1
-1.0618,-0.72035,-0.9371,-0.69681,-0.98307,-0.70561,-1.1621,-0.88875,-1.3203,-1.1907,-1.2096,-1.0955,-0.78028,1.3012,-0.58735,1.0832,-1.0286,1.8249,0.37043,0.97584,0.98876,1.3683,1.1782,0.33315,0.16282,-0.7834,-0.86718,5
0.88586,1.3654,1.2095,1.6174,1.187,1.5248,0.69501,0.0053181,0.5269,1.2969,0.51651,0.50182,1.0179,-1.4438,2.2085,-0.97787,1.9016,-2.2317,1.4846,-0.15231,-1.5216,-0.96671,-1.2293,-2.3377,1.9135,0.49286,-0.21543,2
0.67378,0.65091,0.5001,0.37653,0.59662,0.35751,2.3585,3.297,7.3461,8.2525,2.9421,2.8785,-0.40625,-1.2079,2.9236,1.5903,0.30036,-0.071096,3.7557,2.6297,-0.42569,-1.6841,-1.1651,-4.6688,2.9563,0.046671,0.67672,3
-0.47027,-0.67154,-0.49641,-0.67287,-0.49161,-0.6801,-1.1431,-0.8881,-1.1209,-1.1879,-1.1569,-1.0947,-0.18774,0.1333,-0.9404,-0.75654,-0.12141,1.1848,-1.0125,-0.49853,-0.32533,0.50699,0.43891,-0.30787,0.67936,-0.26382,-0.3371,5
4.9679,4.6848,3.0902,4.2828,3.531,3.9785,-0.063823,-0.31775,-0.60828,-0.30639,-0.23247,-0.14887,1.2461,-1.6483,2.4611,-0.91943,1.7991,-1.4737,1.6412,-0.00021309,-1.4225,-1.4938,-1.4978,-2.3489,1.9635,4.8118,3.1924,2
1.8918,1.889,2.3325,1.1965,2.3327,1.3016,0.32529,-0.27279,0.15258,0.26108,0.060233,0.079419,0.31556,-0.083242,1.1382,-0.37979,0.67689,-1.7872,1.8007,0.46287,-0.4602,1.0223,0.29603,-0.12702,0.54311,1.3352,2.0707,2
-0.76018,-0.70704,-0.71107,-0.69282,-0.73096,-0.70136,-0.7572,-0.76607,-0.85647,-0.74715,-0.81358,-0.7792,-0.55649,0.43474,-0.79048,-0.071568,-0.56799,1.1422,-0.61635,0.08855,0.55698,0.4882,0.70524,1.1443,-1.3766,-0.52804,-0.78177,1
-0.8633,-0.65823,-0.80916,-0.68484,-0.82989,-0.68435,0.39923,1.6085,0.34788,0.34372,0.52942,1.0602,-0.48225,-0.63428,0.45941,-0.49101,0.15608,0.65811,-0.10591,0.62999,0.37585,-0.67166,-0.25359,0.63565,-0.36212,-0.75498,-0.69287,3
-0.92167,-0.71592,-0.8319,-0.69083,-0.86659,-0.69923,-1.1556,-0.8881,-1.2552,-1.1907,-1.1924,-1.0955,-0.57051,0.22038,-0.78613,-0.55562,-0.61835,-0.37765,-0.78016,-0.12676,0.34588,0.056976,0.44925,0.6448,-0.37831,-0.89146,-0.84002,5
-0.92945,-0.71148,-0.84185,-0.69083,-0.87616,-0.70136,-1.1552,-0.89003,-1.2552,-1.1907,-1.1913,-1.0955,-0.43612,0.71551,-0.76328,-0.14966,-0.5808,1.2899,-0.49826,0.16896,0.27397,1.1276,0.83446,0.40588,-0.034968,-0.74052,-0.60774,5
-0.79715,-0.67154,-0.72955,-0.64694,-0.7533,-0.65884,-0.67113,-0.72432,-0.592,-0.65624,-0.69844,-0.71813,2.1121,-1.8523,-0.50737,-2.8785,1.9004,-2.2805,-2.3118,-3.4409,-2.9264,-1.8824,-2.2582,1.1155,-1.6701,-0.73295,-0.81804,1
-0.1434,-0.63604,-0.34573,-0.63098,-0.30013,-0.63119,0.94512,1.2828,0.34381,0.16467,0.60583,0.99838,-0.61285,0.063453,-0.60282,-0.33715,-0.63024,-0.27155,-0.74846,-0.04582,0.26581,-0.20219,0.2199,0.54923,-0.24221,-0.78966,-0.66962,4
-0.9781,-0.72923,-0.86744,-0.70479,-0.90648,-0.71412,-0.85013,-0.79048,-0.6449,-0.84632,-0.84479,-0.87372,-0.4206,-0.097092,-0.92922,-0.82848,-0.44,0.64622,-1.1651,-0.63483,-0.10048,-0.30246,0.18771,0.8844,-0.86631,-0.74247,-0.79297,1
2.2303,1.0947,0.44182,0.51418,0.93809,0.67644,0.60086,0.52557,0.80765,0.43187,0.88132,0.66613,-0.95732,-0.81647,2.0051,2.6877,0.073819,1.5443,3.7954,2.5987,1.1752,-1.1053,-0.57507,-1.2503,1.7152,3.1229,1.2113,3
-0.80104,-0.69373,-0.73808,-0.68883,-0.75968,-0.69711,-1.1435,-0.8881,-1.1372,-1.1879,-1.1601,-1.0947,-0.62633,0.097701,-0.9225,-0.66802,-0.62238,0.23337,-1.0168,-0.49886,0.35176,-0.21187,0.34231,0.64915,-0.39359,-0.55059,-0.38624,5
0.1504,0.10507,0.29113,0.21094,0.29026,0.18103,0.18508,-0.38648,0.14444,0.26659,-0.0064869,-0.031816,0.89841,-1.6919,1.2833,-1.6132,1.9074,-2.1045,-0.73823,-0.81616,-1.6866,-1.4978,-1.7884,-0.85452,0.8423,-0.10923,-0.028373,2
-0.57534,-0.67154,-0.56891,-0.67287,-0.57299,-0.68222,-0.13292,-0.53485,-0.079341,-0.052957,-0.032314,-0.23102,-0.74375,0.74775,-0.98132,0.022228,-0.65426,0.59517,-0.60363,0.1154,0.97487,0.96561,0.93565,1.0249,-1.0371,-0.69528,-0.82994,1
-0.58118,-0.67154,-0.6144,-0.67287,-0.61288,-0.67797,1.4474,2.2649,-0.042722,-0.074995,0.85657,1.66,-0.84803,0.86072,-0.46757,0.89897,-1.09,0.81195,0.16528,0.83263,0.96937,0.45897,0.84316,0.57257,-0.17618,-0.69646,-0.86522,4
0.96953,0.85061,-0.43529,-0.16014,-0.22833,0.11511,6.0901,6.4834,1.4831,2.6109,3.4285,5.559,-0.88873,-0.71916,2.3072,4.41,-0.12436,0.039233,5.6325,3.3237,0.93054,-1.1532,-0.5524,-2.581,2.4374,1.4997,2.6397,3
0.34886,0.57991,0.33805,0.54212,0.31579,0.42342,0.039618,-0.3884,0.095616,0.051723,0.19475,-0.058716,0.78202,-1.7723,1.732,-1.0137,1.9542,-2.3553,-0.15886,-0.75413,-1.5502,-1.6866,-1.701,-1.0245,0.9798,0.081083,1.2128,2
-0.50335,-0.65379,-0.51347,-0.67088,-0.51235,-0.67797,-0.29495,-0.63954,0.17292,0.093043,-0.17436,-0.3917,-0.40265,-0.4759,-0.64432,-1.1003,0.075413,1.8974,-1.2061,-0.64074,-0.089532,-0.41193,-0.14084,0.91019,-0.91376,-0.62685,-0.85458,1
-0.90416,-0.69817,-0.81484,-0.69083,-0.84744,-0.69923,-1.1475,-0.8881,-1.1738,-1.1851,-1.1709,-1.094,-0.538,0.80728,-0.91408,-0.089195,-0.88015,0.54004,-0.47839,0.092515,0.25217,0.6992,0.81677,-0.37449,0.85804,-0.49441,-0.55047,5
-0.20177,-0.37421,-0.45092,-0.52524,-0.41661,-0.51213,2.7517,3.8449,1.182,1.2252,0.97171,2.2721,-0.78577,-0.16869,1.4506,1.2813,-0.018445,-0.071737,1.8942,1.9046,0.74173,0.031751,0.20566,-0.68317,1.1949,-0.35715,-0.48551,3
1.5299,2.8831,2.6211,1.803,2.3518,1.9309,0.30509,-0.41602,0.77103,0.58614,0.4358,0.098322,5.9774,-2.3734,1.4335,-2.8043,3.7495,-3.1771,-2.1138,-5.0215,-4.5928,-2.4391,-3.7204,-1.728,0.54969,1.647,4.0293,2
-0.9314,-0.70704,-0.83617,-0.68883,-0.87137,-0.69711,-1.1483,-0.88939,-1.186,-1.1879,-1.1741,-1.0947,-0.50459,0.33464,-0.48965,0.25389,-0.37418,1.1538,-0.33428,0.14955,0.38689,0.60458,0.55159,0.13325,0.35639,-0.81403,-0.8928,5
-0.24263,-0.64491,-0.45377,-0.64095,-0.41342,-0.62907,1.3944,0.98545,0.25023,0.56686,0.75433,1.1343,-0.70484,0.80585,-0.71096,0.64928,-0.67911,0.55337,-0.22449,0.52821,0.90202,1.0415,0.93751,0.86307,-0.683,-0.79722,-0.36986,3
-0.57145,-0.68485,-0.5746,-0.68085,-0.57618,-0.6886,-1.1491,-0.8881,-1.1942,-1.1879,-1.1773,-1.094,-0.57373,0.15055,-0.43819,-0.56085,-0.57905,0.76675,-0.45659,0.13736,0.1236,0.077426,0.21916,-0.66214,1.1048,-0.71705,-0.5985,5
-0.47027,-0.65823,-0.50068,-0.67487,-0.49321,-0.6801,-1.1459,-0.88682,-1.1331,-1.1851,-1.1601,-1.094,-0.63828,0.21919,-0.83977,-0.39067,-0.52183,-0.17239,-0.83841,-0.1215,0.57769,0.16622,0.52324,1.3011,-1.8828,-0.52179,-0.70603,5
-0.9995,-0.72923,-0.88308,-0.7028,-0.92403,-0.71199,-0.82993,-0.7924,-0.33974,-0.55707,-0.75762,-0.84682,-0.31668,0.76198,-0.69838,0.12786,-0.38786,1.8088,-0.23985,0.34229,0.30088,1.4109,0.83306,0.35121,0.049399,-0.7731,-0.79465,1
-0.75823,-0.68041,-0.70538,-0.68484,-0.72457,-0.69286,-1.1301,-0.8881,-1.007,-1.1851,-1.1267,-1.0933,-0.84295,1.3062,-0.6667,1.0198,-1.2268,1.308,0.25503,0.82521,1.0006,1.1861,0.98822,-0.11938,0.69586,-0.59374,-0.67424,5
-0.044171,0.18495,-0.57602,-0.50928,-0.46608,-0.33565,1.3512,2.13,0.63269,0.48421,1.0384,1.6309,-1.0433,-0.52517,2.4698,5.6349,-0.42663,0.12192,7.3091,3.5987,1.4742,-1.1043,-0.38342,-2.3004,2.3546,-0.34477,-0.26373,3
5.178,3.1982,7.4231,3.6125,6.858,4.1082,0.10346,-0.47704,0.6449,0.39882,0.31527,-0.053627,0.69155,-1.6854,1.8898,-0.78953,2.1274,-2.1564,0.45646,-0.25509,-1.3349,-1.3715,-1.6854,-1.4636,1.3271,4.2111,0.099178,2
-0.45471,-0.67154,-0.48788,-0.67088,-0.48044,-0.67797,-1.1402,-0.88746,-1.1128,-1.1879,-1.1536,-1.094,-0.86883,0.89328,-0.78629,0.47035,-1.1612,0.55202,-0.25057,0.33403,0.98964,0.44709,0.79849,0.51649,-0.098906,-0.74025,-0.27325,5
-0.95475,-0.70704,-0.84328,-0.68883,-0.88095,-0.69923,-1.1532,-0.8881,-1.2023,-1.1879,-1.1795,-1.0947,-0.70484,0.40647,-0.72744,-0.13861,-0.76594,0.5892,-0.56526,0.1678,0.65366,0.14473,0.5993,1.1362,-1.3494,-0.49924,-0.47697,5
-0.92751,-0.7026,-0.82764,-0.69083,-0.8618,-0.69923,-1.1524,-0.89003,-1.2145,-1.1879,-1.1816,-1.0955,-0.68559,0.592,-0.75762,-0.01361,-0.83037,1.2169,-0.45765,0.23799,0.68496,0.39573,0.64131,0.77839,-0.56835,-0.88494,-0.42754,5
-0.59285,-0.67154,-0.57744,-0.67487,-0.58416,-0.68435,-0.5487,-0.71982,-0.3967,-0.41658,-0.50581,-0.6069,-0.93265,1.4402,-0.78595,0.92964,-1.1784,1.1947,0.17783,0.75683,1.1506,1.352,1.2701,0.98194,-0.92067,-0.59179,-0.644,1
-0.67652,-0.64491,-0.6471,-0.6629,-0.65915,-0.67372,-1.1568,-0.88682,-1.243,-1.1907,-1.1891,-1.0947,2.8468,-1.9579,-0.80802,-2.9254,2.1775,-2.1309,-2.5041,-4.3115,-3.3671,-1.9923,-2.2737,1.1764,-1.8664,-0.69685,-0.8172,5
-0.78353,-0.71592,-0.74945,-0.69083,-0.76766,-0.69923,-0.68446,-0.64789,-0.82392,-0.75817,-0.78668,-0.7145,-0.47015,-0.22278,-0.47653,-0.6029,-0.39189,1.0246,-0.84023,-0.28159,0.17333,-0.485,0.066187,0.98768,-1.0284,-0.71249,-0.79213,1
-0.95864,-0.70704,-0.84896,-0.69083,-0.88733,-0.69923,-1.1706,-0.8881,-1.3813,-1.1934,-1.2247,-1.0955,-0.57302,0.27933,-0.70561,-0.2124,-0.42443,0.63874,-0.64326,0.12098,0.63479,0.37795,0.63897,1.2034,-1.5406,-0.63037,-0.49433,5
-0.75434,-0.68929,-0.70538,-0.68484,-0.72457,-0.69286,-1.1451,-0.89003,-1.1535,-1.1907,-1.1655,-1.0955,-0.73033,1.4666,-0.8823,1.5591,-1.0299,0.47492,0.042009,0.62301,0.80854,1.664,1.277,0.14028,0.42229,-0.36628,-0.56658,5
-0.65317,-0.68041,-0.63146,-0.67886,-0.6416,-0.68648,-1.1536,-0.8881,-1.2186,-1.1879,-1.1827,-1.0947,-0.70783,0.15,-0.65622,-0.28614,-0.57092,0.2006,-0.69675,0.010706,0.68364,-0.010383,0.39499,1.0163,-1.0432,-0.73361,-0.43805,5
-0.58312,-0.66266,-0.60587,-0.65292,-0.6065,-0.66096,2.7788,5.4121,1.8533,1.0903,2.2727,3.82,-0.71863,0.61902,-0.30609,0.39047,-0.88335,0.57306,0.17894,0.56254,0.70877,0.40964,0.51487,-0.62427,1.1306,-0.72813,-0.20017,3
-0.98977,-0.71148,-0.88734,-0.69282,-0.92244,-0.70136,-1.1576,-0.88746,-1.2593,-1.1907,-1.1935,-1.0955,-0.43619,0.10856,-0.62711,-0.31911,-0.54887,0.97159,-0.69621,-0.053101,0.17554,-0.038729,0.29575,0.65192,-0.41872,-0.67247,-0.89364,5
-0.80298,-0.69817,-0.7395,-0.69083,-0.76287,-0.69711,-1.1419,-0.8881,-1.0925,-1.1851,-1.1493,-1.094,-0.50849,-0.18732,-0.9229,-1.0236,-0.33175,0.22119,-1.2256,-0.65269,0.16554,-0.34567,0.15429,1.0747,-1.2332,-0.57432,-0.78919,5
-0.46055,-0.6671,-0.48504,-0.67287,-0.47884,-0.6801,0.16205,-0.32289,0.40891,0.13436,0.17323,-0.014368,-0.46901,0.55323,-0.81831,-0.001353,-0.37509,0.39966,-0.55637,0.12045,0.4965,0.99393,0.87601,0.87426,-0.76912,-0.87465,-0.69007,1
1.2983,8.6123,7.4103,24.295,6.3824,22.76,0.069922,-0.38712,-0.35602,0.03244,-0.10441,-0.07253,13.099,-2.0676,3.003,-3.6246,4.2915,-3.3769,-1.5924,-8.393,-6.899,-1.475,-4.6136,-3.6408,0.78482,0.058141,-0.45443,5
1.5824,1.0326,1.3559,0.87529,1.4343,0.79551,0.13983,-0.39162,0.24209,0.17844,0.089288,-0.042722,0.51341,-1.6215,1.5107,-2.0241,1.4697,-1.9104,-0.52983,-0.34386,-1.3653,-1.6477,-1.418,-0.98886,1.1367,0.36668,1.0916,2
-0.50335,-0.67154,-0.51774,-0.67287,-0.51554,-0.6801,-0.30384,-0.57595,0.075272,0.051723,-0.21203,-0.38515,-0.9676,1.7996,-0.6416,1.6438,-1.3878,0.56917,0.69616,1.2444,1.5273,1.5323,1.3982,0.89954,-0.69773,-0.42872,-0.63042,1
-0.48973,-0.67154,-0.50921,-0.66888,-0.50597,-0.67797,-0.29576,-0.60486,0.19733,0.018666,-0.12917,-0.38297,-0.39399,0.39953,-0.6665,-0.10434,-0.46002,1.3567,-0.49905,0.13115,0.5486,0.57917,0.7076,1.0532,-1.1493,-0.792,-0.77939,1
-0.92167,-0.7026,-0.82906,-0.69282,-0.8618,-0.70136,-1.1576,-0.88875,-1.2511,-1.1907,-1.1902,-1.0955,-0.63607,0.76132,-0.79804,0.21918,-0.62652,0.82172,-0.36979,0.375,0.78476,1.0204,0.95134,1.136,-1.3356,-0.79539,-0.42446,5
-0.66679,-0.66266,-0.64852,-0.619,-0.66075,-0.63757,1.4942,1.6258,1.4831,0.65776,1.7444,1.668,-0.60767,0.33346,-0.79413,-1.0635,-1.0156,-0.20074,-0.75529,-0.19279,0.31877,-0.33563,0.3224,0.53846,-0.15848,-0.61016,-0.66388,4
-0.96837,-0.72923,-0.8646,-0.70679,-0.90169,-0.71412,-0.83074,-0.73781,-0.66117,-0.85183,-0.79959,-0.83664,-0.15658,-0.2846,-1.0621,-1.0654,-0.03279,1.1905,-1.4123,-0.96656,-0.29038,-0.20234,0.13745,1.1215,-1.3939,-0.86617,-0.73403,1
-0.7738,-0.68929,-0.72102,-0.68484,-0.74053,-0.69286,-1.1451,-0.88746,-1.1291,-1.1851,-1.1579,-1.094,-0.66366,0.062025,-0.86833,-0.68046,-0.41143,1.4482,-0.98764,-0.32031,0.53805,0.022846,0.41542,1.2264,-1.6211,0.021904,-0.26457,5
1.4287,1.2367,0.04236,0.17303,0.34291,0.37026,2.3678,3.3054,0.40484,0.42912,1.8531,2.7658,-0.047823,-1.8712,2.4317,-0.70461,1.5096,-1.4038,1.1918,0.98849,-0.83837,-2.1831,-2.2673,-2.9305,2.2912,0.3745,1.9804,3
1.24,0.51778,1.0801,0.19498,1.1088,0.14701,-0.0044253,-0.53998,0.77103,0.49248,0.3185,-0.13724,1.3698,-2.2454,2.455,-1.4747,2.6901,-2.379,-0.22033,-1.1946,-2.2633,-2.473,-2.8612,-2.3645,1.6366,0.23255,-0.42642,2
-0.26403,-0.64935,-0.33436,-0.6629,-0.3129,-0.67159,-0.014123,-0.47704,0.10782,0.1867,0.1517,-0.11252,-0.78356,0.47939,-0.87116,-0.20253,-0.72269,0.7976,-0.67428,0.081304,0.78033,0.38534,0.67666,1.1455,-1.3602,-0.35064,-0.67298,1
-0.79131,-0.68929,-0.73808,-0.68684,-0.75808,-0.69498,0.050527,-0.45071,-0.19733,0.07927,0.10651,-0.0529,-0.011501,-0.33702,-1.0061,-1.2244,0.094124,0.6103,-1.4044,-1.0145,-0.34564,-0.16877,0.17173,1.2266,-1.6931,-0.70506,-0.73613,1
-0.72321,-0.69373,-0.68833,-0.68285,-0.70383,-0.69073,-1.137,-0.88875,-1.0721,-1.1796,-1.144,-1.0926,-0.82462,0.84471,-0.35381,0.66378,-0.87338,1.1234,0.33665,0.81928,0.8916,0.83323,0.93652,-0.10452,0.6654,-0.82668,-0.70085,5
-0.88276,-0.69373,-0.80063,-0.68684,-0.82989,-0.69498,-1.1641,-0.88682,-1.3162,-1.1907,-1.2085,-1.0947,-0.84152,1.293,-1.1111,0.51988,-1.2187,0.64436,-0.3787,0.41847,0.98539,1.0157,1.1224,0.96511,-0.90223,-0.87725,-0.55482,5
-0.48,-0.65379,-0.59166,-0.65292,-0.57937,-0.65033,1.2146,1.7254,0.67338,0.56135,0.61336,1.1634,-0.8959,1.6361,-0.88454,1.1183,-1.0878,1.3864,0.18036,0.79471,1.2559,1.9087,1.3926,0.020714,0.58237,-0.74742,-0.69469,4
0.53759,0.81955,-0.52769,-0.37561,-0.35598,-0.076247,1.5391,1.8609,1.9347,4.4978,0.94804,1.5887,-0.87883,-0.73288,1.9572,1.7036,0.082843,-0.0368,3.7074,2.8404,1.1835,-0.92779,-0.46671,-1.4565,1.8701,1.2417,-0.58338,3
-0.86525,-0.7026,-0.78641,-0.68883,-0.81393,-0.69711,-1.1415,-0.88746,-1.1331,-1.1851,-1.1612,-1.094,-0.53948,0.68428,-0.70489,-0.1243,-0.94714,1.252,-0.31202,-0.05353,0.097792,0.34028,0.69384,-0.058626,0.50869,-0.76997,-0.87124,5
-0.63566,-0.68041,-0.61583,-0.67686,-0.62564,-0.68435,-0.25494,-0.59651,-0.2543,-0.14111,-0.21095,-0.33935,-0.9929,1.4497,-0.77537,1.0489,-1.2181,0.81735,0.20422,0.93777,1.4374,1.2366,1.2542,1.1971,-1.4571,-0.53678,-0.79759,1
1.6836,2.4038,0.37643,0.51219,0.85512,0.7785,1.767,2.7209,1.9428,1.093,3.3779,2.8334,0.12828,-0.34581,2.477,5.0862,0.4103,-0.6904,6.2795,2.225,-0.39351,0.14696,0.22187,-4.1106,2.8702,3.7257,1.6445,3
-0.67262,-0.68929,-0.67553,-0.67088,-0.68149,-0.6801,0.436,0.54612,0.35195,0.15916,0.51866,0.53963,-0.13484,-0.71627,-0.3516,-1.1192,0.31178,0.3513,-1.1637,-0.79896,-0.55009,-0.64802,-0.32921,0.36847,-0.1261,-0.76672,-0.72941,4
-0.60453,-0.67154,-0.6144,-0.67287,-0.61767,-0.68222,0.64248,-0.0043162,0.17699,0.37127,0.24963,0.35569,-0.7572,1.322,-1.0028,0.67197,-1.3998,0.25093,-0.22016,0.47637,0.94784,0.82938,1.0546,0.81188,-0.59751,-0.59804,-0.36608,1
-0.46638,-0.42746,-0.27181,-0.53322,-0.32885,-0.48874,-0.36566,-0.52778,-0.38857,-0.40832,-0.32394,-0.41641,0.46088,-1.3799,1.0971,-1.5931,1.1514,-0.89317,-0.43697,-0.52521,-0.89775,-1.3389,-1.0715,0.11869,0.15766,-0.83111,-0.89672,1
-0.80298,-0.68929,-0.74234,-0.68285,-0.76606,-0.69286,-1.1572,-0.8881,-1.2593,-1.1879,-1.1924,-1.0947,-0.072983,-0.29637,-0.86204,-1.0711,0.037003,0.34459,-1.2542,-0.74478,-0.23486,-0.15913,0.20426,1.2493,-1.7575,-0.59817,-0.74663,5
-0.48584,-0.66266,-0.50779,-0.67287,-0.50278,-0.6801,-0.28485,-0.62027,-0.038653,-0.047447,-0.15392,-0.37061,-0.90648,0.86933,-0.62873,0.61519,-0.95818,0.66973,-0.054807,0.73093,1.3413,0.78279,0.87064,1.1339,-1.2749,-0.71262,-0.51827,1
-0.97031,-0.7026,-0.86886,-0.69282,-0.90648,-0.70136,-1.1552,-0.88939,-1.2593,-1.1907,-1.1924,-1.0955,-1.0346,3.7146,-0.65116,4.2407,-1.5218,-0.26796,2.288,2.1147,1.6134,4.2283,2.323,-0.031656,0.71274,-0.60404,-0.79101,5
-0.77574,-0.69373,-0.72529,-0.68883,-0.74372,-0.69498,-1.1508,-0.8881,-1.1901,-1.1879,-1.1752,-1.0947,-0.61563,0.5531,-0.70304,-0.008342,-0.90515,0.29947,-0.41936,0.29656,0.5835,0.2428,0.66283,0.6253,-0.32287,-0.62072,-0.70547,5
-0.42941,-0.64935,-0.50494,-0.67487,-0.48363,-0.67585,2.4179,2.7151,1.0314,1.3272,2.7602,2.8741,-0.60976,0.071322,-0.22008,-0.12763,-0.27909,1.0029,-0.22911,0.53935,0.80987,0.20397,0.47091,1.0923,-1.2149,-0.46782,-0.44771,1
1.8334,1.463,3.3219,1.8429,3.1225,2.1074,-0.44607,-0.6389,-0.22988,-0.24854,-0.48106,-0.53274,0.89889,-1.1935,1.0846,-1.6389,1.6322,-2.3286,-0.22388,-0.90914,-1.5861,-0.52432,-1.0695,-0.28545,0.46882,1.7283,2.0829,2
-0.55199,-0.67154,-0.55185,-0.67686,-0.55384,-0.68435,-0.36849,-0.59008,0.5269,-0.074995,0.097897,-0.43677,-0.80539,0.48829,-0.67353,0.11736,-0.7082,0.47041,-0.44159,0.34441,0.93764,0.4536,0.68515,0.90296,-0.76854,-0.76867,-0.73501,1
-0.80298,-0.69817,-0.7395,-0.68684,-0.76287,-0.69498,-1.1451,-0.89067,-1.1576,-1.1907,-1.1676,-1.0955,-0.80295,1.2741,-0.14115,1.5755,-1.0715,0.52557,1.15,1.5904,1.0052,1.2352,1.1018,-0.27525,0.86059,-0.63741,-0.85164,5
-0.68624,-0.67598,-0.65279,-0.68085,-0.66554,-0.6886,-1.1285,-0.88875,-1.0152,-1.1824,-1.13,-1.0933,-0.65412,1.9599,-0.98848,1.7485,-1.1262,0.67802,0.22897,0.75461,0.54842,2.264,1.5259,-0.056887,0.61126,-0.87582,-0.54753,5
-0.78547,-0.68929,-0.72529,-0.68285,-0.74691,-0.69286,-1.1386,-0.88618,-1.0518,-1.1824,-1.1386,-1.0933,-0.65534,-0.011553,-0.85125,-0.76981,-0.45168,-0.057363,-1.0277,-0.35374,0.45334,-0.17808,0.3129,1.1951,-1.5311,-0.73856,-0.68293,5
-0.82633,-0.68929,-0.76082,-0.68484,-0.78681,-0.69286,0.077196,-0.36721,-0.26243,-0.077749,0.0042744,-0.046357,-0.65827,-0.2658,-0.47376,-0.68974,-0.3988,0.32933,-0.85745,-0.12431,0.43602,-0.5639,0.00079235,1.1646,-1.4446,-0.8517,-0.70183,1
