%
@relation Meier500_Normalized.arff

@attribute feature1 REAL
@attribute feature2 REAL
@attribute feature3 REAL
@attribute feature4 REAL
@attribute feature5 REAL
@attribute feature6 REAL
@attribute feature7 REAL
@attribute feature8 REAL
@attribute feature9 REAL
@attribute feature10 REAL
@attribute feature11 REAL
@attribute feature12 REAL
@attribute feature13 REAL
@attribute feature14 REAL
@attribute feature15 REAL
@attribute feature16 REAL
@attribute feature17 REAL
@attribute feature18 REAL
@attribute feature19 REAL
@attribute feature20 REAL
@attribute feature21 REAL
@attribute feature22 REAL
@attribute feature23 REAL
@attribute feature24 REAL
@attribute feature25 REAL
@attribute feature26 REAL
@attribute feature27 REAL
@attribute class {1,2,3,4,5}

@data
-0.78547,-0.68485,-0.72386,-0.68484,-0.74532,-0.69286,-1.1439,-0.88746,-1.1454,-1.1851,-1.1644,-1.0933,-0.56919,1.5895,-1.2876,1.4865,-1.2038,0.69947,-0.41604,0.096773,0.5369,1.6008,1.3304,-0.37535,0.94848,-0.67547,-0.74817,5
-0.66873,-0.67598,-0.67695,-0.66888,-0.68309,-0.67585,0.75885,1.1139,0.3194,0.057232,0.58753,0.88206,-0.84106,1.7956,-1.2614,0.58472,-1.1398,0.95864,-0.24336,0.33308,1.0196,2.113,1.3845,-0.11966,0.72424,-0.20973,-0.82252,4
-0.8205,-0.69373,-0.74945,-0.68883,-0.77564,-0.69711,-1.1487,-0.88746,-1.1616,-1.1851,-1.1676,-1.094,-0.59371,0.56979,-0.99998,-0.24803,-0.78555,0.92175,-0.75141,-0.099191,0.43496,0.39022,0.70784,1.1874,-1.5093,-0.58644,-0.75853,5
-0.58312,-0.64491,-0.59592,-0.66888,-0.59533,-0.67372,0.17538,-0.062122,1.0803,0.87263,0.54879,0.14921,-0.74406,-0.20253,-0.0022613,-0.24611,-0.30465,0.27381,-0.23034,0.55456,0.67625,-0.36729,0.14658,1.0057,-1.0252,-0.79448,-0.49307,3
-1.019,-0.72923,-0.89872,-0.70479,-0.94158,-0.71412,-0.86064,-0.80332,-0.93378,-0.88488,-0.9298,-0.87517,-0.18168,-0.29506,-0.952,-1.0067,-0.14912,0.13412,-1.3308,-0.89045,-0.17011,-0.35057,0.094916,1.1487,-1.4491,-0.74586,-0.81132,1
-0.96058,-0.71148,-0.85181,-0.69083,-0.88893,-0.69923,-1.1487,-0.88875,-1.1942,-1.1851,-1.1773,-1.094,-0.97911,2.6467,-1.2183,1.7108,-1.2603,1.0291,0.342,0.8691,1.4568,3.2207,1.6852,-0.18759,0.85418,-0.75368,-0.78415,5
-0.96058,-0.69817,-0.85465,-0.69083,-0.89212,-0.69711,-1.1508,-0.88875,-1.1982,-1.1907,-1.1784,-1.0955,-0.48943,-0.12822,-0.88993,-0.86209,-0.35443,0.72092,-1.1547,-0.6501,0.15148,-0.29242,0.21816,0.78964,-0.65504,-0.40851,-0.4078,5
1.275,1.1657,2.7064,0.84337,2.5114,1.2739,0.21336,-0.40767,0.43332,0.47044,0.10758,-0.0092783,-0.059269,-0.82722,0.74273,-0.78744,0.94078,-1.7134,0.034502,0.10943,-0.65351,-0.25881,-0.59264,-0.52207,0.80317,0.57316,0.50857,2
-0.73683,-0.68041,-0.68406,-0.68085,-0.70383,-0.6886,-0.59072,-0.72561,-0.31126,-0.31741,-0.5198,-0.6367,-0.17806,0.35449,-0.79461,-0.30837,-0.46208,-0.048394,-0.68641,-0.43274,-0.17388,0.45046,0.50845,1.0435,-1.193,-0.57445,-0.51169,1
-0.83412,-0.68929,-0.76367,-0.68484,-0.79,-0.69286,-1.16,-0.88746,-1.2837,-1.1907,-1.1999,-1.0947,-0.87654,1.399,-0.98887,0.83987,-1.3252,0.51932,-0.14308,0.62218,1.1539,1.0182,1.1805,0.85057,-0.6441,-0.5386,-0.84408,5
-0.79909,-0.68929,-0.73524,-0.68285,-0.75968,-0.69073,0.61541,-0.15654,0.22988,0.3575,0.59722,0.41821,-0.64721,0.11813,-0.92386,-0.61944,-0.57219,-0.3431,-1.0005,-0.32298,0.54424,-0.06083,0.35449,1.2542,-1.7157,-0.52765,-0.36272,1
-0.75823,-0.68929,-0.70538,-0.68484,-0.72457,-0.69286,-1.1439,-0.88746,-1.1291,-1.1879,-1.159,-1.0947,-0.60392,-0.023885,-0.83074,-0.87562,-0.53162,1.1641,-1.0165,-0.34144,0.41618,-0.25245,0.16809,1.0958,-1.2522,-0.27699,-0.77421,5
-0.31851,-0.4674,-0.44666,-0.57112,-0.42459,-0.57379,2.9796,4.746,1.3,1.6247,1.5055,3.0944,-0.74349,-0.40097,0.69701,0.15755,-0.11467,0.54474,0.63414,1.3265,0.71599,-0.52241,-0.0075359,0.015156,0.52214,0.30138,-0.83624,3
-0.25625,-0.64935,-0.3372,-0.66888,-0.3113,-0.67585,0.14225,-0.36464,0.19327,0.26384,0.23887,0.024165,-1.0373,1.5587,-0.79285,1.1284,-1.3612,0.4262,0.2633,1.0092,1.6751,1.2438,1.2732,1.1153,-1.1979,-0.59622,-0.66668,1
1.0532,0.51778,1.4796,0.83539,1.4104,0.82953,0.37539,-0.33381,0.75068,0.57512,0.44656,0.16085,0.30566,-1.6714,1.4418,-1.2036,1.5948,-1.6255,-0.43291,-0.21559,-1.0425,-1.672,-1.5389,-0.49296,0.6991,0.80388,2.0155,2
-0.83995,-0.7026,-0.76793,-0.69083,-0.79319,-0.69923,-1.1451,-0.88682,-1.1331,-1.1824,-1.1601,-1.0933,-0.8099,1.5011,-0.84911,1.1319,-1.4197,0.45479,0.13136,0.78987,1.0339,1.0757,1.1837,0.37028,0.12413,-0.55633,-0.42726,5
-0.78353,-0.68929,-0.72955,-0.68484,-0.75011,-0.69286,-1.158,-0.88746,-1.2593,-1.1879,-1.1935,-1.0947,-0.68431,0.053001,-0.62339,-0.46813,-0.35058,0.63078,-0.74054,0.0071634,0.65161,0.095785,0.40503,1.1865,-1.4917,-0.47786,-0.59906,5
-0.56561,-0.68041,-0.57034,-0.67686,-0.57139,-0.68648,-1.1508,-0.88682,-1.2023,-1.1851,-1.1784,-1.094,-0.70279,0.34477,-0.65686,-0.10707,-0.39726,0.79966,-0.53222,0.063438,0.50249,0.57143,0.67312,0.09226,0.37846,-0.7366,-0.13618,5
-0.9995,-0.73367,-0.88592,-0.70679,-0.92563,-0.71624,-0.89296,-0.81039,-0.67745,-0.87111,-0.84479,-0.89916,-0.57935,0.51272,-0.83293,-0.083876,-0.65069,2.1671,-0.60485,0.12884,0.57919,0.53267,0.72946,1.0585,-1.1582,-0.52061,-0.74467,1
-0.76213,-0.69373,-0.70965,-0.68883,-0.72936,-0.69498,-1.1435,-0.8881,-1.125,-1.1851,-1.159,-1.0947,-0.63671,2.9017,-0.68424,3.0877,-1.1505,0.28154,1.5436,1.4826,0.83628,3.7636,1.9004,-0.29792,0.86807,-0.72839,-0.68419,5
-0.96642,-0.69817,-0.86318,-0.68883,-0.90169,-0.69711,-1.1697,-0.8881,-1.3773,-1.1934,-1.2247,-1.0955,-0.56043,-0.39669,-0.49059,-0.93928,-0.15129,-0.088496,-0.99349,-0.35049,0.20243,-0.55235,-0.025495,1.1329,-1.3801,-0.72331,-0.44421,5
-0.56561,-0.64935,-0.58597,-0.64095,-0.58416,-0.65246,0.95038,0.057986,0.49028,0.6798,0.96848,0.74174,-0.72897,-0.078536,0.11591,-0.026655,-0.47497,0.62812,0.089352,0.83974,0.86144,-0.33269,0.22574,0.87735,-0.72749,-0.56194,-0.85206,1
-0.77185,-0.69817,-0.7196,-0.68684,-0.74053,-0.69498,-1.1435,-0.88682,-1.1128,-1.1851,-1.1558,-1.094,-1.0692,3.0987,-1.1854,2.5445,-1.7745,0.96727,0.71544,1.301,1.7643,2.9844,1.9719,0.55931,-0.060734,-0.4776,-0.36132,5
0.66989,0.55772,1.6146,0.81743,1.3641,0.92946,0.52651,-0.31069,0.78323,0.99384,0.7468,0.35133,3.0724,-1.9592,0.28538,-2.6631,2.4498,-2.6144,-2.0639,-3.8092,-3.5373,-1.8624,-2.2693,0.53722,-0.86183,0.19957,0.33426,2
1.3042,0.91718,1.3545,0.71169,1.4008,0.68707,0.39681,-0.10901,0.41705,0.38229,0.26577,0.19502,-0.10612,-1.5816,2.0207,-0.18589,1.3069,-1.4728,1.1033,0.85279,-0.40737,-1.6559,-1.5739,-1.1506,1.3514,0.93853,2.0509,2
-0.87303,-0.69373,-0.78926,-0.68883,-0.81872,-0.69711,-1.1431,-0.8881,-1.1372,-1.1851,-1.1622,-1.094,-0.59641,1.3049,-0.77339,0.85772,-0.81407,1.3095,0.082185,0.68576,0.47554,1.7604,1.1486,-1.1321,1.4901,-0.34829,-0.77099,5
-0.50919,-0.67154,-0.52342,-0.67088,-0.52193,-0.6801,0.47156,-0.29591,0.77103,0.54206,0.41105,0.20156,-0.3086,-0.28988,-0.59485,-0.80526,-0.17532,1.0608,-1.0019,-0.36127,0.14902,-0.3718,0.11676,1.0695,-1.228,-0.8139,-0.47039,1
-0.87303,-0.7026,-0.79068,-0.69083,-0.82031,-0.69923,-1.1588,-0.89003,-1.2796,-1.1879,-1.1999,-1.0947,-0.29123,0.42481,-0.5485,0.12565,-0.33588,0.50678,-0.34712,0.19045,0.068916,0.83262,0.74856,-0.041919,0.47148,-0.76411,-0.71135,5
-0.42941,-0.64935,-0.50494,-0.67487,-0.48363,-0.67585,2.4179,2.7151,1.0314,1.3272,2.7602,2.8741,-0.60976,0.071322,-0.22008,-0.12763,-0.27909,1.0029,-0.22911,0.53935,0.80987,0.20397,0.47091,1.0923,-1.2149,-0.46782,-0.44771,1
2.0688,2.639,2.2486,1.7012,2.213,1.6822,0.85946,0.13891,0.0020344,0.26935,0.66286,0.65886,1.2087,-0.44621,0.98017,-0.96261,1.5119,-2.3595,0.87552,-0.60973,-1.3104,1.0592,-0.36329,-0.49107,0.70274,1.6299,0.079856,2
0.15623,1.2056,-0.41254,0.087244,-0.34641,0.12362,4.5522,7.109,2.0649,1.6743,2.4277,4.5935,1.5765,-1.8154,2.9163,2.1989,2.3764,-2.1482,2.8197,-0.086054,-2.1067,-1.5623,-1.8303,-4.6227,2.7218,3.0505,-0.039574,3
1.5143,0.36246,-0.30024,0.041357,-0.083124,0.28096,4.0099,6.1315,0.022378,0.75418,1.3989,3.7502,-0.81489,1.4532,0.5245,1.9057,-0.82139,1.9155,2.8766,2.0858,1.084,2.1128,1.184,-0.8689,1.4653,2.4421,0.11374,3
-0.87692,-0.68929,-0.78499,-0.61501,-0.81712,-0.63545,0.23761,-0.4263,0.5147,0.48421,0.24533,0.038706,-0.88458,1.3342,-1.0081,0.68524,-1.1872,0.73488,-0.21555,0.54382,1.1758,1.125,1.2172,1.013,-0.98915,-0.48203,-0.54319,1
-0.75823,-0.69817,-0.71107,-0.68684,-0.72936,-0.69498,-1.1314,-0.8881,-1.007,-1.1879,-1.1267,-1.094,-0.56584,0.10875,-0.97803,-0.73251,-0.99739,0.46759,-1.0601,-0.43089,0.22326,-0.61532,0.012545,0.38355,-0.016958,-0.55424,-0.61124,5
0.60763,0.42459,0.61099,0.52616,0.62056,0.44468,0.77097,0.041286,-0.050859,0.34648,0.61551,0.58689,1.4536,-1.5825,1.277,-2.7443,2.3018,-2.4649,-0.9984,-1.6106,-2.2645,-1.0137,-1.7055,-0.49996,0.58987,-0.23971,0.1059,2
2.2401,1.5074,3.0049,0.63189,2.7795,1.023,-0.25535,-0.65303,0.63676,0.1564,0.0031982,-0.38297,-0.29238,-1.6023,2.3885,1.6102,1.1865,-1.3883,2.5804,1.6795,-0.2734,-1.8036,-1.4501,-2.6561,2.2291,0.64732,0.44123,2
0.35664,0.33139,0.68349,0.69374,0.63013,0.63604,0.35479,-0.27343,0.2543,0.32719,0.27115,0.15576,1.6979,-1.7457,0.47535,-2.4833,2.3136,-2.5845,-1.6756,-2.3304,-2.5915,-1.4073,-1.8366,0.19425,-0.25564,0.67313,0.27321,2
1.0182,0.9438,1.2351,0.9531,1.2094,0.88906,0.49985,-0.24517,0.69372,0.36301,0.52297,0.259,1.2276,-2.006,2.2749,-1.455,2.2708,-2.3321,0.1323,-0.94411,-1.9755,-2.0755,-2.1898,-1.7754,1.4498,0.93644,1.451,2
-0.43331,-0.66266,-0.47225,-0.66689,-0.46129,-0.67585,-0.18302,-0.57081,0.37636,0.19221,-0.0032585,-0.28918,-0.93227,1.3764,-1.034,0.62776,-1.2894,1.1341,-0.22057,0.57839,1.377,1.0233,1.1767,0.98627,-0.90423,-0.14794,-0.80095,1
-0.63955,-0.48072,-0.74092,-0.67287,-0.72777,-0.62482,-0.59961,-0.69606,-0.53911,-0.56533,-0.664,-0.66579,-0.7472,-0.23661,0.82752,0.75682,-0.2255,-0.36874,1.1987,1.3128,0.84597,-0.29013,0.097747,0.16391,0.35077,-0.51188,-0.78807,1
-0.64733,-0.67154,-0.68833,-0.66489,-0.69266,-0.66734,0.9427,0.95912,0.026447,0.20874,0.32173,0.77737,-0.76909,0.17881,-0.050394,0.2938,-0.74191,0.29975,0.11364,0.7946,0.72046,-0.21972,0.19503,0.15708,0.34552,-0.78536,-0.54949,4
1.3742,3.4245,-0.12396,1.1686,0.19611,1.3377,1.3932,2.3375,0.33567,0.29965,1.0503,1.748,0.62301,-1.6131,2.7565,2.1946,1.4331,-1.6738,4.6971,1.337,-0.92532,-1.6615,-1.3747,-4.3588,2.8056,-0.76854,-0.1513,3
-0.25236,-0.65379,-0.34288,-0.66689,-0.31609,-0.67372,-0.35111,-0.70313,0.16885,0.076515,-0.31749,-0.46803,-0.48693,0.15733,-0.55067,-0.22076,-0.2786,0.91002,-0.57176,0.15495,0.47338,0.38741,0.51673,0.75889,-0.56302,-0.50002,-0.3805,1
-0.63955,-0.48072,-0.74092,-0.67287,-0.72777,-0.62482,-0.59961,-0.69606,-0.53911,-0.56533,-0.664,-0.66579,-0.7472,-0.23661,0.82752,0.75682,-0.2255,-0.36874,1.1987,1.3128,0.84597,-0.29013,0.097747,0.16391,0.35077,-0.51188,-0.78807,1
3.7966,3.2293,5.1628,2.7846,4.932,3.0578,0.45095,-0.28757,0.76289,0.5338,0.48315,0.21537,0.020915,-1.0841,1.2029,-0.99704,1.0507,-1.7561,0.2846,0.41765,-0.54069,-0.76153,-0.69955,-0.41292,0.78573,0.31493,1.4709,2
-0.23096,-0.60497,-0.19362,-0.40354,-0.21556,-0.46747,-0.17534,-0.2471,0.8402,0.16742,0.44226,-0.15178,-0.63471,-0.36398,-0.039275,-0.56431,-0.3544,0.081915,-0.45832,0.2465,0.51821,-0.70355,-0.096558,0.94495,-0.90697,-0.67977,-0.51533,3
0.07257,-0.15232,0.25559,-0.21999,0.26473,-0.19532,0.44489,-0.2426,1.5034,2.1123,0.2916,0.22846,1.6603,-0.92056,0.1957,-2.1198,1.598,-0.30337,-0.95069,-1.9779,-2.0486,0.085388,-0.91562,-0.32256,0.46956,-0.51866,3.111,2
-0.88859,-0.68041,-0.812,-0.68684,-0.84265,-0.69286,-1.1629,-0.88682,-1.3162,-1.1879,-1.2085,-1.0947,-0.72476,0.23668,-0.66917,0.027545,-0.81742,0.85025,-0.64642,0.0091432,0.60183,-0.20003,0.38148,0.65068,-0.32879,-0.54238,-0.54389,5
5.073,4.8402,2.3879,2.6369,3.0779,2.656,-0.020184,0.15433,-0.592,-0.5433,-0.092577,0.055427,-0.47453,-1.6229,2.6343,2.1982,0.95469,0.18406,4.028,2.5439,0.20573,-2.0158,-1.6818,-3.1052,2.5018,-0.45583,-0.66122,2
-0.6162,-0.66266,-0.63431,-0.65891,-0.64001,-0.66734,0.73905,0.38234,0.39263,0.43187,0.29375,0.48728,-0.6219,1.5372,-1.1048,1.5009,-0.94568,-0.12505,-0.21776,0.22511,0.77763,1.9139,1.3777,0.50986,-0.062979,-0.5635,-0.41214,4
-0.1434,-0.6316,-0.29171,-0.65292,-0.24588,-0.65884,0.66592,0.86855,0.71813,0.11784,1.1773,0.91914,-1.0485,2.1438,-0.9191,1.6295,-1.4258,0.94796,0.49872,1.1577,1.7962,2.1174,1.5921,0.82889,-0.52822,-0.83958,-0.73543,1
-0.49751,-0.67598,-0.51632,-0.67487,-0.51235,-0.68435,-1.1439,-0.88875,-1.1413,-1.1851,-1.1622,-1.094,-0.38073,1.1113,-1.3058,-0.025374,-0.75381,0.67221,-0.72881,-0.27781,0.13375,1.3621,1.0736,0.018292,0.41988,-0.50953,-0.8109,5
-0.48,-0.65379,-0.59166,-0.65292,-0.57937,-0.65033,1.2146,1.7254,0.67338,0.56135,0.61336,1.1634,-0.8959,1.6361,-0.88454,1.1183,-1.0878,1.3864,0.18036,0.79471,1.2559,1.9087,1.3926,0.020714,0.58237,-0.74742,-0.69469,1
0.0025255,-0.47184,-0.37558,-0.52923,-0.30811,-0.50149,5.0787,6.2516,1.9184,2.4208,3.0949,4.9651,-0.9453,0.71649,0.45003,2.3293,-0.8649,0.74237,1.6913,1.5966,1.3136,0.55408,0.8012,-0.1364,0.822,-0.5953,-0.54487,3
-0.50335,-0.2322,-0.29455,0.51019,-0.34321,0.39153,0.53581,0.099734,0.57166,0.18395,0.57785,0.39059,4.8762,-2.1541,1.6713,-1.7659,2.8656,-3.1351,-1.7597,-4.9424,-4.4618,-2.1606,-2.8595,-1.1398,0.41778,-0.7031,-0.54767,1
-0.55588,1.6006,1.8662,6.5871,1.3737,6.0856,0.2663,0.46006,0.40484,0.15089,0.34756,0.36369,15.9,-2.3063,-0.80081,-2.7548,4.9661,-3.5564,-2.7839,-10.552,-7.9293,-2.0117,-6.2537,1.4581,-3.1331,-0.31505,-0.88342,3
-0.63566,-0.6671,-0.62009,-0.67487,-0.62884,-0.68222,-1.1544,-0.89003,-1.2227,-1.1907,-1.1848,-1.0955,-0.5327,1.03,-0.49444,0.55248,-0.66772,0.21076,0.26142,0.60768,0.34767,1.363,1.1407,-0.25263,0.78237,-0.069602,-0.61796,5
-0.67652,-0.68485,-0.64852,-0.67886,-0.66075,-0.6886,-1.1306,-0.88746,-1.0111,-1.1824,-1.1289,-1.0933,-0.38765,0.37483,-0.27175,0.60572,-0.62716,-0.21589,-0.0074499,0.15655,-0.12522,0.32765,0.54585,-1.9015,1.8999,-0.47864,-0.70421,5
-0.83801,-0.69373,-0.76651,-0.68883,-0.79319,-0.69711,-1.1499,-0.8881,-1.2023,-1.1879,-1.1795,-1.0947,-0.80228,1.3823,-1.3496,0.07276,-1.1182,1.1504,-0.61706,-0.093949,0.61101,1.2736,1.1825,0.1984,0.30858,-0.56011,-0.70239,5
-0.58701,-0.67154,-0.58455,-0.68085,-0.58735,-0.68648,-1.1544,-0.88746,-1.2186,-1.1879,-1.1816,-1.0947,-0.83359,0.57253,-0.75337,-0.010368,-0.67644,1.0061,-0.46604,0.30655,1.009,0.58441,0.777,1.1104,-1.2436,-0.42181,-0.62132,5
-0.78936,-0.68929,-0.73097,-0.68285,-0.7517,-0.69286,-1.1386,-0.88682,-1.0436,-1.1851,-1.1375,-1.094,-0.62986,0.12379,-0.98557,-0.75667,-0.66877,0.48256,-1.0563,-0.43001,0.45033,-0.18303,0.30514,1.0381,-1.116,-0.80686,-0.79129,5
-0.64149,-0.68041,-0.62151,-0.67686,-0.63043,-0.68435,0.29297,-0.32867,0.57166,0.5035,0.27008,0.086689,-0.73686,0.54843,-0.90832,-0.12072,-0.67627,1.0425,-0.67109,0.092712,0.865,0.62289,0.71059,1.0161,-1.0294,-0.69216,-0.53927,1
-0.61425,-0.67154,-0.60161,-0.67487,-0.60809,-0.68222,-0.13736,-0.47254,-0.030516,-0.028164,-3.0132e-05,-0.20994,-0.98277,1.6633,-0.6816,1.4018,-1.0089,0.63285,0.5252,1.1959,1.6122,2.0582,1.4967,1.1518,-1.3064,-0.78861,-0.47375,1
-0.37494,-0.65823,-0.42676,-0.66689,-0.41183,-0.67585,0.0085047,-0.38262,0.36822,0.21976,0.29375,-0.071076,-0.65454,0.16364,-0.69249,-0.44073,-0.61445,-0.080352,-0.72317,-0.039904,0.52525,-0.036279,0.38805,0.97273,-0.96574,-0.29224,-0.61418,1
-0.659,-0.67154,-0.63146,-0.64694,-0.6432,-0.65884,0.16932,-0.42501,0.15258,0.29689,-0.036618,-0.056535,-0.83938,0.5845,-0.7837,0.11544,-0.72382,0.73584,-0.49198,0.2382,0.95732,0.51901,0.74434,0.97705,-0.92427,-0.68916,-0.55243,1
-0.3438,-0.3964,0.1177,0.7097,-0.0017456,0.57651,0.63884,-0.0088122,0.24616,0.37678,0.79738,0.52073,0.62527,-1.5778,0.74554,-1.571,1.4261,-1.7469,-1.1666,-0.96842,-1.2978,-1.5763,-1.4027,0.38985,-0.2672,-0.43576,0.00593,1
-0.80882,-0.69373,-0.74377,-0.68684,-0.76925,-0.69498,-1.1407,-0.8881,-1.0843,-1.1907,-1.1461,-1.0947,-1.0492,2.753,-0.85274,2.3262,-1.7632,0.31764,1.083,1.6181,1.8507,2.3149,1.8537,1.0522,-1.0148,-0.21429,-0.8347,5
-0.65706,-0.68041,-0.63715,-0.68085,-0.64798,-0.6886,-1.1556,-0.8881,-1.2471,-1.1907,-1.1902,-1.0955,-0.91494,1.5617,-0.91863,1.0196,-1.1579,0.36688,0.075399,0.80717,1.253,1.4987,1.3847,0.88072,-0.6935,-0.80282,-0.76245,5
0.80609,0.91274,1.6118,0.21692,1.3099,0.54887,0.53864,-0.13406,1.2349,0.71286,1.0567,0.38695,0.69633,-1.5869,1.6161,-0.7879,1.837,-1.8908,0.11094,0.05868,-1.1522,-1.3251,-1.3673,-1.2961,1.2721,-0.7297,-0.5789,2
-0.77185,-0.69817,-0.71533,-0.68484,-0.73574,-0.69498,-1.133,-0.8881,-1.0314,-1.1851,-1.1332,-1.094,-0.53455,0.9686,-1.0886,-0.16306,-0.75854,0.90539,-0.57751,-0.13217,0.26493,1.1907,0.99531,-0.46386,0.91909,-0.84519,-0.78751,5
0.3761,-0.44521,-0.3173,-0.36164,-0.19641,-0.30588,1.2805,1.1608,0.53504,0.55584,0.68331,1.074,-0.84205,-0.096523,0.29658,0.60063,-0.27226,0.99199,0.33895,0.98264,0.83775,-0.13106,0.3002,0.40215,0.072378,-0.7293,-0.23601,4
0.36442,0.44678,1.0517,0.46431,0.85831,0.55312,0.090934,-0.42758,0.93785,0.43463,0.35832,-0.070349,0.7421,-1.4324,0.99103,-2.4251,1.4434,-2.2584,-0.93166,-1.0241,-1.6416,-1.231,-1.118,0.11488,0.11642,-0.34634,0.13838,2
1.2692,0.55772,1.4554,1.2224,1.4375,1.1081,0.4457,-0.30041,0.97446,0.72938,0.56494,0.2241,0.2928,-1.4571,1.1262,-2.1568,1.2247,-1.7076,-0.70734,-0.46551,-1.0811,-1.4449,-1.2296,0.00088709,0.31504,0.14469,0.3477,2
-0.69014,-0.68485,-0.71249,-0.67287,-0.72138,-0.67585,0.63157,0.73303,-0.054928,-0.069485,0.18614,0.54108,-0.7979,1.0094,-0.74044,0.44749,-1.1442,1.2159,-0.098087,0.58663,0.77576,0.58133,0.88117,0.49741,-0.10479,-0.64679,-0.73277,4
-0.46444,-0.64935,-0.48931,-0.67487,-0.48363,-0.6801,-1.1419,-0.88682,-1.1209,-1.1851,-1.1569,-1.094,-0.82779,1.4039,-1.4143,0.12164,-1.2325,0.27397,-0.67578,0.030319,0.83797,1.0513,1.145,0.12015,0.4203,-0.88586,-0.10076,5
-0.60842,-0.67598,-0.59592,-0.67686,-0.60331,-0.68435,-0.47556,-0.70891,0.0020344,-0.1053,-0.40788,-0.55891,-0.76429,0.39947,-0.746,-0.14043,-0.84235,0.50408,-0.59314,0.096588,0.77798,0.12526,0.36991,0.8031,-0.60386,-0.77688,-0.651,1
-0.53643,-0.67154,-0.53906,-0.67686,-0.54108,-0.68222,-1.1475,-0.88682,-1.1331,-1.1879,-1.1622,-1.0947,-0.8726,0.87338,-0.86836,0.37832,-1.0352,0.82283,-0.37263,0.41052,1.1443,0.57256,0.87018,1.0109,-0.98278,-0.54694,-0.57134,5
-0.71737,-0.67154,-0.67411,-0.68085,-0.68947,-0.6886,-1.1366,-0.88939,-1.0518,-1.1851,-1.1386,-1.094,-0.88685,1.9222,-0.955,1.1417,-1.2908,-0.030871,0.28473,0.76077,1.1783,1.8397,1.4494,0.020311,0.60259,-0.73413,-0.84044,5
1.8723,2.821,6.6171,3.6743,5.3979,4.846,-0.32646,-0.62027,-0.17699,-0.19069,-0.2357,-0.40478,4.0626,-1.589,1.211,-1.8424,2.9459,-2.8827,-0.69819,-3.017,-3.2239,-0.67696,-2.1264,-1.2958,0.84922,2.2629,1.3422,2
-0.75045,-0.69373,-0.69828,-0.68285,-0.71819,-0.69286,-1.1415,-0.8881,-1.0843,-1.1879,-1.1472,-1.0947,-0.14776,-0.47861,-0.72617,-1.1691,0.044411,0.82242,-1.2799,-0.76193,-0.20336,-0.49464,-0.028651,1.2096,-1.6328,-0.73804,-0.70799,5
-0.69014,-0.67154,-0.65421,-0.67487,-0.66873,-0.68435,-0.32768,-0.59843,-0.16072,-0.12733,-0.10119,-0.37352,-0.80244,0.53303,-0.68889,0.015989,-0.71781,0.67715,-0.4152,0.3682,1.0328,0.4669,0.74017,1.125,-1.2815,-0.43158,-0.73389,1
-0.52281,-0.67598,-0.58171,-0.6629,-0.57139,-0.66947,0.27478,0.14598,0.41705,0.12885,0.39383,0.2619,-0.45661,0.2148,-0.41586,-0.071275,-0.025124,0.19495,-0.34855,0.17575,0.25709,0.86577,0.54129,0.263,0.13855,-0.75785,-0.68811,4
-0.64538,-0.6671,-0.69828,-0.65691,-0.70383,-0.65671,1.6959,2.4948,0.022378,0.19497,0.60798,1.6229,-0.80007,0.47386,-0.58615,-0.24091,-0.76804,1.1434,-0.41281,0.30212,0.73424,0.3702,0.54748,0.55214,-0.16766,-0.61408,-0.23377,4
-0.31657,-0.63604,-0.44524,-0.65093,-0.41821,-0.65246,0.15558,0.046425,0.41705,0.029685,0.12157,0.07433,-0.61293,0.13725,-0.61863,-0.22795,-0.49994,0.33351,-0.68032,0.028631,0.4314,0.037535,0.44293,0.8713,-0.76561,-0.49911,-0.47193,4
2.0416,7.2232,-0.56607,0.28475,0.15144,2.0564,0.38792,0.44143,0.050859,0.30516,0.44011,0.47929,2.796,-1.941,2.8336,1.8101,2.5974,-2.0652,3.8371,-0.62274,-1.8593,-1.7559,-2.0835,-4.6777,2.6347,10.72,7.7959,3
-0.62398,-0.68485,-0.62578,-0.67088,-0.63203,-0.6801,0.55965,-0.047992,0.36822,0.42912,0.31312,0.31425,-0.75282,1.1751,-0.7004,0.75272,-1.1574,1.067,0.085216,0.69687,0.87941,0.96997,1.0567,0.60854,-0.25386,-0.80843,-0.78387,1
-0.73683,-0.68485,-0.69401,-0.68285,-0.71181,-0.69073,-1.1374,-0.88746,-1.068,-1.1851,-1.1429,-1.094,-0.90245,1.2283,-0.6264,0.75328,-1.0982,0.22954,0.24415,0.87254,1.2582,1.0366,1.1008,0.78033,-0.48586,-0.65592,-0.19163,5
-0.7271,-0.64491,-0.76082,-0.67886,-0.76766,-0.67159,1.5104,2.0285,0.20954,0.79825,0.69622,1.4855,-0.95183,0.55869,0.1648,0.99575,-0.80471,1.4201,0.94419,1.4466,1.416,0.40367,0.6136,0.62132,-0.20387,-0.62216,-0.37476,3
-0.29127,-0.65823,-0.35568,-0.65492,-0.33683,-0.66521,-0.42021,-0.63761,-0.079341,-0.27058,-0.37883,-0.50947,-0.4597,0.033394,-0.62281,-0.52499,-0.33983,1.2623,-0.75855,-0.017023,0.47417,0.055498,0.39318,1.0959,-1.2553,-0.87425,-0.77393,1
