@relation 'Huotari500_noclass4'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute class {1 2 3 4}
@data
0.002960,0.000477,0.003206,0.000491,0.020915,0.007830,0.004088,0.001380,0.012943,0.010296,0.135336,0.648289,0.644722,0.911552,0.771535,5.896071,2.980961,1.917165,2.351850,0.411420,0.853272,-0.254600,0.705016,0.004189,0.009700,1
0.003602,0.001190,0.004947,0.002209,0.025651,0.017042,0.003416,0.001242,0.012901,0.015819,0.292758,0.597440,0.528332,0.648823,0.834314,3.786629,1.934558,1.473089,1.730123,0.459601,0.781185,-0.243595,0.622326,0.019547,0.092924,3
0.003549,0.000941,0.004334,0.001304,0.023110,0.009732,0.004818,0.003440,0.014375,0.011934,0.152426,0.583603,0.651202,0.779519,0.801492,4.559871,2.714592,1.808701,2.156938,0.402955,0.805778,-0.303053,0.736657,0.035682,0.043338,1
0.003815,0.000606,0.003960,0.000539,0.033919,0.014175,0.006655,0.002138,0.019608,0.017035,0.213213,0.718047,0.286539,0.518930,0.753713,4.398277,1.292788,1.510325,1.970024,0.439764,0.889971,-0.078371,0.387872,0.005318,0.033165,1
0.003004,0.000543,0.004041,0.001630,0.017341,0.008599,0.004006,0.001072,0.010591,0.009125,0.065440,1.541864,0.671912,2.313479,0.638905,5.703792,7.849069,2.311645,3.105141,0.810069,1.197262,-0.212809,0.723114,0.036519,0.035073,2
0.002624,0.000450,0.003225,0.001081,0.018779,0.014268,0.003877,0.001179,0.010521,0.012233,0.114272,0.732877,0.798589,1.838490,0.755173,5.055773,6.440138,2.090688,2.568539,0.452661,0.921307,-0.341876,0.811013,0.026910,0.011687,1
0.002993,0.000901,0.003368,0.000865,0.015675,0.006935,0.003342,0.000979,0.009433,0.007975,0.186991,0.727692,0.440005,0.647146,0.774464,4.979053,1.870529,1.673696,2.084814,0.483729,0.882969,-0.168081,0.564362,0.026169,0.037293,1
0.004591,0.001225,0.005306,0.001367,0.025505,0.012590,0.004323,0.001427,0.013666,0.013626,0.110782,0.898142,0.604906,1.081906,0.706798,7.387572,3.639026,2.024927,2.640846,0.492665,0.972894,-0.180890,0.642535,0.003696,0.018731,1
0.003724,0.001132,0.005491,0.002476,0.016455,0.005027,0.003673,0.001418,0.010036,0.007502,0.039827,1.460907,0.779844,3.505100,0.604330,9.047303,11.549365,2.565291,3.413037,0.646115,1.151034,-0.242889,0.783768,0.026142,0.023048,2
0.003552,0.000716,0.004560,0.001604,0.018126,0.007622,0.004534,0.001202,0.011535,0.008859,0.067525,1.110375,0.746209,2.203826,0.679703,6.011037,7.638583,2.317345,3.014629,0.594600,1.073612,-0.259606,0.770196,0.015611,0.015570,2
0.003387,0.000953,0.003737,0.001067,0.023757,0.014509,0.005624,0.001907,0.014162,0.013701,0.135865,0.432274,0.901317,1.989035,0.848162,5.112958,7.749099,2.104192,2.308175,0.329372,0.666882,-0.530877,0.905094,0.012028,0.006059,3
0.002951,0.000519,0.003145,0.000574,0.018137,0.007988,0.004137,0.001196,0.011043,0.009114,0.592206,0.319799,0.490521,0.318238,0.897182,2.412725,0.934723,0.822842,0.989495,0.270209,0.573083,-0.170989,0.416489,0.018652,0.001925,1
