%
@relation Huotari500_Normalized.arff

@attribute feature1 REAL
@attribute feature2 REAL
@attribute feature3 REAL
@attribute feature4 REAL
@attribute feature5 REAL
@attribute feature6 REAL
@attribute feature7 REAL
@attribute feature8 REAL
@attribute feature9 REAL
@attribute feature10 REAL
@attribute feature11 REAL
@attribute feature12 REAL
@attribute feature13 REAL
@attribute feature14 REAL
@attribute feature15 REAL
@attribute feature16 REAL
@attribute feature17 REAL
@attribute feature18 REAL
@attribute feature19 REAL
@attribute feature20 REAL
@attribute feature21 REAL
@attribute feature22 REAL
@attribute feature23 REAL
@attribute feature24 REAL
@attribute feature25 REAL
@attribute class {1,2,3,4}

@data
0.96309,-0.046626,-0.34733,-1.139,0.062677,-0.60216,0.44217,1.1225,0.36667,-0.22796,0.29186,-0.74985,-1.2633,-1.2285,0.65886,-1.0769,-1.2409,-0.90723,-0.86184,-0.52997,-0.44466,1.0949,-1.0839,-0.20383,-0.42683,1
-0.73719,-0.22781,-0.8926,-0.79553,-0.209,-0.80483,0.14503,-0.33282,-0.40102,-0.55168,0.40495,-0.29293,-1.7024,-1.1617,0.57074,-1.1488,-1.2047,-0.96506,-0.91061,0.30514,-0.23936,1.369,-1.4176,0.17999,0.83666,1
-0.078831,-0.28065,-0.83968,-1.1545,-0.29031,-0.5118,0.027358,-0.62975,-0.25226,-0.43503,-0.22787,-0.53016,-0.28586,-0.82614,0.017518,-0.48143,-0.85076,-0.19839,-0.18406,-0.67589,-0.11937,0.70912,-0.40901,0.56796,-0.90056,1
3.1214,-0.039077,2.5587,0.69283,0.36948,0.014667,2.9928,0.38341,1.5592,0.033179,-0.87666,0.15354,1.0953,0.83004,-0.46128,0.76623,0.9991,1.1056,0.93551,0.088831,0.56538,-1.0759,1.2487,0.60029,-0.88853,1
-0.86886,-1.2168,-1.5758,-1.5911,1.4857,0.93393,-0.07367,-0.089725,0.63397,1.195,1.3234,-0.99182,-2.0414,-1.4252,1.3642,-1.6747,-1.4329,-1.7459,-1.6752,-0.5012,-0.98663,1.3269,-1.7051,-1.3721,-0.71481,1
-0.87172,-1.4168,-1.13,-1.3039,1.7261,1.7355,0.73218,0.83043,1.1515,1.7111,0.36646,-0.8973,-0.90505,-1.2059,0.97,-0.90568,-1.1952,-0.83446,-0.90809,-0.57484,-0.78188,0.33935,-0.43487,-0.49145,-0.73004,1
-0.30782,-1.1488,0.49624,0.29891,-0.35232,-1.0286,-0.32565,-0.3736,-0.079231,-0.61983,-0.91752,-0.19659,1.2063,0.95832,-0.63771,1.5111,0.83011,1.1588,0.9694,-0.72782,0.055662,-0.70938,1.0995,-0.39954,-0.77347,2
-0.10459,-0.99783,0.477,0.58998,0.13661,-0.42914,-0.16876,0.073423,-0.13571,-0.11721,-1.2092,1.1483,1.5499,3.8525,-1.8483,2.3163,3.8779,1.8736,1.8485,0.050462,0.88268,-0.92365,1.4254,-0.069319,-1.4686,2
1.9907,0.43653,2.4512,1.6417,-0.41173,-0.71874,-0.68103,-0.95931,-0.5132,-0.53431,-0.61201,-0.76794,0.87532,-0.26976,0.23376,0.31865,-0.16575,0.49134,0.25435,-0.92559,-0.46192,-0.76357,0.83759,1.2638,0.35211,2
0.35912,-1.7414,-0.7643,-1.7813,0.36319,-1.1663,3.3791,2.8861,1.0449,-0.54119,-0.74208,3.0481,-2.2187,-0.21087,-1.8505,-0.0011201,-0.59233,0.14387,0.77245,3.2256,2.1586,2.2187,-2.1095,-0.31623,-1.4039,1
-1.5244,-1.1148,-0.85572,-0.27936,-1.1864,-0.71333,-0.93182,-1.1893,-1.111,-0.96615,-0.72846,1.2183,-0.113,0.16879,-0.82565,-0.19143,0.068053,0.52241,0.69398,1.5553,1.3811,0.32777,0.24321,1.99,1.2433,2
-0.35362,-0.83552,-0.22705,-0.45982,-0.49326,-1.0351,-0.085556,-0.20556,-0.57445,-0.77251,-1.0687,0.56122,1.1352,1.3235,-1.2467,2.2099,1.4959,1.4052,1.4351,-0.11845,0.661,-0.35579,0.98915,-1.1035,-0.01001,1
1.2293,2.539,2.4288,3.2504,0.58631,1.9036,-1.2492,-0.788,-0.024339,1.3526,0.19694,-1.492,0.73071,-0.97106,1.4797,-0.84531,-0.85911,-0.57516,-0.87101,-1.4559,-1.4016,-1.3837,0.68908,0.50176,5.1989,2
1.3094,0.53844,1.0624,0.37653,-0.42734,-0.49983,-1.1992,-0.91036,-0.72521,-0.40751,-1.0091,-0.084463,1.4229,1.4086,-0.69641,2.267,1.6308,1.3683,1.2094,-0.5921,0.17404,-1.0008,1.2872,-1.2051,-0.78713,1
0.22745,-0.72228,3.1232,4.0945,-1.5106,-1.5482,-0.82128,-1.1273,-1.4273,-1.5635,-0.91087,-0.064909,1.1016,0.73464,-0.3983,0.67245,0.81436,0.99919,0.93158,-0.23763,0.36961,-0.54532,0.94217,0.79839,-1.4523,2
1.0919,0.074162,0.80577,0.15725,-0.63246,-0.65261,0.020227,-0.33934,-0.22203,-0.65521,-0.85723,2.1482,-0.82863,0.14489,-1.5783,-0.18956,-0.11195,0.47162,0.92555,2.1118,1.8331,1.4605,-0.83331,0.79614,2.1783,2
-0.66849,3.0939,-0.51893,0.67148,1.039,2.6844,-1.9112,-0.92668,-0.39108,1.8051,-0.23983,-1.1791,0.73136,-0.71014,0.94071,-0.040448,-0.62789,-0.030677,-0.32284,-1.1653,-0.96284,-1.0468,0.77093,-0.13425,-0.29106,3
