@relation 'HTS data set-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 23'

@attribute feature7 numeric
@attribute feature236 numeric
@attribute feature10 numeric
@attribute feature239 numeric
@attribute feature124 numeric
@attribute feature2 numeric
@attribute feature241 numeric
@attribute feature9 numeric
@attribute feature3 numeric
@attribute feature125 numeric
@attribute feature244 numeric
@attribute feature165 numeric
@attribute feature195 numeric
@attribute feature242 numeric
@attribute feature4 numeric
@attribute feature225 numeric
@attribute feature132 numeric
@attribute feature237 numeric
@attribute feature5 numeric
@attribute feature128 numeric
@attribute feature6 numeric
@attribute feature129 numeric
@attribute feature127 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.008276,0.008216,0.009079,0.009735,0.007604,0.007042,0.00811,0.007584,0.000637,0.000843,0.009735,7.646503,7.519116,0.000609,0.006058,7.346585,0.009735,0.000557,0.009079,2.019928,1.555962,0.008016,0.009735,1
0.011345,0.011197,0.01355,0.014374,0.011022,0.010882,0.011084,0.008942,0.001197,0.001353,0.013809,8.431365,8.45034,0.001277,0.008759,8.453618,0.013809,0.00146,0.013764,2.124178,1.611048,0.010949,0.014374,3
0.0076,0.00669,0.008804,0.008804,0.008743,0.01072,0.006732,0.006729,0.002255,0.002697,0.008804,6.939107,7.177602,0.001062,0.006729,7.398108,0.007462,0.000878,0.01593,1.153048,1.07921,0.006037,0.01593,6
0.006309,0.00557,0.007736,0.008011,0.00707,0.008485,0.00584,0.00528,0.001607,0.00193,0.008011,6.672743,6.910287,0.000875,0.00528,7.145006,0.007492,0.000577,0.011795,1.063249,0.908446,0.005453,0.011795,5
0.005372,0.005008,0.005844,0.006226,0.006157,0.007187,0.005082,0.004883,0.001663,0.001651,0.006058,4.355469,4.478221,0.000348,0.004883,4.608254,0.00531,0.00026,0.012848,1.193362,0.983154,0.004831,0.012848,7
0.00544,0.005203,0.005814,0.005966,0.005835,0.006401,0.005294,0.005005,0.000745,0.000834,0.005936,6.139652,6.279297,0.000297,0.005005,6.432544,0.005936,0.000228,0.008499,1.070985,0.832319,0.005174,0.008499,7
0.006682,0.005956,0.007675,0.007797,0.007828,0.009984,0.0061,0.005661,0.002285,0.002623,0.007767,6.397505,6.594045,0.000852,0.005661,6.805563,0.007767,0.00068,0.014313,1.200031,0.99559,0.005634,0.014313,5
0.006854,0.006028,0.007691,0.007935,0.008202,0.010546,0.006066,0.006088,0.002781,0.003036,0.007935,5.583841,5.777857,0.00081,0.006088,5.968254,0.006348,0.000594,0.016999,1.176379,1.034882,0.005472,0.016999,6
0.005416,0.00498,0.006287,0.006348,0.005953,0.00689,0.005081,0.0047,0.001016,0.00124,0.006348,6.658479,6.883126,0.000493,0.0047,7.112584,0.005432,0.000357,0.009064,1.111055,0.904463,0.00481,0.009064,6
0.006375,0.005742,0.007095,0.007248,0.008704,0.011322,0.005847,0.0056,0.003975,0.00406,0.007248,4.751771,4.854204,0.000635,0.0056,4.964558,0.006287,0.000501,0.022263,1.471992,1.332387,0.005392,0.022263,6
0.005568,0.005323,0.006363,0.006409,0.006295,0.007139,0.005347,0.005051,0.001423,0.001405,0.006409,4.505066,4.612874,0.00035,0.005051,4.728944,0.005707,0.000298,0.012146,1.286015,1.035615,0.005165,0.012146,7
0.007653,0.006611,0.009628,0.009628,0.009057,0.010912,0.007136,0.006287,0.00223,0.002823,0.009628,7.130131,7.354954,0.001088,0.006287,7.556219,0.009094,0.00087,0.015961,1.375433,1.20914,0.006677,0.015961,6
0.00624,0.005743,0.007736,0.007736,0.006211,0.006709,0.005866,0.005142,0.000479,0.000755,0.007675,8.574912,8.762706,0.000714,0.005142,8.931669,0.007675,0.000646,0.007767,1.467674,1.39765,0.005518,0.007767,9
0.005996,0.00557,0.007019,0.007187,0.00655,0.007554,0.005629,0.005264,0.001594,0.001556,0.006989,4.294586,4.3997,0.000567,0.005264,4.513214,0.006928,0.000494,0.013626,1.211887,0.977386,0.005339,0.013626,7
0.006502,0.005825,0.007492,0.007599,0.007485,0.00886,0.006141,0.005585,0.001588,0.00201,0.007599,7.580882,7.864891,0.0008,0.005585,8.134503,0.007492,0.000729,0.011841,1.201251,0.988251,0.005831,0.011841,5
0.006506,0.005879,0.007523,0.007523,0.007333,0.008922,0.005977,0.005722,0.001637,0.001974,0.007477,7.042471,7.266393,0.000739,0.005722,7.509669,0.007477,0.000602,0.011933,1.100938,0.878264,0.005589,0.011933,5
0.006044,0.005592,0.006897,0.00708,0.007444,0.008739,0.005758,0.005386,0.002383,0.002434,0.006897,4.22805,4.305375,0.000569,0.005386,4.385577,0.006897,0.000443,0.018677,1.486381,1.275319,0.005505,0.018677,6
0.00527,0.004978,0.006012,0.006043,0.006043,0.006955,0.005044,0.004685,0.001933,0.001756,0.006043,3.692434,3.774382,0.000407,0.004578,3.86467,0.005615,0.000339,0.014801,1.235615,1.006622,0.004846,0.014801,7
0.00703,0.005557,0.011536,0.011536,0.007134,0.008441,0.006413,0.005356,0.001905,0.002145,0.011536,5.373093,5.506631,0.00165,0.005356,5.638715,0.011505,0.00097,0.014176,1.22916,1.082567,0.006146,0.014176,6
0.006681,0.005848,0.008118,0.008331,0.007491,0.009024,0.006164,0.005753,0.001488,0.002006,0.008331,7.800674,7.99496,0.000893,0.005753,8.182789,0.008072,0.000663,0.011429,1.166323,1.015564,0.005745,0.011429,5
0.006637,0.005908,0.008301,0.008545,0.007644,0.00917,0.006216,0.005768,0.001572,0.002085,0.008545,7.463106,7.662493,0.000873,0.005768,7.860012,0.008011,0.000717,0.012116,1.156329,0.988876,0.00584,0.012116,5
0.006722,0.005916,0.009277,0.009277,0.008616,0.010475,0.006276,0.005921,0.002853,0.003188,0.009247,6.024314,6.211721,0.000852,0.005921,6.41773,0.009247,0.000488,0.016739,1.463798,1.250309,0.00595,0.016739,6
0.00719,0.006704,0.008026,0.008026,0.007931,0.009262,0.006727,0.006577,0.001336,0.001649,0.008026,7.510567,7.685714,0.000678,0.006577,7.865513,0.00737,0.000554,0.012421,1.385718,1.10724,0.006357,0.012421,5
0.006225,0.005859,0.006912,0.007752,0.007357,0.008803,0.005879,0.005707,0.001612,0.001903,0.006958,5.762473,5.946082,0.000466,0.005707,6.145627,0.006744,0.00037,0.012955,1.277043,1.02713,0.005577,0.012955,5
0.00545,0.005134,0.006485,0.006592,0.006382,0.00745,0.0052,0.004837,0.001706,0.00173,0.006592,4.566607,4.682836,0.000417,0.004837,4.809558,0.005631,0.000316,0.013153,1.268879,1.051835,0.004976,0.013153,6
0.006902,0.00591,0.007538,0.007584,0.008078,0.010691,0.006015,0.006424,0.002568,0.003017,0.007584,6.210363,6.460968,0.000871,0.006424,6.723361,0.006104,0.000578,0.015213,1.074022,0.945556,0.005343,0.015213,5
0.008911,0.00839,0.009812,0.01004,0.009267,0.01016,0.00825,0.007843,0.001709,0.001607,0.009995,5.564421,5.657438,0.00092,0.007843,5.73682,0.009293,0.000735,0.017548,1.895659,1.648615,0.007737,0.017548,4
0.00789,0.007471,0.008606,0.008698,0.008085,0.008637,0.007419,0.007263,0.000736,0.000842,0.008591,6.797927,6.920885,0.000494,0.007263,7.034158,0.007813,0.000365,0.011292,1.772778,1.475425,0.007063,0.011292,4
0.00749,0.006946,0.008484,0.008499,0.007669,0.008497,0.006924,0.006485,0.000919,0.001163,0.008438,7.280852,7.3984,0.000845,0.006485,7.512599,0.008179,0.000763,0.011658,1.409491,1.168444,0.006495,0.011658,4
0.005341,0.005292,0.005737,0.005737,0.005286,0.005286,0.005274,0.005035,0.000105,0.000124,0.005585,8.945286,8.973075,0.000144,0.004959,8.979461,0.005554,0.000144,0.005737,1.276738,0.96141,0.005233,0.005737,9
0.008688,0.00855,0.009644,0.01033,0.008774,0.008991,0.008275,0.007797,0.000852,0.000854,0.009766,7.939526,7.978127,0.000888,0.00766,8.003345,0.009644,0.000772,0.012802,1.896681,1.511635,0.008003,0.012802,3
0.010268,0.00999,0.01146,0.011978,0.010317,0.010611,0.009842,0.008759,0.001721,0.001373,0.01146,4.338459,4.3771,0.000594,0.008759,4.40378,0.010605,0.000613,0.018631,2.43418,1.961227,0.009546,0.018631,3
0.008796,0.008265,0.010773,0.010773,0.008965,0.009521,0.008168,0.007706,0.001165,0.00127,0.010559,7.352099,7.444868,0.001024,0.007599,7.52294,0.009949,0.000981,0.013596,2.137133,1.882246,0.007688,0.013596,4
0.008326,0.008191,0.009979,0.01001,0.008213,0.008241,0.008059,0.00737,0.000608,0.000616,0.009979,7.86227,7.88257,0.000636,0.007172,7.886978,0.009293,0.000625,0.010422,1.934844,1.506935,0.007897,0.010422,3
0.005217,0.005164,0.005493,0.005798,0.00517,0.005182,0.005152,0.004929,0.000098,0.000109,0.005463,7.123371,7.15813,0.000117,0.004852,7.187417,0.005417,0.000118,0.005524,1.199085,0.892088,0.005102,0.005798,9
0.009807,0.008879,0.012512,0.01265,0.008656,0.008517,0.008597,0.007691,0.001169,0.001374,0.012512,7.916423,7.914317,0.001812,0.006668,7.878202,0.012039,0.001541,0.012512,1.75903,1.598474,0.007749,0.01265,1
0.005401,0.005338,0.005814,0.005859,0.005322,0.005313,0.005318,0.005127,0.000122,0.000165,0.005768,8.993342,9.000173,0.000193,0.004913,8.997656,0.005768,0.000199,0.005829,1.357336,1.053269,0.005261,0.005859,9
0.00822,0.008035,0.009003,0.009003,0.007906,0.007814,0.007902,0.007645,0.00036,0.000375,0.009003,9.209049,9.221886,0.00041,0.007019,9.193614,0.00856,0.000358,0.009003,2.134737,1.758984,0.007679,0.009003,3
0.011086,0.010413,0.013916,0.014939,0.010336,0.010323,0.010064,0.006897,0.000924,0.001573,0.013886,8.406917,8.49759,0.001975,0.006897,8.543337,0.013367,0.002049,0.013916,2.24477,1.951125,0.009353,0.014939,3
0.008371,0.007672,0.009079,0.009308,0.008671,0.009736,0.007679,0.00737,0.000874,0.001302,0.009293,9.190628,9.379511,0.000853,0.00737,9.560208,0.00856,0.000621,0.01149,1.587533,1.322591,0.007151,0.01149,5
0.012356,0.010587,0.015702,0.015717,0.011602,0.012719,0.010541,0.010025,0.001083,0.002261,0.015702,10.838766,10.971656,0.002706,0.010025,11.081537,0.014801,0.002537,0.015747,2.161105,2.112917,0.009196,0.015747,3
0.012301,0.011362,0.014054,0.015702,0.011827,0.012268,0.011649,0.008392,0.000882,0.001392,0.015702,10.091693,10.159829,0.00193,0.008392,10.212016,0.015702,0.001667,0.014298,2.64094,2.17734,0.011143,0.015702,4
0.008896,0.008686,0.010575,0.012222,0.008589,0.008512,0.008577,0.007263,0.000642,0.001149,0.011734,8.564163,8.573284,0.001443,0.007111,8.55822,0.011734,0.00145,0.010575,1.97435,1.530129,0.008366,0.012222,3
0.010112,0.009659,0.011902,0.013642,0.009653,0.009688,0.009357,0.008316,0.000791,0.001408,0.013642,9.391531,9.42616,0.001871,0.007904,9.41991,0.013642,0.001722,0.012085,1.871183,1.486397,0.008868,0.013642,3
0.009857,0.009572,0.011948,0.012818,0.009449,0.009358,0.009248,0.008621,0.000532,0.000946,0.012253,9.558201,9.59675,0.001318,0.008347,9.586892,0.012253,0.001219,0.011948,2.15964,1.774228,0.008851,0.012818,3
0.00871,0.008527,0.009827,0.010452,0.008849,0.009199,0.008336,0.007797,0.000598,0.000906,0.009873,11.195154,11.271034,0.001002,0.007691,11.318038,0.009873,0.000983,0.011032,1.768246,1.350011,0.008074,0.011032,4
0.012498,0.011689,0.015213,0.016129,0.012012,0.012352,0.011579,0.008362,0.001175,0.001877,0.015015,9.716447,9.759618,0.002119,0.008362,9.80296,0.014572,0.002366,0.015305,2.254459,1.91223,0.010944,0.016129,4
0.009762,0.009716,0.01181,0.01323,0.009446,0.009251,0.009657,0.00856,0.000752,0.000881,0.01323,6.958058,6.944258,0.001118,0.00763,6.904428,0.01323,0.000944,0.01181,2.620981,2.030457,0.009636,0.01323,3
0.008837,0.009115,0.011948,0.014389,0.009,0.008894,0.0091,0.007233,0.000637,0.001136,0.014389,5.675758,5.684324,0.001543,0.007233,5.69055,0.014389,0.001546,0.011948,1.805692,1.27248,0.009308,0.014389,4
0.015095,0.012428,0.01651,0.016724,0.013087,0.014243,0.012624,0.01239,0.0011,0.002602,0.01651,12.25311,12.435876,0.00345,0.011856,12.527217,0.015976,0.003045,0.01651,1.930663,1.811444,0.01097,0.016724,8
0.009203,0.009257,0.01207,0.013169,0.008975,0.008769,0.009281,0.007309,0.000859,0.00109,0.013153,7.756101,7.72224,0.001391,0.007172,7.679633,0.013153,0.001268,0.01207,2.516304,1.904921,0.009389,0.013169,3
0.009136,0.00842,0.011093,0.013336,0.009804,0.011135,0.008755,0.006271,0.001806,0.002195,0.013336,8.222999,8.407385,0.001749,0.006271,8.612694,0.013336,0.001542,0.015366,1.697749,1.333867,0.008447,0.015366,3
0.013945,0.012589,0.016205,0.016297,0.012829,0.013305,0.012308,0.012253,0.001087,0.001736,0.016297,10.621048,10.716637,0.002263,0.011337,10.748088,0.014649,0.002028,0.016373,1.903609,1.631525,0.011198,0.016373,8
0.011616,0.010945,0.01593,0.01593,0.011016,0.011153,0.011327,0.008667,0.001274,0.001806,0.015808,8.730968,8.709584,0.002477,0.008591,8.680895,0.015808,0.002233,0.01593,2.189364,1.579797,0.01117,0.01593,4
0.010685,0.01058,0.013657,0.014527,0.011199,0.011483,0.010403,0.006867,0.001472,0.001767,0.014527,10.970838,11.133509,0.002034,0.006867,11.295357,0.014527,0.002128,0.014191,1.731914,1.485161,0.010128,0.014527,4
0.010126,0.009509,0.013489,0.014435,0.010183,0.010873,0.009886,0.00679,0.001361,0.001772,0.014435,8.597851,8.745352,0.001957,0.00679,8.892179,0.014435,0.001864,0.013535,1.862165,1.437842,0.009699,0.014435,3
0.010955,0.010379,0.013214,0.013519,0.01042,0.010504,0.010562,0.007645,0.00089,0.001289,0.013519,10.521635,10.523349,0.001726,0.007645,10.549493,0.013519,0.001576,0.013214,2.153674,1.599405,0.010455,0.013519,3
0.008823,0.008377,0.009979,0.010163,0.008943,0.009596,0.00839,0.007858,0.00063,0.000922,0.010163,9.168516,9.335093,0.000779,0.007858,9.472167,0.010163,0.000703,0.011261,1.598291,1.18233,0.008072,0.011261,4
0.010245,0.009549,0.012467,0.012863,0.010226,0.01086,0.009376,0.006119,0.001178,0.001664,0.012863,11.901616,12.020852,0.002249,0.006119,12.128722,0.012863,0.001807,0.013153,1.819608,1.577737,0.008748,0.013153,3
0.012088,0.010679,0.015503,0.015702,0.011341,0.01221,0.010481,0.009155,0.001204,0.002105,0.015503,10.421138,10.56113,0.002511,0.009094,10.644177,0.013153,0.002408,0.015503,1.828016,1.813184,0.009279,0.015702,3
0.011038,0.010269,0.012787,0.013672,0.010955,0.011569,0.010518,0.00885,0.000722,0.001475,0.013291,11.581042,11.710145,0.001625,0.00885,11.828719,0.013291,0.001737,0.01297,2.121553,1.611536,0.010151,0.013672,4
0.009973,0.00906,0.012024,0.012024,0.009841,0.010604,0.009376,0.008423,0.000822,0.00117,0.011917,9.514614,9.641153,0.001256,0.008423,9.765331,0.011917,0.000896,0.012848,1.746044,1.416114,0.008954,0.012848,4
0.009764,0.009269,0.010697,0.011627,0.010024,0.01074,0.009254,0.008713,0.001014,0.001263,0.011627,9.483701,9.610283,0.001118,0.008713,9.730599,0.011627,0.000977,0.013764,2.02414,1.64036,0.008878,0.013764,3
0.009134,0.007855,0.011246,0.011627,0.008643,0.009735,0.008412,0.007691,0.000965,0.001441,0.011627,9.139891,9.249203,0.001669,0.007691,9.358286,0.011215,0.001157,0.012024,1.324224,1.068727,0.007882,0.012024,7
0.009232,0.008142,0.011276,0.011276,0.009106,0.010197,0.008469,0.007996,0.000974,0.001426,0.011276,9.175363,9.381677,0.00138,0.007996,9.566224,0.011276,0.000921,0.012345,1.613565,1.366384,0.008028,0.012345,5
0.00998,0.00957,0.01181,0.012726,0.010121,0.010644,0.009787,0.008209,0.000869,0.001341,0.012726,10.513945,10.642704,0.00126,0.008194,10.751636,0.012726,0.001478,0.012711,2.074266,1.526986,0.009648,0.012726,3
0.010448,0.010428,0.012314,0.012955,0.010747,0.010997,0.010333,0.009247,0.000697,0.000788,0.012955,9.917101,9.980519,0.000874,0.009247,10.024511,0.012955,0.000761,0.012848,2.128878,1.546243,0.010186,0.012955,3
0.011019,0.010998,0.012238,0.013001,0.011569,0.011925,0.010644,0.0094,0.00084,0.001079,0.01265,11.051759,11.150016,0.001075,0.0094,11.214453,0.01265,0.00112,0.014282,2.179416,1.707896,0.010329,0.014282,3
0.011465,0.010668,0.01355,0.014267,0.011984,0.013223,0.01057,0.009857,0.001339,0.002172,0.01355,10.134012,10.34344,0.001771,0.009857,10.530524,0.012909,0.002012,0.016297,2.05095,1.685329,0.009908,0.016297,4
0.009983,0.010061,0.01239,0.01326,0.009907,0.009792,0.009782,0.007736,0.000851,0.001178,0.013092,9.167192,9.192999,0.001519,0.007736,9.185195,0.013092,0.001486,0.01239,2.163119,1.707134,0.009657,0.01326,3
0.00866,0.007969,0.010407,0.011154,0.008287,0.008659,0.00821,0.006867,0.000592,0.001068,0.011063,9.33419,9.378082,0.001326,0.006867,9.440313,0.011063,0.001286,0.010407,1.563333,1.247074,0.007896,0.011154,4
0.010253,0.009499,0.01178,0.01178,0.010358,0.011328,0.009636,0.008804,0.000957,0.0014,0.01178,9.743805,9.928796,0.001214,0.008804,10.108318,0.01146,0.001096,0.013718,2.048554,1.681483,0.009145,0.013718,3
0.00915,0.008751,0.009949,0.010727,0.009266,0.009772,0.008799,0.008164,0.000758,0.000979,0.010498,9.262368,9.388698,0.00092,0.008164,9.493695,0.010498,0.000869,0.01207,1.97322,1.527977,0.008542,0.01207,4
0.007584,0.007586,0.008438,0.01062,0.007635,0.007681,0.007646,0.006943,0.000243,0.000551,0.01062,6.226415,6.202634,0.000743,0.006928,6.198339,0.01062,0.000715,0.008438,1.553353,1.069337,0.00769,0.01062,9
0.011346,0.010263,0.012818,0.013458,0.010692,0.011253,0.009821,0.009827,0.000642,0.001338,0.012909,11.279783,11.377813,0.001843,0.009827,11.425202,0.011658,0.001564,0.013519,1.988968,1.849439,0.008762,0.013519,3
0.010354,0.009694,0.011398,0.011978,0.010585,0.011561,0.009714,0.007874,0.001193,0.001491,0.011978,8.893191,9.045369,0.001242,0.007752,9.189836,0.011978,0.00108,0.014786,2.015595,1.615213,0.009246,0.014786,4
0.01112,0.010822,0.013809,0.01387,0.010316,0.009969,0.010527,0.008911,0.001273,0.001287,0.01387,7.142806,7.181231,0.001124,0.008118,7.195617,0.012085,0.001182,0.01387,1.893492,1.5346,0.010126,0.01387,3
0.011438,0.010574,0.013214,0.013382,0.010897,0.011313,0.01067,0.00911,0.000973,0.001207,0.013382,9.521978,9.645478,0.001326,0.00911,9.7397,0.01207,0.001283,0.013764,1.896941,1.464103,0.010144,0.013764,3
0.009334,0.00956,0.010681,0.011551,0.009589,0.009592,0.009378,0.008087,0.000725,0.000714,0.011124,8.017873,8.033692,0.000701,0.008087,8.036514,0.011124,0.000686,0.012177,2.894804,2.268147,0.009429,0.012177,3
0.011134,0.009719,0.013413,0.013413,0.011544,0.013906,0.009865,0.008225,0.001933,0.002706,0.013413,8.331374,8.565095,0.001606,0.008225,8.785928,0.011658,0.001405,0.017655,1.782452,1.50309,0.008957,0.017655,5
0.011127,0.010523,0.013489,0.01384,0.011043,0.011628,0.010469,0.009598,0.001001,0.001355,0.01384,9.303218,9.421883,0.001429,0.009567,9.520288,0.01384,0.001379,0.014664,2.129869,1.713558,0.009999,0.014664,3
0.011196,0.011065,0.013306,0.01355,0.011116,0.011173,0.010716,0.00914,0.00076,0.000987,0.013306,10.616787,10.688616,0.001006,0.00914,10.715061,0.012345,0.001154,0.013626,2.28156,1.757778,0.010418,0.013626,3
0.010134,0.009933,0.012619,0.013413,0.009769,0.009675,0.009652,0.008164,0.000763,0.00109,0.012955,8.599339,8.607745,0.001451,0.00798,8.599935,0.012955,0.001392,0.012619,2.530358,2.158648,0.009303,0.013413,3
0.012044,0.011458,0.014694,0.016327,0.011647,0.011854,0.011368,0.00972,0.000781,0.001414,0.01564,9.328444,9.358325,0.001758,0.00972,9.372725,0.01564,0.00182,0.014694,2.565484,2.131838,0.010871,0.016327,4
0.011434,0.009814,0.013321,0.013474,0.011259,0.013031,0.009803,0.010437,0.001117,0.002144,0.013474,10.363583,10.594798,0.001882,0.010437,10.802934,0.011261,0.001519,0.015152,1.670665,1.52076,0.008656,0.015152,4
0.013875,0.012946,0.016129,0.017456,0.012642,0.012475,0.012377,0.01117,0.001036,0.001497,0.017029,8.54204,8.609953,0.00215,0.010483,8.599811,0.017029,0.001855,0.016129,2.548501,2.303243,0.011277,0.017456,3
0.011456,0.010846,0.013077,0.013504,0.010619,0.010488,0.010775,0.009323,0.000934,0.001185,0.013077,10.230392,10.237248,0.001518,0.008865,10.220954,0.012741,0.001384,0.013123,2.42504,2.016175,0.010319,0.013504,3
0.008371,0.007672,0.009079,0.009308,0.008671,0.009736,0.007679,0.00737,0.000874,0.001302,0.009293,9.190628,9.379511,0.000853,0.00737,9.560208,0.00856,0.000621,0.01149,1.587533,1.322591,0.007151,0.01149,5
0.015123,0.013458,0.019348,0.019501,0.013845,0.014345,0.012798,0.011353,0.001685,0.002611,0.019348,10.516496,10.66142,0.003307,0.011353,10.695875,0.016846,0.003235,0.019348,2.293904,2.298711,0.011135,0.019501,3
0.009821,0.009568,0.01181,0.012451,0.009398,0.009295,0.00934,0.008148,0.00077,0.001077,0.011719,9.108154,9.104363,0.001301,0.007584,9.098605,0.011658,0.00133,0.01181,2.227192,1.865919,0.009017,0.012451,3
0.012775,0.012035,0.016236,0.01828,0.012189,0.012396,0.011651,0.008713,0.001377,0.002258,0.017395,8.977944,8.995773,0.002903,0.008713,9.002007,0.017395,0.002933,0.016602,2.64387,2.465537,0.010575,0.01828,3
0.00865,0.008068,0.01062,0.010758,0.008648,0.009256,0.007978,0.006806,0.000802,0.001122,0.010666,8.876929,9.051427,0.001117,0.006806,9.196482,0.010666,0.001058,0.011475,1.765972,1.487861,0.007515,0.011475,3
0.012456,0.01196,0.014557,0.014847,0.012108,0.012247,0.011638,0.009491,0.001041,0.001508,0.014847,11.459144,11.479082,0.001866,0.009369,11.492039,0.014618,0.00194,0.015198,2.764904,2.478767,0.011016,0.015198,3
0.011577,0.011439,0.012955,0.015259,0.011011,0.010685,0.011058,0.009644,0.00125,0.001484,0.014847,9.666315,9.665824,0.00177,0.008408,9.624419,0.014847,0.001593,0.01442,2.878767,2.3617,0.010742,0.015259,3
0.01039,0.009983,0.012497,0.012818,0.00976,0.009629,0.009966,0.008453,0.000876,0.001108,0.012741,9.932203,9.87503,0.001543,0.007965,9.83612,0.012741,0.001314,0.012497,2.137011,1.797452,0.009714,0.012818,3
0.009946,0.00962,0.011337,0.012116,0.009949,0.01025,0.009309,0.008133,0.000754,0.001071,0.011215,10.05524,10.165935,0.001231,0.008133,10.227492,0.011139,0.001232,0.012757,2.250156,1.899763,0.008859,0.012757,3
0.011649,0.011761,0.014313,0.015839,0.011014,0.010419,0.011153,0.009506,0.001169,0.00173,0.015808,8.40065,8.374144,0.002004,0.008499,8.326692,0.015808,0.001945,0.014313,2.540948,1.991928,0.010905,0.015839,3
0.011473,0.011655,0.013382,0.015427,0.011186,0.010788,0.011444,0.009613,0.000958,0.001253,0.014282,7.442189,7.405293,0.001259,0.008927,7.355805,0.014282,0.001351,0.014084,3.005631,2.271733,0.011472,0.015427,3
0.010445,0.010157,0.012116,0.013886,0.009928,0.009695,0.010061,0.008606,0.000775,0.001165,0.013886,7.324514,7.359624,0.00151,0.008026,7.319879,0.013886,0.001362,0.012116,2.014298,1.472679,0.009826,0.013886,3
0.01351,0.012609,0.015976,0.017136,0.01224,0.012003,0.012016,0.010834,0.0012,0.001969,0.015702,9.857496,9.920485,0.002379,0.009842,9.909833,0.01561,0.002439,0.015976,1.933547,1.71574,0.010986,0.017136,3
0.012306,0.010955,0.013687,0.013825,0.011899,0.013012,0.010809,0.010193,0.001196,0.001817,0.013794,8.724245,8.844537,0.001815,0.010193,8.927459,0.013046,0.001646,0.017334,2.026123,1.759701,0.009788,0.017334,3
0.011265,0.010859,0.01236,0.013214,0.010873,0.010915,0.010736,0.009445,0.000954,0.001106,0.012634,9.446771,9.495843,0.001177,0.00911,9.504778,0.012634,0.001233,0.014527,2.476509,1.971374,0.010405,0.014527,3
0.012431,0.012141,0.014405,0.015824,0.01228,0.01248,0.012266,0.009918,0.000764,0.001249,0.015824,9.595156,9.614674,0.001515,0.009918,9.610374,0.015824,0.001488,0.014405,1.970993,1.367376,0.012167,0.015824,3
0.011669,0.010757,0.012924,0.013748,0.011313,0.011855,0.010718,0.009171,0.000994,0.001359,0.013153,10.37367,10.551397,0.001679,0.008881,10.66931,0.013153,0.001432,0.014206,2.29633,1.971984,0.010116,0.014206,3
0.013162,0.011528,0.015686,0.015778,0.01205,0.012675,0.011412,0.010819,0.001134,0.001892,0.015778,10.886264,11.077982,0.002502,0.010224,11.19375,0.014923,0.002271,0.015778,2.268483,2.105898,0.010173,0.015778,3
0.012269,0.011694,0.013519,0.014328,0.012134,0.012532,0.012032,0.010895,0.000684,0.001062,0.013977,11.06289,11.156899,0.001182,0.010895,11.19246,0.013977,0.00118,0.013962,1.936248,1.484504,0.011952,0.014328,3
0.012222,0.010775,0.013916,0.014069,0.01188,0.013004,0.011029,0.009934,0.001211,0.001953,0.013916,9.893958,10.064124,0.002055,0.009934,10.202679,0.013306,0.001833,0.016388,2.08835,1.796567,0.010287,0.016388,3
0.011202,0.01084,0.012772,0.01416,0.011136,0.011488,0.010839,0.008713,0.00095,0.001584,0.01416,11.184932,11.230523,0.001726,0.008713,11.263217,0.01416,0.00189,0.013764,2.228489,1.635431,0.010612,0.01416,4
0.014033,0.013115,0.016907,0.017655,0.013199,0.013377,0.012065,0.010651,0.001277,0.001984,0.017044,11.796711,11.868495,0.003114,0.010651,11.909711,0.016327,0.002461,0.017044,2.433951,2.413733,0.010629,0.017655,3
0.011895,0.011046,0.013184,0.013672,0.011313,0.011627,0.010817,0.010407,0.001117,0.001198,0.012879,8.433461,8.515361,0.001261,0.009461,8.565103,0.012467,0.001176,0.015579,2.464424,2.152926,0.010059,0.015579,3
0.012356,0.010587,0.015702,0.015717,0.011602,0.012719,0.010541,0.010025,0.001083,0.002261,0.015702,10.838766,10.971656,0.002706,0.010025,11.081537,0.014801,0.002537,0.015747,2.161105,2.112917,0.009196,0.015747,3
0.012301,0.011362,0.014054,0.015702,0.011827,0.012268,0.011649,0.008392,0.000882,0.001392,0.015702,10.091693,10.159829,0.00193,0.008392,10.212016,0.015702,0.001667,0.014298,2.64094,2.17734,0.011143,0.015702,4
0.013499,0.012456,0.018341,0.018738,0.012676,0.012912,0.01259,0.009247,0.001513,0.002096,0.018097,8.652507,8.73547,0.002339,0.009247,8.806452,0.017639,0.002688,0.018341,2.533776,2.078782,0.011952,0.018738,3
0.012819,0.010957,0.015671,0.01593,0.012119,0.013238,0.011482,0.010407,0.000902,0.002122,0.01593,11.482216,11.582709,0.002521,0.010407,11.677897,0.015015,0.002361,0.01593,2.211902,1.935653,0.010533,0.01593,4
0.010079,0.009132,0.013458,0.013977,0.009664,0.010268,0.009242,0.007187,0.000949,0.001781,0.013733,9.562072,9.711229,0.002215,0.007187,9.82728,0.013733,0.002142,0.013458,1.879164,1.552239,0.00862,0.013977,3
0.011865,0.010572,0.014099,0.014557,0.010545,0.01065,0.010482,0.009277,0.001055,0.001472,0.014099,10.044785,10.054886,0.002114,0.008667,10.041209,0.014099,0.001856,0.014099,2.03827,1.744137,0.009847,0.014557,3
