@relation 'HTS data set-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 23'

@attribute feature7 numeric
@attribute feature236 numeric
@attribute feature10 numeric
@attribute feature239 numeric
@attribute feature124 numeric
@attribute feature2 numeric
@attribute feature241 numeric
@attribute feature9 numeric
@attribute feature3 numeric
@attribute feature125 numeric
@attribute feature244 numeric
@attribute feature165 numeric
@attribute feature195 numeric
@attribute feature242 numeric
@attribute feature4 numeric
@attribute feature225 numeric
@attribute feature132 numeric
@attribute feature237 numeric
@attribute feature5 numeric
@attribute feature128 numeric
@attribute feature6 numeric
@attribute feature129 numeric
@attribute feature127 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.015378,0.01312,0.022156,0.022583,0.016161,0.018698,0.013567,0.008164,0.002517,0.005092,0.022156,11.18924,11.382931,0.004819,0.008164,11.575263,0.020539,0.005599,0.022187,2.630823,2.491173,0.012013,0.022583,8
0.016666,0.013671,0.022065,0.022248,0.015562,0.01763,0.012663,0.006226,0.002719,0.00445,0.022065,10.535134,10.754617,0.005315,0.006226,10.920742,0.018235,0.004913,0.022797,2.130602,2.699947,0.009685,0.022797,8
0.010353,0.010089,0.013428,0.014237,0.010178,0.010278,0.009976,0.007904,0.001025,0.001378,0.013428,8.704579,8.754249,0.001619,0.007904,8.781815,0.013367,0.001664,0.013474,2.546502,2.060166,0.009683,0.014237,3
0.009585,0.009511,0.011719,0.013153,0.009622,0.009721,0.0095,0.00679,0.001152,0.001443,0.013077,8.933802,8.965746,0.001491,0.00679,8.993833,0.013077,0.001684,0.013352,2.331243,1.792447,0.009438,0.013352,3
0.006717,0.007343,0.007858,0.010407,0.006676,0.006121,0.007251,0.005768,0.000504,0.001014,0.010224,4.872556,4.725032,0.001096,0.005386,4.586057,0.010224,0.001032,0.007858,1.654856,1.114977,0.007697,0.010407,9
0.006948,0.006422,0.007965,0.008072,0.006861,0.007367,0.006407,0.005035,0.000542,0.000909,0.007965,10.074609,10.237901,0.000952,0.005035,10.378169,0.007843,0.000927,0.008453,1.41323,1.19501,0.005988,0.008453,3
0.013139,0.012135,0.018021,0.018021,0.01269,0.013431,0.011424,0.007294,0.00247,0.003136,0.018021,9.210796,9.277134,0.003154,0.007294,9.262341,0.01706,0.003464,0.018723,1.713253,1.576715,0.010198,0.018723,8
0.010252,0.009631,0.012863,0.013413,0.010045,0.010561,0.009364,0.007813,0.000952,0.001566,0.012787,9.804787,9.901259,0.001825,0.007813,9.97106,0.012467,0.001827,0.012863,1.97406,1.660792,0.008735,0.013413,3
0.009827,0.009111,0.011719,0.012619,0.009796,0.010586,0.008964,0.007614,0.000992,0.001799,0.012116,10.524335,10.62747,0.001934,0.007614,10.723259,0.012116,0.002003,0.01297,1.804044,1.493645,0.008352,0.01297,4
0.007517,0.006993,0.008255,0.008392,0.007487,0.008036,0.006852,0.006943,0.000681,0.000823,0.008225,7.456609,7.590929,0.000697,0.006943,7.699929,0.007538,0.000547,0.010498,1.422522,1.19527,0.006379,0.010498,3
0.011776,0.011091,0.014618,0.014633,0.011697,0.012357,0.010863,0.008896,0.001036,0.001502,0.014633,10.719003,10.872353,0.001748,0.008896,10.990222,0.013199,0.001601,0.015015,2.175143,2.013611,0.01007,0.015015,3
0.012788,0.010894,0.018418,0.018418,0.012013,0.013576,0.010615,0.00557,0.002962,0.00405,0.018418,9.468982,9.619432,0.004258,0.00557,9.753224,0.015274,0.00439,0.018677,1.864057,1.803113,0.009093,0.018677,8
0.010267,0.009957,0.01268,0.01268,0.010422,0.010708,0.009805,0.008392,0.001175,0.00111,0.01268,7.72521,7.788289,0.000933,0.008164,7.842888,0.010712,0.000805,0.013993,3.016495,2.618021,0.009456,0.013993,3
0.008839,0.008943,0.010773,0.011139,0.008809,0.008672,0.008771,0.007782,0.000628,0.000787,0.010788,9.017866,9.011127,0.000927,0.00737,8.976278,0.010788,0.00088,0.011093,2.398474,1.9888,0.008722,0.011139,3
0.009659,0.0089,0.010666,0.012284,0.009489,0.010184,0.008748,0.008576,0.000576,0.0013,0.012284,10.758333,10.831144,0.001537,0.008576,10.900256,0.012284,0.00141,0.011627,1.737209,1.458473,0.008118,0.012284,4
0.008964,0.009226,0.0103,0.010956,0.009045,0.008885,0.008896,0.007828,0.00068,0.000706,0.010712,10.652964,10.617688,0.000771,0.007599,10.569047,0.010712,0.000673,0.011109,2.296193,1.738979,0.0089,0.011109,3
0.00823,0.00758,0.00914,0.009155,0.008985,0.010275,0.007569,0.007202,0.001329,0.001728,0.009155,7.989324,8.196831,0.000777,0.007202,8.398043,0.008118,0.000594,0.012924,1.710048,1.481407,0.007037,0.012924,5
0.014372,0.011555,0.017792,0.017792,0.012704,0.014429,0.011016,0.012619,0.001559,0.002576,0.017792,10.149179,10.362264,0.003447,0.01149,10.511609,0.012406,0.002459,0.018296,1.804822,2.486442,0.008317,0.018296,8
0.00939,0.009005,0.011414,0.011414,0.009336,0.00962,0.008889,0.008179,0.001033,0.001025,0.011414,8.145851,8.200666,0.000965,0.008026,8.238946,0.010498,0.000871,0.01355,2.741222,2.601007,0.008461,0.01355,3
0.006137,0.006229,0.006989,0.007492,0.006014,0.005784,0.00623,0.005768,0.000218,0.000328,0.007492,5.962567,5.854835,0.000317,0.005325,5.751356,0.007492,0.000252,0.006989,1.469657,1.037186,0.006308,0.007492,9
0.008479,0.008698,0.009888,0.010239,0.008426,0.008142,0.008468,0.007706,0.000506,0.00059,0.009888,8.01461,7.94477,0.000492,0.007141,7.840934,0.009842,0.00052,0.009888,2.028458,1.483909,0.008487,0.010239,3
0.009533,0.008859,0.010788,0.01088,0.00878,0.008766,0.008695,0.007752,0.000954,0.001047,0.010727,9.435709,9.456981,0.001243,0.007279,9.452468,0.009903,0.001137,0.011826,2.194812,1.982925,0.008069,0.011826,3
0.018974,0.01611,0.024323,0.024613,0.017841,0.019648,0.016946,0.012512,0.002438,0.004021,0.024613,11.433996,11.53554,0.004935,0.012512,11.612309,0.024613,0.004445,0.024323,2.440986,2.200961,0.015352,0.024613,8
0.010484,0.009409,0.016815,0.017426,0.009978,0.010697,0.009347,0.005493,0.002262,0.003001,0.016709,7.423786,7.487915,0.003477,0.005493,7.54985,0.0159,0.003433,0.016815,1.855466,1.624948,0.008511,0.017426,3
0.010492,0.008799,0.014374,0.014374,0.009911,0.011024,0.008875,0.005859,0.00168,0.002543,0.014374,8.655895,8.759192,0.002784,0.005859,8.839445,0.011414,0.002801,0.01529,1.89807,1.951446,0.007592,0.01529,3
0.010412,0.009225,0.012284,0.012329,0.009403,0.00968,0.009474,0.007141,0.001105,0.00141,0.012329,10.252269,10.254094,0.001944,0.007141,10.230011,0.012329,0.001681,0.012406,1.503349,1.322347,0.008896,0.012406,3
0.006773,0.006334,0.010147,0.010361,0.006165,0.006067,0.006664,0.00557,0.000785,0.000869,0.010147,3.890686,3.801685,0.001352,0.005341,3.719909,0.010147,0.000999,0.010147,1.613565,1.314015,0.006613,0.010361,9
0.011426,0.008993,0.014588,0.014588,0.009928,0.011259,0.008853,0.008072,0.001502,0.002427,0.014588,8.772773,8.953998,0.002799,0.008072,9.085082,0.010697,0.002561,0.014893,1.41474,1.553964,0.007074,0.014893,3
0.009043,0.00753,0.011704,0.011765,0.008318,0.009109,0.007736,0.006302,0.001202,0.001746,0.011643,9.2749,9.420929,0.001954,0.006302,9.516798,0.010269,0.001875,0.011872,1.537194,1.48307,0.006832,0.011872,3
0.007764,0.007352,0.008713,0.0094,0.007705,0.008038,0.007275,0.006867,0.000888,0.000911,0.0094,6.797949,6.859565,0.000856,0.006806,6.913774,0.0094,0.000757,0.01149,1.722759,1.436347,0.006919,0.01149,3
0.009597,0.009558,0.010681,0.011612,0.009498,0.009447,0.009335,0.008591,0.000578,0.000761,0.011215,9.350406,9.357319,0.000852,0.008423,9.327486,0.011215,0.000891,0.011551,2.214633,1.698711,0.009189,0.011612,3
0.020524,0.017149,0.024903,0.025101,0.01841,0.020201,0.016224,0.017548,0.001752,0.003574,0.025101,11.49578,11.678283,0.004934,0.016419,11.773769,0.020935,0.004001,0.025101,2.721035,2.89395,0.013273,0.025101,8
0.005563,0.005511,0.006058,0.006271,0.005463,0.005425,0.005503,0.005127,0.000161,0.000231,0.006165,7.789397,7.790313,0.000269,0.00502,7.77269,0.006165,0.000278,0.006088,1.332555,1.001373,0.005461,0.006271,9
0.008762,0.008398,0.009766,0.010193,0.009162,0.00986,0.008201,0.007889,0.001081,0.001195,0.009903,7.576896,7.684043,0.000866,0.007889,7.771322,0.009903,0.000719,0.013367,1.902632,1.577249,0.007798,0.013367,4
0.00886,0.008946,0.010544,0.011933,0.008828,0.008715,0.008874,0.007706,0.000856,0.000854,0.011856,5.815552,5.763908,0.000869,0.007385,5.707835,0.011856,0.00082,0.012192,2.115419,1.53286,0.008926,0.012192,3
0.009602,0.008746,0.012375,0.012375,0.009335,0.009848,0.008568,0.007752,0.001214,0.001415,0.012253,8.717388,8.815292,0.001516,0.007507,8.879525,0.01001,0.001377,0.013779,2.301946,2.246799,0.007751,0.013779,3
0.005708,0.005723,0.006043,0.007019,0.005619,0.005517,0.005741,0.005371,0.000149,0.00023,0.007019,5.380557,5.331779,0.000347,0.005158,5.292022,0.007019,0.000244,0.006088,1.359976,0.98172,0.005763,0.007019,9
0.005589,0.005515,0.006043,0.006043,0.005454,0.005406,0.005514,0.005219,0.000143,0.000169,0.005966,8.341459,8.351991,0.000186,0.005051,8.333004,0.005951,0.00018,0.006043,1.310292,0.983703,0.00546,0.006043,9
0.005856,0.005823,0.006226,0.006302,0.005692,0.005582,0.005773,0.005493,0.000169,0.000194,0.006226,8.638744,8.553879,0.000147,0.005127,8.433115,0.006104,0.000133,0.006256,1.436606,1.09511,0.005724,0.006302,9
0.005678,0.005949,0.006119,0.009216,0.005711,0.005463,0.005999,0.005295,0.000144,0.000496,0.009216,3.188823,3.106082,0.000767,0.005112,3.040735,0.009216,0.000577,0.006119,1.473472,0.982208,0.006244,0.009216,9
0.005334,0.005346,0.005554,0.006104,0.005316,0.005283,0.005381,0.005035,0.000099,0.000143,0.006073,6.217919,6.178318,0.00019,0.004929,6.143375,0.006073,0.000164,0.005631,1.071153,0.714702,0.00541,0.006104,9
0.007943,0.007418,0.009155,0.009155,0.008186,0.008878,0.007429,0.006958,0.000726,0.001058,0.008911,9.189466,9.359394,0.000881,0.006958,9.517684,0.008667,0.000756,0.010956,1.689845,1.398001,0.007041,0.010956,4
0.009249,0.008667,0.010986,0.011536,0.008237,0.0079,0.008557,0.007446,0.000859,0.001127,0.011231,8.291653,8.290584,0.001293,0.006561,8.255643,0.011231,0.001242,0.010986,2.184009,1.914641,0.008059,0.011536,3
0.007371,0.007103,0.008515,0.008759,0.006697,0.006392,0.007138,0.006271,0.000633,0.000757,0.008759,6.942766,6.817821,0.000758,0.005447,6.682337,0.008759,0.000718,0.008515,1.664668,1.289998,0.006994,0.008759,1
0.009868,0.008783,0.013809,0.014099,0.009021,0.009337,0.00858,0.007691,0.001254,0.001434,0.014099,7.288351,7.323901,0.001784,0.007691,7.331864,0.0103,0.00156,0.014832,1.809598,1.707134,0.007635,0.014832,3
0.012508,0.010608,0.01648,0.016983,0.011703,0.013017,0.010612,0.00795,0.001459,0.003043,0.016358,10.159714,10.286837,0.003278,0.00795,10.376592,0.014145,0.003535,0.016556,2.071519,2.001206,0.009248,0.016983,3
0.005037,0.005003,0.00528,0.005432,0.005009,0.005017,0.005004,0.004837,0.000087,0.000089,0.00528,7.611455,7.634808,0.000097,0.004715,7.655108,0.005219,0.000091,0.00531,1.166064,0.856367,0.004983,0.005432,9
0.015662,0.01258,0.018555,0.018738,0.013815,0.01556,0.01177,0.011795,0.00125,0.003099,0.018555,11.376767,11.573177,0.004158,0.011795,11.709086,0.01532,0.003443,0.018723,1.895186,2.271031,0.009068,0.018738,8
0.005112,0.005075,0.005371,0.005417,0.005077,0.005084,0.00507,0.004898,0.00009,0.00009,0.005341,7.952641,7.994535,0.000092,0.004822,8.029623,0.005295,0.000091,0.005478,1.044221,0.730968,0.005045,0.005478,9
0.009352,0.00836,0.011322,0.011475,0.008834,0.009323,0.008234,0.008194,0.000694,0.001178,0.011261,9.876128,9.96731,0.001521,0.00795,10.028261,0.010346,0.001352,0.011627,1.893095,1.795514,0.007395,0.011627,3
0.010643,0.009498,0.013352,0.013352,0.009884,0.010349,0.009522,0.008652,0.000869,0.001576,0.013352,10.300835,10.408987,0.001974,0.00856,10.50119,0.012879,0.001938,0.013397,2.178469,2.06482,0.008645,0.013397,3
0.008047,0.007771,0.009247,0.0094,0.008223,0.008612,0.007662,0.007004,0.000632,0.000769,0.009186,8.733878,8.822908,0.000621,0.007004,8.893761,0.008789,0.000635,0.010636,1.894987,1.553079,0.007373,0.010636,4
0.005326,0.005166,0.0056,0.005707,0.005234,0.005328,0.005153,0.005051,0.000103,0.000162,0.00557,9.170238,9.32782,0.000189,0.004974,9.448413,0.005402,0.000164,0.005646,1.060792,0.788296,0.005027,0.005707,8
0.005529,0.005684,0.006897,0.009659,0.005461,0.00528,0.005688,0.005127,0.000215,0.000541,0.009659,2.82809,2.796502,0.000824,0.004868,2.762659,0.009659,0.000697,0.006897,1.611902,1.18323,0.005819,0.009659,9
0.009267,0.009207,0.010941,0.011963,0.009409,0.009569,0.009001,0.008133,0.000574,0.00083,0.011963,10.049489,10.080074,0.001116,0.008103,10.104035,0.011963,0.001011,0.010986,2.244282,1.797864,0.008801,0.011963,4
0.015826,0.012122,0.018677,0.018753,0.013902,0.015863,0.012873,0.010727,0.001396,0.003748,0.018647,11.507351,11.692833,0.004735,0.010727,11.846598,0.01857,0.004327,0.018952,2.249714,2.373877,0.010713,0.018952,8
0.01326,0.012569,0.017426,0.017426,0.012336,0.012215,0.012401,0.009995,0.001397,0.001841,0.017426,9.448695,9.430226,0.002083,0.009628,9.39458,0.016495,0.00225,0.017426,2.875151,2.453132,0.011783,0.017426,3
0.005727,0.005669,0.005982,0.006119,0.005661,0.005659,0.005661,0.005417,0.000102,0.000106,0.006073,7.998437,8.02011,0.000124,0.005356,8.030497,0.005997,0.000112,0.006073,1.491508,1.156832,0.005607,0.006119,9
0.018673,0.015355,0.021775,0.021775,0.016068,0.017289,0.01415,0.013901,0.002074,0.003624,0.021729,11.3869,11.536244,0.004877,0.013367,11.612556,0.017899,0.004283,0.021775,2.027222,2.184741,0.011262,0.021775,8
0.010295,0.009989,0.011368,0.011688,0.00966,0.009385,0.00977,0.0094,0.000767,0.000745,0.011368,8.452784,8.427915,0.000696,0.007996,8.374185,0.010788,0.000582,0.011536,2.338125,1.894194,0.009428,0.011688,3
0.007943,0.007585,0.009339,0.009491,0.007702,0.007818,0.007582,0.006256,0.000695,0.000854,0.00943,9.814864,9.843292,0.000984,0.006256,9.86222,0.008927,0.000986,0.010086,2.476142,2.240009,0.007261,0.010086,3
0.013118,0.009791,0.017853,0.018082,0.011105,0.012784,0.009758,0.006134,0.002052,0.003215,0.018082,8.39516,8.554212,0.004019,0.006134,8.666589,0.013748,0.003434,0.018585,1.673686,2.164538,0.007309,0.018585,8
0.009619,0.009218,0.012116,0.012116,0.009066,0.008995,0.009162,0.005646,0.001209,0.001455,0.012116,9.384188,9.334748,0.00182,0.005646,9.256632,0.011475,0.001756,0.012222,2.793698,2.529839,0.008813,0.012222,3
0.013811,0.010862,0.016342,0.016342,0.011725,0.013613,0.010214,0.011704,0.000915,0.002786,0.016037,10.559211,10.819555,0.003472,0.011704,10.961962,0.013443,0.002945,0.016342,1.377157,1.491569,0.008007,0.016342,8
0.02289,0.01849,0.025452,0.025452,0.01986,0.022081,0.016858,0.020401,0.001684,0.003826,0.025391,12.390612,12.587933,0.005761,0.018372,12.701247,0.020157,0.004188,0.025681,2.505303,2.99855,0.012848,0.025681,8
0.005569,0.005468,0.005982,0.006012,0.005427,0.005393,0.005438,0.005081,0.000162,0.000186,0.005982,8.936516,8.948146,0.0002,0.00499,8.909594,0.005783,0.000202,0.005982,1.14403,0.835325,0.005346,0.006012,9
0.010774,0.010129,0.01265,0.013001,0.01033,0.010537,0.00994,0.007294,0.001039,0.001359,0.012573,11.179387,11.231956,0.001579,0.007294,11.247515,0.012192,0.001623,0.013245,2.55407,2.262577,0.009321,0.013245,3
0.009314,0.00876,0.010437,0.011002,0.008796,0.008869,0.008504,0.007721,0.000626,0.000833,0.0103,10.2941,10.350953,0.001102,0.007492,10.367528,0.009888,0.001009,0.010773,2.159304,1.9467,0.00791,0.011002,3
0.01342,0.011258,0.01912,0.019318,0.012575,0.01418,0.01128,0.008515,0.00204,0.003731,0.01912,9.384802,9.504333,0.004074,0.008515,9.600373,0.017533,0.004271,0.019272,2.040589,1.959274,0.009717,0.019318,8
0.009457,0.009215,0.010544,0.011734,0.009198,0.0092,0.009086,0.007736,0.000733,0.000823,0.011414,10.160214,10.204065,0.000977,0.007736,10.205589,0.011414,0.000884,0.011841,2.060594,1.617166,0.008844,0.011841,3
0.021794,0.016761,0.026932,0.027054,0.018749,0.021559,0.017877,0.017304,0.002208,0.004556,0.027054,10.602625,10.763398,0.005852,0.017304,10.886675,0.026398,0.004805,0.027192,2.339834,2.33193,0.015194,0.027192,8
0.013506,0.013669,0.017075,0.019547,0.012916,0.012265,0.012881,0.010407,0.001103,0.002008,0.018097,8.620937,8.645452,0.002394,0.00972,8.598243,0.018097,0.002435,0.017075,2.701076,2.079927,0.012505,0.019547,3
0.009438,0.009007,0.010666,0.010956,0.009581,0.0102,0.008705,0.008026,0.001488,0.001432,0.010758,7.538214,7.618702,0.001151,0.008026,7.684401,0.010758,0.001048,0.015106,1.839689,1.510155,0.008213,0.015106,4
0.01006,0.009352,0.012055,0.012131,0.009482,0.009666,0.009083,0.008591,0.000777,0.0011,0.012055,10.307248,10.417873,0.001441,0.008042,10.455452,0.011063,0.001315,0.012055,1.955886,1.70016,0.008394,0.012131,3
0.009073,0.008429,0.010361,0.010437,0.007923,0.007523,0.008309,0.007401,0.000921,0.000965,0.010437,7.360776,7.344268,0.000931,0.006424,7.291643,0.008713,0.000814,0.010437,1.918486,1.669367,0.007736,0.010437,1
0.007821,0.007324,0.008789,0.009049,0.007034,0.006785,0.007189,0.006958,0.000675,0.000743,0.008774,7.531377,7.537142,0.000794,0.005829,7.467653,0.008377,0.000721,0.008865,1.501411,1.235645,0.006763,0.009049,1
0.007626,0.007321,0.008865,0.009064,0.007023,0.006757,0.007172,0.006424,0.000546,0.000667,0.008865,7.141403,7.161715,0.000665,0.005997,7.12084,0.00824,0.000662,0.008865,1.52604,1.204974,0.006874,0.009064,1
0.007492,0.007467,0.008515,0.008698,0.007825,0.008106,0.007384,0.006836,0.001097,0.000921,0.008515,4.61019,4.643103,0.000398,0.006744,4.672733,0.008301,0.000395,0.013046,1.973358,1.543435,0.007309,0.013046,4
0.00981,0.009199,0.011673,0.011673,0.009351,0.009524,0.008974,0.008576,0.000625,0.000732,0.011673,9.16513,9.23686,0.000984,0.008392,9.265889,0.009842,0.000805,0.011673,2.12427,1.863981,0.008363,0.011673,3
0.016969,0.010015,0.024277,0.024918,0.014069,0.019826,0.010588,0.012833,0.003313,0.006392,0.024918,7.605581,7.895883,0.005929,0.012833,8.145552,0.008972,0.004481,0.027863,1.25716,2.596307,0.005875,0.027863,8
0.006279,0.006334,0.006851,0.008194,0.006099,0.005908,0.006279,0.005692,0.000235,0.000346,0.008194,4.645856,4.575114,0.000364,0.005463,4.494807,0.008194,0.000307,0.006897,1.7187,1.331075,0.006296,0.008194,9
0.00768,0.007569,0.008942,0.009094,0.00711,0.006686,0.007354,0.00708,0.00054,0.000779,0.008865,8.353798,8.237918,0.000784,0.005905,8.098001,0.008865,0.000716,0.008942,1.651698,1.282521,0.00715,0.009094,1
0.006345,0.006653,0.006989,0.008316,0.006111,0.005584,0.006456,0.005859,0.000311,0.000812,0.007965,7.239405,7.088933,0.000702,0.005005,6.929744,0.007965,0.000777,0.006989,1.555932,1.097749,0.006593,0.008316,1
0.008254,0.008479,0.009262,0.010147,0.008022,0.007558,0.008218,0.007187,0.000379,0.000754,0.009949,8.195067,8.113881,0.000797,0.006806,7.97115,0.009949,0.000727,0.009308,1.87982,1.353658,0.008245,0.010147,3
0.017571,0.013784,0.021775,0.021988,0.014577,0.016193,0.013666,0.01503,0.002235,0.003284,0.021988,9.040511,9.214229,0.004027,0.012802,9.298707,0.016861,0.003502,0.02211,2.014496,2.038239,0.011192,0.02211,8
0.008038,0.008249,0.010163,0.010163,0.007658,0.007073,0.007963,0.006577,0.00069,0.000946,0.010163,6.777956,6.606071,0.000825,0.00618,6.411392,0.010163,0.00077,0.010163,1.609094,1.213748,0.007927,0.010163,1
0.006778,0.006228,0.010636,0.010834,0.006849,0.007544,0.006321,0.005875,0.001093,0.001091,0.010834,5.605086,5.73415,0.000817,0.005875,5.861239,0.006897,0.000572,0.010986,1.440101,1.484337,0.005854,0.010986,7
0.008054,0.006993,0.009689,0.009689,0.008895,0.011122,0.007058,0.006912,0.002818,0.002918,0.009689,5.775369,5.949232,0.001109,0.006912,6.115385,0.00763,0.00078,0.018204,1.170398,1.038971,0.006326,0.018204,6
0.007224,0.006467,0.008988,0.009018,0.008206,0.009992,0.006553,0.005615,0.00239,0.002531,0.009018,5.826068,5.97981,0.000968,0.005615,6.140522,0.007568,0.000806,0.015869,1.324575,1.126955,0.006021,0.015869,6
0.006412,0.006102,0.006882,0.006958,0.006531,0.006957,0.006174,0.005966,0.000664,0.000686,0.006958,6.355148,6.452039,0.000433,0.005951,6.547321,0.006958,0.000307,0.009537,1.313085,1.03241,0.005996,0.009537,7
0.006463,0.006331,0.007309,0.007385,0.006741,0.007052,0.006267,0.005966,0.000659,0.000652,0.007309,7.322442,7.394453,0.000351,0.005859,7.459597,0.006973,0.000322,0.009247,1.712139,1.396033,0.006115,0.009247,7
0.007204,0.006667,0.007813,0.007919,0.008075,0.009284,0.006674,0.006668,0.001702,0.001865,0.007919,6.247903,6.394014,0.000664,0.006668,6.532394,0.007599,0.000542,0.014038,1.558648,1.332753,0.00626,0.014038,6
0.007317,0.006876,0.008545,0.008545,0.00812,0.009262,0.006942,0.006073,0.001677,0.001777,0.008545,6.333958,6.506468,0.00074,0.006073,6.676984,0.008164,0.000668,0.013519,1.673961,1.382956,0.006616,0.013519,6
0.006533,0.005807,0.007141,0.007263,0.00682,0.008111,0.00586,0.005875,0.00143,0.001583,0.007263,5.63618,5.780695,0.000719,0.005875,5.921075,0.006546,0.000599,0.012329,1.121492,0.947356,0.005366,0.012329,7
0.006732,0.006205,0.007919,0.007919,0.007826,0.009296,0.006254,0.005921,0.001982,0.00216,0.007919,6.079297,6.242551,0.000618,0.005921,6.412714,0.006638,0.000523,0.014557,1.507515,1.299275,0.005866,0.014557,6
0.00785,0.007275,0.011963,0.011963,0.008706,0.010034,0.007381,0.00618,0.002213,0.00223,0.011963,6.214231,6.369468,0.001147,0.00618,6.539025,0.008927,0.000973,0.015747,1.693553,1.397238,0.006998,0.015747,6
0.005822,0.005446,0.006577,0.006577,0.006802,0.007802,0.005541,0.00528,0.001354,0.001585,0.006577,7.009089,7.181564,0.000446,0.00528,7.362042,0.006546,0.000338,0.010452,1.329137,1.059648,0.005403,0.010452,5
0.005703,0.005283,0.006561,0.006561,0.006847,0.008247,0.005318,0.005203,0.002109,0.002158,0.00647,4.940705,5.085417,0.000414,0.005188,5.245108,0.005447,0.000294,0.013916,1.188846,0.986618,0.005016,0.013916,6
0.005908,0.005396,0.006851,0.006973,0.007151,0.008681,0.00546,0.005097,0.001998,0.002238,0.006973,5.981549,6.123423,0.0006,0.005097,6.267015,0.005875,0.000462,0.013535,1.28867,1.122499,0.005074,0.013535,6
0.008465,0.007586,0.009491,0.009598,0.009231,0.010754,0.007613,0.007477,0.001846,0.002191,0.009598,6.667404,6.842625,0.00109,0.007477,6.998981,0.008957,0.000895,0.015976,1.658213,1.472892,0.006967,0.015976,6
0.010026,0.01008,0.011109,0.011658,0.00983,0.009615,0.009767,0.008988,0.00074,0.000808,0.011414,9.675184,9.638809,0.000923,0.008179,9.587108,0.011414,0.000787,0.012375,2.407431,1.864897,0.00963,0.012375,3
0.006907,0.006887,0.007813,0.008148,0.006833,0.006791,0.006924,0.005829,0.00042,0.000528,0.008118,9.115241,9.074829,0.000554,0.005829,9.042834,0.008118,0.000619,0.008164,1.674846,1.229389,0.00695,0.008164,3
0.011619,0.010756,0.013642,0.014252,0.010252,0.009813,0.010279,0.009461,0.001129,0.001781,0.013336,10.056914,10.069457,0.001998,0.008301,10.0333,0.013336,0.002091,0.013642,2.107927,1.859007,0.00941,0.014252,1
0.010681,0.011124,0.011887,0.013123,0.010698,0.01032,0.010798,0.008621,0.000834,0.000915,0.012619,8.890514,8.811546,0.000819,0.008392,8.705299,0.012619,0.000791,0.012955,2.602045,1.91191,0.010933,0.013123,3
0.007603,0.007309,0.008606,0.008881,0.006846,0.006467,0.007124,0.006622,0.000739,0.000866,0.008606,8.845234,8.767535,0.000763,0.005478,8.654415,0.008316,0.000773,0.008667,1.719814,1.452079,0.006825,0.008881,1
0.009512,0.009974,0.012345,0.013794,0.008836,0.007606,0.009826,0.007965,0.001317,0.001908,0.013748,6.660046,6.50581,0.001757,0.005982,6.317678,0.013748,0.001582,0.012345,2.011994,1.312612,0.010111,0.013794,1
0.009196,0.009125,0.011597,0.012467,0.008832,0.008575,0.008868,0.007904,0.000595,0.001046,0.011414,8.080994,8.030434,0.001158,0.007385,7.964471,0.011414,0.001288,0.011597,2.418402,1.977157,0.008668,0.012467,3
0.025213,0.019939,0.030213,0.030579,0.021463,0.024145,0.018618,0.018036,0.003166,0.006031,0.030304,11.479989,11.724936,0.008088,0.018036,11.872825,0.025467,0.00682,0.030304,2.889006,3.555001,0.014093,0.030579,8
0.007616,0.00758,0.008804,0.010208,0.007212,0.006849,0.007515,0.006455,0.000522,0.000718,0.010178,5.715114,5.676739,0.000781,0.006012,5.617534,0.010178,0.000693,0.008804,1.77026,1.317647,0.007469,0.010208,1
0.010404,0.010445,0.01265,0.016114,0.010493,0.010529,0.01034,0.008698,0.000922,0.001252,0.016114,7.592534,7.598779,0.00159,0.008698,7.597896,0.016114,0.001495,0.013565,2.538644,1.893553,0.01032,0.016114,3
0.008132,0.007304,0.010163,0.010468,0.007357,0.007489,0.007151,0.005585,0.000867,0.001179,0.010163,8.078313,8.150137,0.00144,0.005585,8.151544,0.009689,0.001405,0.010315,1.444999,1.309316,0.006451,0.010468,1
0.008482,0.007816,0.009751,0.010132,0.007954,0.008161,0.007368,0.007507,0.000523,0.000861,0.009644,10.488489,10.552926,0.001273,0.007034,10.570004,0.009354,0.00104,0.009888,1.550088,1.458915,0.006596,0.010132,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0.008142,0.008263,0.009293,0.010269,0.007655,0.007026,0.008073,0.006531,0.000608,0.000973,0.009796,7.673346,7.570451,0.00082,0.006027,7.419027,0.009796,0.000842,0.009293,1.806561,1.302754,0.008065,0.010269,1
0.008174,0.007943,0.00882,0.009247,0.00753,0.007132,0.007753,0.007492,0.000706,0.000744,0.009247,8.224157,8.169449,0.000607,0.006119,8.049627,0.009247,0.000532,0.008881,1.641871,1.283391,0.007463,0.009247,1
0.009661,0.00905,0.010819,0.010864,0.009003,0.009012,0.008718,0.008331,0.000538,0.000731,0.010666,10.257819,10.327227,0.001087,0.007965,10.32615,0.010025,0.000874,0.011139,1.785077,1.516838,0.008077,0.011139,3
