@relation HK2.arff-weka.filters.unsupervised.instance.Normalize-N1.0-L2.0

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute CLASS {WildType,HitMain1,HitMain2,Mitotic,NO_TET,Garbage}

@data
0.001021,0.000106,0.001023,0.000081,0.000639,0.00011,0.00034,0.000027,0.000506,0.000173,0.006813,0.067202,0.070896,0.154289,0.065483,0.740055,0.538304,0.208401,0.260152,0.035313,0.082277,-0.025716,0.071235,0.000678,0.000225,WildType
0.001057,0.000282,0.001109,0.000251,0.000693,0.000256,0.000301,0.000032,0.000457,0.000256,0.014552,0.028838,0.075,0.171724,0.06898,0.677377,0.654711,0.165784,0.183155,0.02087,0.055052,-0.042537,0.072719,0.001194,0.000902,Mitotic
0.001445,0.000202,0.001343,0.000195,0.000757,0.000124,0.000415,0.000044,0.000588,0.000199,0.009386,0.106177,0.074459,0.150114,0.078808,0.704145,0.528243,0.242406,0.313089,0.059421,0.111441,-0.02394,0.078572,0.000438,0.001275,WildType
0.000801,0.000285,0.000964,0.000292,0.000493,0.00015,0.000266,0.00003,0.000387,0.000162,0.006128,0.041664,0.06509,0.156445,0.05281,0.670152,0.662558,0.175828,0.196323,0.02112,0.056374,-0.035182,0.065698,0.001271,0.000083,Mitotic
0.001039,0.000441,0.001306,0.000459,0.000653,0.000163,0.000319,0.00003,0.000484,0.000207,0.01148,0.034545,0.076743,0.132687,0.071294,0.803612,0.479756,0.191655,0.213521,0.022007,0.061161,-0.040491,0.077081,0.001989,0.001443,Mitotic
0.000677,0.000047,0.000625,0.000069,0.000609,0.00009,0.000373,0.000061,0.000497,0.000145,0.009526,0.069398,0.079851,0.206014,0.070789,0.548758,0.711229,0.217829,0.265648,0.038089,0.087468,-0.031573,0.078513,0.000232,0.000125,NO_TET
0.000607,0.000034,0.000663,0.00008,0.000482,0.000076,0.000252,0.000021,0.000376,0.00013,0.00445,0.042262,0.062048,0.196367,0.051662,0.56883,0.739325,0.175936,0.208544,0.0227,0.057624,-0.02886,0.061906,0.000317,0.000502,HitMain1
0.000812,0.000114,0.000836,0.000093,0.000464,0.000061,0.000287,0.000023,0.000373,0.000101,0.005741,0.06649,0.05817,0.119824,0.054166,0.827389,0.443616,0.177918,0.226954,0.032742,0.074081,-0.018943,0.05847,0.000073,0.000623,WildType
0.000535,0.000045,0.000529,0.00004,0.000506,0.000099,0.000299,0.000018,0.000396,0.000126,0.004997,0.084688,0.064033,0.177701,0.056726,0.665645,0.624303,0.199831,0.25929,0.04223,0.085907,-0.021888,0.065286,0.000155,0.000274,WildType
0.000525,0.000073,0.000498,0.000071,0.000529,0.000131,0.000262,0.000019,0.000403,0.000166,0.00676,0.068267,0.060743,0.21747,0.050251,0.404888,0.834705,0.166572,0.206071,0.037671,0.072876,-0.024558,0.059777,0.000462,0.000131,WildType
0.001046,0.000215,0.000876,0.00025,0.00051,0.000097,0.000281,0.000019,0.000405,0.000137,0.010611,0.050186,0.068519,0.23775,0.059963,0.398448,0.833779,0.168615,0.197093,0.032746,0.067904,-0.033475,0.067248,0.000631,0.00055,WildType
0.000888,0.000247,0.000877,0.000224,0.000553,0.000143,0.00026,0.000019,0.000397,0.000178,0.007908,0.036975,0.06572,0.230498,0.056359,0.402359,0.837967,0.166598,0.192012,0.023032,0.05725,-0.034705,0.064995,0.000901,0.00034,WildType
0.000761,0.000095,0.000811,0.000109,0.000488,0.000053,0.000321,0.00003,0.000405,0.000096,0.010521,0.066917,0.066327,0.160352,0.061917,0.766616,0.523603,0.185703,0.228427,0.037738,0.080519,-0.024481,0.066555,0.001131,0.00135,WildType
0.000585,0.0001,0.000644,0.000126,0.000531,0.000073,0.000347,0.000048,0.000428,0.000111,0.011518,0.058223,0.087042,0.165525,0.074607,0.530811,0.743619,0.21712,0.236697,0.035694,0.082748,-0.047839,0.087331,0.001399,0.000275,HitMain2
0.000567,0.000106,0.000664,0.00015,0.00048,0.000093,0.000289,0.000025,0.000384,0.000119,0.007174,0.036398,0.068982,0.176286,0.060804,0.655231,0.663936,0.184668,0.212078,0.022274,0.0586,-0.034739,0.068805,0.00069,0.000547,Garbage
