@relation 'HTS data set'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute 'feature38' real
@attribute 'feature39' real
@attribute 'feature40' real
@attribute 'feature41' real
@attribute 'feature42' real
@attribute 'feature43' real
@attribute 'feature44' real
@attribute 'feature45' real
@attribute 'feature46' real
@attribute 'feature47' real
@attribute 'feature48' real
@attribute class {1 2 3 4 }
@data
0.006259,0.001335,0.004761,0.000290,0.005437,0.001208,0.016918,0.004322,0.005713,0.001959,0.010698,0.006603,0.012485,0.005889,0.004200,0.001090,0.007962,0.005871,0.221029,1.229323,0.422366,1.063087,0.782795,3.533835,3.027051,1.633190,2.036234,0.928063,0.985302,-0.219927,0.628862,0.050703,0.122820,0.170816,0.937970,0.512225,0.963345,0.773910,4.001880,2.907891,1.760194,2.189618,0.660962,0.950178,-0.223069,0.650483,0.110541,0.259983,3
0.019359,0.007701,0.006605,0.001744,0.013050,0.008653,0.020926,0.006715,0.006528,0.002373,0.013767,0.008975,0.009511,0.003995,0.003724,0.001074,0.006641,0.004187,0.068168,1.645833,0.545028,1.801059,0.613950,5.499328,5.588709,2.189780,3.030506,0.814158,1.203251,-0.126033,0.578855,0.256286,0.603544,0.053268,2.944892,0.345154,2.319544,0.551584,5.854839,6.034036,2.251350,3.303706,1.484823,1.449507,-0.082083,0.498121,0.133921,0.350211,4
0.010373,0.002986,0.004877,0.000689,0.007540,0.003534,0.014965,0.003024,0.004930,0.001855,0.009688,0.005724,0.019273,0.005922,0.006134,0.001953,0.012444,0.008028,0.039125,1.850583,0.651252,2.553395,0.571688,7.588759,8.741094,2.452076,3.422740,0.813228,1.245863,-0.160697,0.671855,0.086842,0.078317,0.053508,1.114462,0.793596,2.851727,0.663194,8.652502,9.522151,2.475637,3.182648,0.556323,1.064547,-0.274312,0.800239,0.032764,0.020895,4
0.010591,0.003046,0.005613,0.000586,0.008187,0.003388,0.014695,0.003160,0.005927,0.001703,0.010363,0.005193,0.018006,0.005790,0.006555,0.001599,0.012458,0.007258,0.060794,1.228129,0.644191,1.717009,0.633992,6.104307,5.674854,2.234703,3.009531,0.566195,1.076943,-0.179395,0.669032,0.119662,0.080576,0.050994,1.981157,0.757216,4.383548,0.584293,10.921938,13.973718,2.559531,3.361629,0.940373,1.288859,-0.247592,0.783851,0.053558,0.034271,4
0.009973,0.002782,0.005233,0.000578,0.007675,0.003156,0.018229,0.004836,0.005455,0.001493,0.011978,0.007454,0.014326,0.003967,0.005689,0.001048,0.010132,0.005275,0.117989,0.702538,0.685651,1.114365,0.754599,4.901323,3.767167,1.969350,2.442494,0.426698,0.898810,-0.268890,0.729289,0.095381,0.126841,0.065206,1.025027,0.830204,3.143677,0.684412,9.836611,10.934691,2.484611,3.092473,0.539471,1.038807,-0.320706,0.832865,0.013459,0.009580,4
0.004537,0.000240,0.004281,0.000255,0.004372,0.000282,0.015366,0.004005,0.004761,0.001452,0.008605,0.005901,0.010094,0.003704,0.003762,0.000541,0.006110,0.003880,0.147454,0.921182,0.436931,0.779826,0.712189,4.783251,2.329375,1.780043,2.360632,0.524841,0.975910,-0.109653,0.492804,0.012890,0.008761,0.036178,1.760591,0.800859,4.584484,0.587358,9.135961,15.768707,2.660513,3.519629,0.803471,1.234847,-0.272085,0.819595,0.084771,0.053692,2
0.005070,0.000629,0.004322,0.000289,0.004758,0.000637,0.011270,0.001909,0.005080,0.001495,0.008647,0.003598,0.013914,0.004007,0.005718,0.002067,0.010492,0.005319,0.209074,0.547253,0.636321,0.763219,0.818867,3.800059,2.452936,1.657489,1.970653,0.394124,0.791322,-0.285325,0.694484,0.010173,0.019059,0.419859,0.543414,0.374969,0.452517,0.854088,3.951565,1.194346,1.212301,1.435671,0.435560,0.712084,-0.152907,0.464660,0.192106,0.058087,3
0.005572,0.000899,0.004541,0.000382,0.005106,0.000889,0.014574,0.003244,0.005147,0.001510,0.010324,0.005479,0.015857,0.005801,0.005446,0.002242,0.011219,0.006940,0.320258,0.607324,0.362254,0.479065,0.830430,2.844176,1.297106,1.236933,1.520853,0.464830,0.766949,-0.126920,0.432824,0.044839,0.028982,0.191173,0.618231,0.627861,0.809972,0.810564,4.766264,2.700334,1.714615,2.033469,0.447396,0.783854,-0.285891,0.702994,0.184156,0.290840,3
0.011317,0.004048,0.005039,0.001131,0.008726,0.004512,0.023537,0.007801,0.006423,0.002589,0.016456,0.010705,0.010663,0.003614,0.004032,0.001592,0.007880,0.004510,0.083369,1.905386,0.332570,1.398323,0.625755,5.042212,3.794433,2.027470,2.874496,1.045649,1.267799,-0.088187,0.483356,0.274924,0.111824,0.139070,1.070597,0.459421,0.989053,0.702248,4.759098,2.890292,1.862933,2.453754,0.619334,1.043705,-0.141004,0.557865,0.248054,0.269905,3
0.007793,0.001883,0.005118,0.000908,0.006683,0.002049,0.021609,0.004353,0.007961,0.003521,0.015872,0.008007,0.011611,0.004520,0.004779,0.002738,0.008759,0.005099,0.202875,0.652093,0.595589,0.764798,0.810979,3.901445,2.554200,1.681946,2.029295,0.474939,0.836373,-0.281363,0.699319,0.066739,0.064991,0.295449,0.325676,0.775509,0.637385,0.878078,3.890700,2.493796,1.525253,1.711026,0.259750,0.614283,-0.419852,0.776224,0.025172,0.067384,3
0.009005,0.003176,0.005396,0.001999,0.007405,0.003146,0.024448,0.006694,0.007256,0.003094,0.016910,0.010289,0.011796,0.004568,0.004376,0.001664,0.008563,0.005186,0.545978,0.233276,0.498425,0.260544,0.911334,2.427444,0.688646,0.843415,0.968581,0.198959,0.490551,-0.214454,0.458981,0.025516,0.026471,0.297718,0.310463,0.699484,0.513345,0.893216,3.575643,1.752340,1.404231,1.555651,0.258732,0.556507,-0.408737,0.742046,0.052275,0.058771,3
0.029471,0.010949,0.006851,0.002206,0.019040,0.014121,0.018195,0.004775,0.005618,0.001721,0.012327,0.007419,0.011522,0.003565,0.003758,0.000868,0.007936,0.004774,0.041116,1.900972,0.660704,2.835181,0.561500,8.812033,9.301365,2.495260,3.483732,0.808494,1.252462,-0.159447,0.673658,0.441231,0.685710,0.055422,1.149477,0.839120,3.741404,0.633782,10.086697,12.898313,2.530396,3.206303,0.506364,1.042069,-0.314896,0.836584,0.067689,0.069943,4
0.010885,0.007284,0.006544,0.003630,0.008776,0.006167,0.014746,0.003347,0.007315,0.003288,0.011187,0.005083,0.007499,0.002359,0.004663,0.001514,0.006145,0.002445,0.422229,0.441597,0.812934,1.163951,0.887126,3.325697,4.276321,1.337554,1.555264,0.374155,0.635562,-0.487770,0.798080,0.091716,0.145264,0.298210,0.465638,0.541567,0.516784,0.862296,3.508959,1.565411,1.384345,1.616500,0.372855,0.692170,-0.267378,0.627985,0.183442,0.232531,4
0.010112,0.002427,0.005093,0.000715,0.007334,0.003084,0.018274,0.005278,0.005600,0.001552,0.011261,0.007465,0.012642,0.004990,0.003593,0.001496,0.007625,0.005789,0.057086,2.062299,0.478274,1.914859,0.577606,7.319846,5.836042,2.255922,3.237652,0.986409,1.291985,-0.120641,0.584655,0.114521,0.117724,0.093327,1.624278,0.390318,1.392289,0.633563,5.829801,3.681373,2.003117,2.809568,0.857950,1.213822,-0.107895,0.525325,0.278429,0.173717,3
0.006905,0.001513,0.004757,0.000522,0.005816,0.001579,0.015572,0.003920,0.005247,0.001336,0.010338,0.006029,0.011841,0.007062,0.003678,0.001129,0.007746,0.006552,0.310462,0.430819,0.541926,0.470250,0.862945,3.000403,1.450181,1.279855,1.501456,0.342673,0.670898,-0.254164,0.595097,0.030944,0.032292,0.218751,1.074224,0.504681,1.085145,0.798619,3.768052,3.263263,1.685156,2.065725,0.822000,0.947558,-0.274240,0.693832,0.257865,0.147259,3
0.005765,0.001609,0.004584,0.000360,0.005041,0.001208,0.014276,0.003214,0.005389,0.001352,0.008766,0.004988,0.016558,0.007965,0.004221,0.001244,0.009020,0.007986,0.698614,0.648995,0.310281,0.470477,0.919806,2.369287,1.232914,0.691167,0.819799,0.597606,0.525791,-0.213827,0.422159,0.135801,0.132377,0.129602,1.276051,0.576693,1.523742,0.715601,5.060329,4.751388,1.988154,2.490482,0.818511,1.050083,-0.232272,0.693829,0.404731,0.417894,2
0.004589,0.000401,0.004071,0.000132,0.004260,0.000370,0.015600,0.005130,0.005094,0.001316,0.008910,0.006157,0.008078,0.004611,0.002726,0.000513,0.004701,0.003887,0.143042,0.853414,0.500217,0.826446,0.753583,4.162651,2.553866,1.776477,2.236578,0.552898,0.947609,-0.219474,0.653051,0.021410,0.007453,0.167554,1.380522,0.503410,1.387236,0.760609,4.091366,4.179403,1.858287,2.331537,1.006656,1.052153,-0.275722,0.724965,0.155395,0.166661,3
0.007836,0.001539,0.006945,0.000556,0.007336,0.001199,0.014212,0.002912,0.005639,0.001285,0.009294,0.004859,0.018534,0.010286,0.004763,0.001112,0.010775,0.009782,0.714350,0.455336,0.442368,0.408276,0.930035,2.330435,1.177769,0.644200,0.745113,0.421701,0.465924,-0.262389,0.448899,0.166865,0.136173,0.092706,1.028458,0.776366,2.307734,0.722672,5.384190,8.168604,2.230143,2.734111,0.631509,1.006226,-0.313000,0.798513,0.057951,0.395711,2
0.007031,0.000567,0.006485,0.000247,0.006732,0.000513,0.018650,0.006281,0.006417,0.001626,0.011909,0.007687,0.003870,0.000321,0.003456,0.000254,0.003643,0.000360,0.145924,0.952320,0.512208,0.974220,0.719384,3.990979,2.952238,1.766651,2.310805,0.564910,0.986938,-0.146434,0.553210,0.025471,0.040868,0.042609,1.661083,0.687918,2.821733,0.588804,8.284794,8.811934,2.455881,3.387596,0.739383,1.200462,-0.185555,0.711860,0.004084,0.003171,1
0.007312,0.000397,0.006954,0.000446,0.007166,0.000458,0.013903,0.002148,0.007213,0.002201,0.011200,0.004037,0.011741,0.003137,0.005292,0.001550,0.009215,0.004201,0.072647,1.392029,0.543081,1.477874,0.621731,6.863043,4.681967,2.164160,2.972768,0.652180,1.130596,-0.133247,0.590492,0.021297,0.022836,0.072450,1.081884,0.633877,1.475499,0.665963,6.603623,4.827668,2.162372,2.870266,0.540913,1.035072,-0.190255,0.673298,0.046836,0.079969,2
0.006545,0.000487,0.006045,0.000602,0.006304,0.000608,0.013089,0.001855,0.006082,0.001735,0.009669,0.004047,0.010017,0.002291,0.004183,0.001370,0.007195,0.003554,0.194493,0.803258,0.410212,0.656079,0.747723,4.266917,1.917477,1.642175,2.103834,0.499240,0.928247,-0.118414,0.486767,0.023811,0.037597,0.050978,1.748747,0.596750,2.348752,0.597739,8.994361,6.802600,2.348034,3.263395,0.830944,1.222208,-0.153552,0.652583,0.062607,0.061010,2
0.007242,0.000799,0.006561,0.000659,0.006852,0.000808,0.015179,0.003478,0.006177,0.001682,0.009930,0.005272,0.013262,0.005700,0.004547,0.001207,0.008249,0.005869,0.219692,0.651282,0.452440,0.593808,0.801213,3.417094,1.723469,1.508537,1.846843,0.461275,0.827652,-0.168043,0.537325,0.039252,0.054523,0.093060,1.307692,0.526388,1.367975,0.673727,4.801709,4.213672,2.031480,2.683168,0.739408,1.091502,-0.168197,0.624382,0.274185,0.100644,2
0.006883,0.001194,0.006134,0.000525,0.006430,0.000940,0.016410,0.004551,0.005353,0.001419,0.009644,0.006337,0.015371,0.007081,0.004308,0.001156,0.008672,0.007169,0.431597,0.689691,0.507653,0.698357,0.854508,2.765979,2.111214,1.164765,1.418093,0.567551,0.753003,-0.218105,0.544642,0.136152,0.127532,0.059007,1.180412,0.772585,2.624951,0.622577,6.652577,9.195792,2.393655,3.087574,0.498511,1.041383,-0.274170,0.790989,0.135657,0.079385,2
0.016924,0.008238,0.005391,0.001127,0.009300,0.007469,0.015013,0.004139,0.005342,0.001443,0.008552,0.005422,0.012689,0.006622,0.003083,0.001019,0.006345,0.006126,0.056875,2.258373,0.578456,2.705610,0.574962,5.923445,8.453470,2.318228,3.234903,1.099403,1.331141,-0.178072,0.684872,0.476510,0.250085,0.049266,1.844498,0.802242,4.790657,0.590158,7.976077,16.719523,2.563581,3.348963,0.877710,1.255225,-0.280930,0.817710,0.108625,0.030171,4
0.007756,0.002277,0.005291,0.000496,0.006506,0.002069,0.014589,0.003903,0.006973,0.001285,0.010695,0.004856,0.005282,0.002198,0.003256,0.000438,0.004253,0.001894,0.251711,0.650869,0.543365,0.713895,0.828915,3.432322,2.199733,1.527054,1.833438,0.498469,0.816743,-0.297256,0.687634,0.133992,0.093004,0.356752,0.990113,0.352039,0.763981,0.810362,2.943062,2.065970,1.321621,1.696645,0.766161,0.920909,-0.147587,0.486896,0.097769,0.082527,3
0.008242,0.004568,0.004469,0.000357,0.006613,0.003947,0.013949,0.005438,0.005513,0.001373,0.010236,0.006007,0.008178,0.005175,0.002765,0.000619,0.005825,0.004790,0.468342,0.371866,0.599517,0.464386,0.891214,2.709158,1.485218,1.095578,1.305250,0.313549,0.608657,-0.316962,0.623375,0.402300,0.137611,0.308027,0.397466,0.837651,1.223776,0.866553,3.632621,4.498973,1.576923,1.830538,0.314710,0.675276,-0.459055,0.815038,0.036616,0.188936,3
0.006079,0.001347,0.004256,0.000195,0.004976,0.001257,0.022646,0.008250,0.004324,0.001617,0.011520,0.010598,0.016134,0.009030,0.003351,0.001002,0.008419,0.008590,0.066724,1.239168,0.767913,2.664868,0.643929,5.715771,9.439145,2.345563,3.068702,0.600831,1.094074,-0.258145,0.772883,0.082170,0.035250,0.073646,1.078856,0.764103,2.316405,0.681887,5.636915,8.059677,2.293333,2.942371,0.580082,1.035843,-0.283925,0.789241,0.140446,0.074047,2
0.004146,0.000170,0.003939,0.000117,0.004020,0.000175,0.015981,0.004686,0.004483,0.001560,0.009006,0.006613,0.012853,0.007536,0.003146,0.001049,0.007030,0.006887,0.089647,1.508503,0.449206,1.352515,0.626849,6.168367,3.966550,2.008665,2.827108,0.753260,1.175624,-0.079610,0.458088,0.009014,0.007826,0.269520,0.806973,0.663805,1.203144,0.836510,4.024660,3.993440,1.613882,1.882312,0.650625,0.795695,-0.343051,0.736293,0.216465,0.172490,2
0.004777,0.000434,0.004068,0.000142,0.004360,0.000468,0.016852,0.004907,0.004624,0.001546,0.009643,0.007038,0.015836,0.006691,0.003478,0.001372,0.008596,0.007644,0.074459,1.103015,0.716380,1.920284,0.683689,6.023869,6.670285,2.282061,2.942941,0.599200,1.061348,-0.253280,0.758461,0.024288,0.014684,0.089655,0.769472,0.755984,1.622352,0.740730,5.980528,5.517837,2.184302,2.676619,0.457643,0.921030,-0.320221,0.800650,0.291494,0.166972,2
0.004482,0.000382,0.003882,0.000152,0.004124,0.000407,0.014727,0.003400,0.004244,0.001637,0.008429,0.005850,0.012818,0.006269,0.003022,0.001073,0.007009,0.006420,0.071212,1.364045,0.593888,1.665118,0.640751,6.480150,5.352228,2.218935,2.982748,0.686352,1.134275,-0.172021,0.655996,0.012804,0.016906,0.131004,0.974532,0.577790,1.164073,0.750261,4.315356,3.640626,1.916950,2.396662,0.646164,0.971507,-0.223752,0.673780,0.184244,0.280851,2
0.005130,0.000737,0.004334,0.000368,0.004812,0.000739,0.012988,0.003561,0.005013,0.001535,0.009765,0.004976,0.022183,0.007842,0.005747,0.004015,0.015626,0.010542,0.214238,0.392742,0.765262,0.836204,0.846857,3.645051,2.953461,1.670441,1.929502,0.290238,0.694710,-0.368200,0.762492,0.016391,0.002747,0.136693,0.666953,0.751222,1.374161,0.781671,6.307065,4.686042,2.039874,2.421252,0.443379,0.856901,-0.318756,0.777219,0.011933,0.067166,2
0.004325,0.000142,0.004210,0.000159,0.004260,0.000162,0.014111,0.003522,0.004914,0.001575,0.009066,0.005427,0.018741,0.007337,0.005147,0.002055,0.011339,0.008709,0.051452,1.967742,0.432106,1.677769,0.552340,8.154996,4.949226,2.206899,3.233730,0.821107,1.260833,-0.076414,0.478042,0.005367,0.009379,0.153337,0.907946,0.639427,1.247471,0.773526,5.403619,4.127414,1.964641,2.379070,0.635020,0.924420,-0.274176,0.728787,0.389214,0.394634,2
0.004486,0.000263,0.004096,0.000133,0.004246,0.000277,0.015969,0.003872,0.004794,0.001576,0.009120,0.006222,0.012129,0.006844,0.003672,0.002292,0.006942,0.006181,0.245623,0.690801,0.406340,0.589304,0.768594,4.258092,1.636114,1.500248,1.908781,0.442501,0.861602,-0.098380,0.425265,0.003430,0.019219,0.273482,1.009370,0.468405,0.899939,0.822438,3.770869,2.776289,1.514992,1.781694,0.810912,0.849804,-0.231163,0.612742,0.345372,0.082661,2
0.004247,0.000647,0.003628,0.000137,0.003909,0.000552,0.015156,0.003427,0.005004,0.001528,0.009553,0.005798,0.011871,0.005550,0.003094,0.000868,0.007092,0.005889,0.588504,0.359217,0.581356,0.429024,0.913744,2.478055,1.356878,0.867602,1.004390,0.319271,0.523325,-0.294627,0.541503,0.090965,0.116717,0.174284,0.808913,0.600347,1.010279,0.786149,4.280891,3.239128,1.808684,2.211722,0.572563,0.896038,-0.255301,0.690530,0.394089,0.447628,2
0.004634,0.000509,0.003791,0.000162,0.004202,0.000574,0.022785,0.007280,0.005733,0.001977,0.014056,0.010223,0.010744,0.005021,0.003002,0.000721,0.006813,0.005330,0.089692,1.151625,0.563773,1.285449,0.674670,5.401444,4.123319,2.080540,2.744525,0.616667,1.071554,-0.170638,0.634651,0.023198,0.019424,0.180132,0.878700,0.528293,0.934974,0.781990,4.114801,2.846748,1.762961,2.129618,0.628339,0.892927,-0.237542,0.661366,0.193192,0.148609,2
0.003779,0.000182,0.003552,0.000102,0.003654,0.000185,0.016506,0.004072,0.005416,0.001665,0.010338,0.006422,0.008966,0.005619,0.003046,0.001437,0.005692,0.004917,0.115772,1.155993,0.374460,0.916624,0.672798,5.021346,2.539774,1.847171,2.540462,0.614839,1.069955,-0.080345,0.438304,0.008988,0.003921,0.292854,0.991790,0.458905,0.830332,0.797248,3.151067,2.655340,1.465932,1.836791,0.749124,0.935780,-0.190045,0.571545,0.171369,0.501811,3
0.003187,0.000236,0.003033,0.000101,0.003099,0.000191,0.012499,0.002233,0.004473,0.001601,0.007819,0.004502,0.007850,0.008479,0.002361,0.000455,0.004749,0.006300,0.232808,0.667374,0.541562,0.721377,0.786800,3.585987,2.242606,1.488683,1.828854,0.452493,0.841959,-0.153304,0.512878,0.006307,0.013085,0.647599,0.823779,0.735266,1.555863,0.905785,2.757254,5.399673,0.887416,1.041673,0.746815,0.594310,-0.346118,0.594456,0.184584,0.170532,2
0.006224,0.002233,0.004743,0.000998,0.005316,0.001705,0.012326,0.002435,0.004909,0.001351,0.007875,0.004189,0.014849,0.007861,0.003690,0.001383,0.008271,0.007651,0.764275,0.461745,0.413111,0.418468,0.925648,2.283221,1.109047,0.561765,0.674861,0.423339,0.489948,-0.147411,0.322295,0.042484,0.030233,0.160315,1.519463,0.479390,1.458875,0.756849,4.644295,4.317769,1.915823,2.377605,1.114660,1.056038,-0.228789,0.677469,0.160820,0.040667,3
0.005085,0.000628,0.004310,0.000185,0.004586,0.000557,0.015963,0.004317,0.005114,0.001468,0.008929,0.006047,0.010256,0.005562,0.002828,0.000577,0.005506,0.004978,0.159875,1.002186,0.426951,0.858940,0.743059,3.850273,2.492336,1.726963,2.193846,0.657752,0.980231,-0.164308,0.570951,0.034177,0.012824,0.090476,1.489618,0.518697,1.546605,0.652075,4.604372,4.700309,2.032304,2.751827,0.815962,1.163978,-0.161694,0.619478,0.431605,0.302389,3
0.006023,0.001198,0.005159,0.000671,0.005529,0.001048,0.012302,0.002191,0.005457,0.001316,0.008402,0.003907,0.012043,0.004778,0.004438,0.001238,0.007768,0.005097,0.528405,0.575014,0.427944,0.503247,0.863523,2.520357,1.435308,0.940032,1.173853,0.473597,0.721619,-0.111831,0.360988,0.073783,0.033569,0.314635,0.694367,0.452967,0.632150,0.822889,3.807585,1.844181,1.394116,1.697715,0.529965,0.819501,-0.166878,0.516439,0.146350,0.099594,3
0.005839,0.001398,0.004988,0.000449,0.005482,0.001193,0.013490,0.002510,0.005674,0.001469,0.010185,0.004509,0.010224,0.003560,0.003741,0.000889,0.007531,0.004290,0.831611,0.288241,0.199450,0.179881,0.949284,2.155740,0.431867,0.399212,0.475167,0.271681,0.367993,-0.068450,0.182193,0.225899,0.340373,0.272264,0.538675,0.574118,0.632270,0.837365,4.041276,1.991012,1.550672,1.854789,0.411283,0.756807,-0.262830,0.655454,0.074270,0.256389,3
0.005923,0.001086,0.004231,0.000233,0.004833,0.001076,0.016865,0.005062,0.004513,0.001456,0.008890,0.006895,0.009119,0.003874,0.002437,0.000760,0.004827,0.004069,0.091843,1.487432,0.430696,1.318494,0.656669,4.715847,3.737836,1.986847,2.723298,0.828052,1.167734,-0.131449,0.564419,0.079875,0.089610,0.055640,1.438251,0.686922,2.401978,0.634237,6.804372,7.689598,2.343468,3.118609,0.722702,1.148892,-0.221549,0.735860,0.108622,0.088279,3
0.005450,0.000736,0.005746,0.003946,0.005641,0.003048,0.014209,0.002232,0.006607,0.001954,0.010052,0.004445,0.015918,0.007576,0.004784,0.001572,0.009976,0.007810,0.239057,0.744246,0.541758,0.802717,0.810500,3.308610,2.503225,1.508935,1.816618,0.557427,0.831768,-0.208665,0.589572,0.044872,0.041121,0.158981,0.906223,0.652211,1.326846,0.785344,4.727195,4.298979,1.862331,2.177711,0.657501,0.874661,-0.279672,0.715126,0.283023,0.201093,2
0.005668,0.000772,0.004860,0.000512,0.005300,0.000783,0.014217,0.003634,0.005424,0.001946,0.010127,0.005394,0.013796,0.004758,0.005764,0.001544,0.010120,0.005491,0.157652,0.632911,0.637043,0.829360,0.800087,4.341772,2.821483,1.812553,2.149842,0.442887,0.830508,-0.300463,0.732179,0.008074,0.068158,0.302315,0.494462,0.614452,0.631809,0.859974,3.893196,2.068498,1.487060,1.712981,0.396311,0.703768,-0.333678,0.707108,0.116345,0.105197,3
0.005421,0.000445,0.004771,0.000313,0.005124,0.000521,0.013812,0.002859,0.006055,0.002201,0.010281,0.004790,0.012312,0.005257,0.004643,0.001679,0.008919,0.005708,0.154496,1.155512,0.374271,0.938362,0.714129,4.738189,2.537098,1.800945,2.371431,0.720639,1.043256,-0.111103,0.495739,0.011351,0.014114,0.225139,0.789370,0.457020,0.727097,0.810497,3.642389,2.118177,1.589486,1.906126,0.596670,0.846205,-0.226992,0.621472,0.183164,0.148232,3
0.007462,0.001398,0.005277,0.000569,0.006171,0.001493,0.020591,0.005400,0.006413,0.001794,0.012246,0.008071,0.014409,0.004761,0.004301,0.001166,0.008508,0.006002,0.228545,0.652142,0.402395,0.545298,0.797234,3.453885,1.530372,1.465910,1.813483,0.454611,0.848576,-0.140314,0.489345,0.073069,0.044091,0.064405,1.524328,0.754301,3.007414,0.656058,9.705882,10.861207,2.442043,3.125392,0.842534,1.188173,-0.270382,0.790018,0.048634,0.009985,3
0.006137,0.001031,0.004729,0.000414,0.005389,0.001061,0.013013,0.002435,0.005100,0.001498,0.008779,0.004534,0.013854,0.005637,0.003948,0.001399,0.008654,0.006468,0.181126,1.044486,0.353028,0.798445,0.750587,3.934210,2.183015,1.691710,2.146928,0.707126,0.992118,-0.136038,0.519567,0.026457,0.023107,0.135902,0.684837,0.687580,1.133785,0.778106,5.193609,3.683694,1.969041,2.365705,0.453883,0.861486,-0.308149,0.761335,0.123054,0.111585,3
0.007242,0.002598,0.004423,0.000362,0.006003,0.002430,0.018073,0.004956,0.004884,0.001518,0.012240,0.007707,0.010943,0.006789,0.003023,0.000941,0.007464,0.006509,0.264730,0.894763,0.545325,0.984075,0.817694,3.308193,3.041073,1.531890,1.877231,0.697406,0.875244,-0.227022,0.617838,0.176369,0.079055,0.241689,0.937108,0.580540,1.114211,0.815840,3.533450,3.530765,1.620269,1.991527,0.731428,0.891776,-0.262260,0.672840,0.394240,0.357205,3
0.004737,0.000549,0.004067,0.000308,0.004350,0.000545,0.016440,0.004071,0.004743,0.001606,0.009678,0.006620,0.012583,0.003701,0.003187,0.001430,0.007158,0.005444,0.084362,1.245443,0.567353,1.424563,0.671793,5.518834,4.508455,2.122329,2.835591,0.681576,1.102625,-0.160508,0.625731,0.018354,0.037920,0.071202,0.862090,0.827769,2.655145,0.696537,9.783111,8.691112,2.406426,2.977981,0.440300,0.962999,-0.325892,0.834344,0.077745,0.086928,2
0.005099,0.000398,0.004685,0.000420,0.004842,0.000461,0.016025,0.005551,0.005164,0.001384,0.009525,0.006622,0.013689,0.006079,0.004318,0.001357,0.008089,0.006213,0.062066,1.617597,0.558958,1.904925,0.601919,6.634518,5.692142,2.233479,3.112859,0.751532,1.197892,-0.126745,0.590235,0.028322,0.024937,0.043066,1.010998,0.892606,4.809383,0.698203,8.415398,17.687851,2.686387,3.341221,0.560896,1.032491,-0.374860,0.886558,0.073360,0.061898,2
0.004927,0.000469,0.004110,0.000168,0.004402,0.000510,0.016965,0.005159,0.004662,0.001361,0.009060,0.006895,0.009457,0.005893,0.002734,0.000854,0.005159,0.004912,0.103422,1.206316,0.435577,1.084627,0.675548,5.210526,3.067258,1.930158,2.632457,0.660273,1.092683,-0.116119,0.527432,0.020214,0.019379,0.207280,1.162105,0.397144,0.965572,0.779296,3.463158,2.692853,1.605096,2.040251,0.867085,0.965291,-0.165597,0.555532,0.269181,0.302548,2
0.005908,0.001635,0.004562,0.000550,0.005166,0.001372,0.017242,0.004350,0.005739,0.002484,0.010828,0.006839,0.008303,0.003613,0.003216,0.001020,0.005505,0.003648,0.368297,1.093878,0.346820,0.837418,0.804407,2.959184,2.255477,1.320873,1.700323,0.849963,0.939121,-0.161909,0.509408,0.052044,0.027550,0.062249,1.917347,0.634930,2.628555,0.632694,6.009184,8.586650,2.375065,3.188854,1.072073,1.265348,-0.199171,0.711514,0.044366,0.013147,3
0.006494,0.001322,0.004803,0.000487,0.005572,0.001302,0.013838,0.002911,0.005060,0.001533,0.009019,0.005045,0.015514,0.006360,0.004510,0.002076,0.009535,0.007240,0.172700,0.997209,0.538331,1.076554,0.752143,4.138870,3.322655,1.799441,2.307845,0.665761,1.009120,-0.177461,0.602369,0.038277,0.022666,0.104805,0.676204,0.792250,1.698036,0.761155,6.059316,5.680362,2.185511,2.583301,0.415983,0.875073,-0.363032,0.827939,0.255043,0.118245,3
0.006611,0.002113,0.004336,0.000492,0.005498,0.001943,0.021524,0.006863,0.005706,0.002677,0.013660,0.009681,0.009075,0.004441,0.003190,0.001385,0.006156,0.004491,0.262007,0.775850,0.330523,0.578807,0.780971,3.028453,1.541869,1.388306,1.798477,0.535811,0.904626,-0.097294,0.410329,0.140413,0.246313,0.083850,1.392783,0.609476,1.826546,0.663956,5.183206,5.724937,2.145144,2.844310,0.778936,1.118858,-0.203305,0.689243,0.180627,0.215554,3
